#Gene	pfamid	SP	TM	Start	End	Length	Strand	Contig	Source	pfam_desc	Taxonomy
demo|04175	PF09913.9;	YES	8	9284	10687	1404	1	bin00.contig0065	Prodigal_v2.6.3	"Predicted membrane protein (DUF2142)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04179	PF00908.17;	No	0	11679	12227	549	1	bin00.contig0065	Prodigal_v2.6.3	"dTDP-4-dehydrorhamnose 3,5-epimerase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04180	PF01370.21;	No	0	12227	13114	888	1	bin00.contig0065	Prodigal_v2.6.3	"NAD dependent epimerase/dehydratase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04181	PF13767.6;	No	0	13128	13625	498	-1	bin00.contig0065	Prodigal_v2.6.3	"Domain of unknown function (DUF4168)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04183	PF13365.6;	No	0	14372	16177	1806	1	bin00.contig0065	Prodigal_v2.6.3	"Trypsin-like peptidase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc flagelliforme
demo|04184	PF00004.29;	No	0	16131	17321	1191	1	bin00.contig0065	Prodigal_v2.6.3	"ATPase family associated with various cellular activities (AAA)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Lyngbya;
demo|04185	PF03781.16;	No	0	17264	19993	2730	1	bin00.contig0065	Prodigal_v2.6.3	"Sulfatase-modifying factor enzyme 1";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Fischerella;s__Fischerella sp1
demo|04186	PF05635.11;	No	0	20145	20483	339	1	bin00.contig0065	Prodigal_v2.6.3	"23S rRNA-intervening sequence protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__PCC-6406;
demo|04187	PF00078.27;	No	0	20480	21592	1113	1	bin00.contig0065	Prodigal_v2.6.3	"Reverse transcriptase (RNA-dependent DNA polymerase)";	UNKNOWN
demo|04188	PF03781.16;	No	0	21918	22730	813	1	bin00.contig0065	Prodigal_v2.6.3	"Sulfatase-modifying factor enzyme 1";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Phormidesmis;s__Phormidesmis priestleyi
demo|04189	PF00860.20;	No	12	22865	24292	1428	-1	bin00.contig0065	Prodigal_v2.6.3	"Permease family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04191	PF01758.16;	No	8	24429	25295	867	1	bin00.contig0065	Prodigal_v2.6.3	"Sodium Bile acid symporter family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04202	PF02353.20;	No	0	3370	4245	876	1	bin00.contig0066	Prodigal_v2.6.3	"Mycolic acid cyclopropane synthetase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04203	PF01040.18;	No	9	4285	5211	927	1	bin00.contig0066	Prodigal_v2.6.3	"UbiA prenyltransferase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04205	PF00481.21;	No	0	5236	6837	1602	-1	bin00.contig0066	Prodigal_v2.6.3	"Protein phosphatase 2C";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04206	PF00849.22;	No	0	6844	7464	621	-1	bin00.contig0066	Prodigal_v2.6.3	"RNA pseudouridylate synthase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04208	PF04055.21;	No	0	7578	8546	969	-1	bin00.contig0066	Prodigal_v2.6.3	"Radical SAM superfamily";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04209	PF12867.7;PF03781.16;	No	0	8623	9882	1260	-1	bin00.contig0066	Prodigal_v2.6.3	"DinB superfamily";"Sulfatase-modifying factor enzyme 1";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04210	PF13230.6;	No	0	9861	10643	783	-1	bin00.contig0066	Prodigal_v2.6.3	"Glutamine amidotransferases class-II";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04211	PF00425.18;	No	0	10846	12267	1422	-1	bin00.contig0066	Prodigal_v2.6.3	"chorismate binding enzyme";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04212	PF01040.18;	No	7	12638	13489	852	1	bin00.contig0066	Prodigal_v2.6.3	"UbiA prenyltransferase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04214	PF13378.6;	No	0	13552	14517	966	1	bin00.contig0066	Prodigal_v2.6.3	"Enolase C-terminal domain-like";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04215	PF03129.20;PF00587.25;	No	0	14577	15836	1260	-1	bin00.contig0066	Prodigal_v2.6.3	"Anticodon binding domain";"tRNA synthetase class II core domain (G, H, P, S and T)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04217	PF00196.19;	No	0	16200	16493	294	-1	bin00.contig0066	Prodigal_v2.6.3	"Bacterial regulatory proteins, luxR family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04218	PF00145.17;	No	0	16634	17920	1287	-1	bin00.contig0066	Prodigal_v2.6.3	"C-5 cytosine-specific DNA methylase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04219	PF04556.12;	No	0	17907	18953	1047	-1	bin00.contig0066	Prodigal_v2.6.3	"DpnII restriction endonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04220	PF08264.13;PF00133.22;	No	0	19036	21621	2586	-1	bin00.contig0066	Prodigal_v2.6.3	"Anticodon-binding domain of tRNA";"tRNA synthetases class I (I, L, M and V)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04221	PF02361.16;	No	4	21722	22720	999	-1	bin00.contig0066	Prodigal_v2.6.3	"Cobalt transport protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04223	PF12698.7;PF00005.27;	No	6	22758	24320	1563	-1	bin00.contig0066	Prodigal_v2.6.3	"ABC-2 family transporter protein";"ABC transporter";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04227	PF01590.26;PF02518.26;PF00512.25;PF00989.25;PF00989.25;PF08447.12;	No	0	2	3589	3588	-1	bin00.contig0067	Prodigal_v2.6.3	"GAF domain";"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";"PAS fold";"PAS fold";"Response regulator receiver domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04228	PF01590.26;PF02518.26;PF00512.25;	No	0	3679	5670	1992	-1	bin00.contig0067	Prodigal_v2.6.3	"GAF domain";"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04229	PF13419.6;	No	0	5831	6565	735	1	bin00.contig0067	Prodigal_v2.6.3	"Haloacid dehalogenase-like hydrolase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04230	PF11833.8;	No	3	6663	7262	600	-1	bin00.contig0067	Prodigal_v2.6.3	"Protein CHAPERONE-LIKE PROTEIN OF POR1-like";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04232	PF05626.11;	No	0	7850	9085	1236	-1	bin00.contig0067	Prodigal_v2.6.3	"Protein of unknown function (DUF790)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04233	PF13414.6;PF13374.6;	YES	0	9228	9857	630	1	bin00.contig0067	Prodigal_v2.6.3	"TPR repeat";"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04235	PF13399.6;PF03816.14;	No	0	9965	11212	1248	1	bin00.contig0067	Prodigal_v2.6.3	"LytR cell envelope-related transcriptional attenuator";"Cell envelope-related transcriptional attenuator domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04236	PF13413.6;	No	0	11318	12199	882	1	bin00.contig0067	Prodigal_v2.6.3	"Helix-turn-helix domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04237	PF12263.8;	No	4	12196	12813	618	-1	bin00.contig0067	Prodigal_v2.6.3	"Protein of unknown function (DUF3611)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04239	PF07784.11;	No	3	13129	13530	402	1	bin00.contig0067	Prodigal_v2.6.3	"Protein of unknown function (DUF1622)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04241	PF07228.12;	No	0	13602	14786	1185	-1	bin00.contig0067	Prodigal_v2.6.3	"Stage II sporulation protein E (SpoIIE)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04242	PF08448.10;	No	0	14789	15298	510	-1	bin00.contig0067	Prodigal_v2.6.3	"PAS fold";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04244	PF00374.19;	No	1	15854	17407	1554	-1	bin00.contig0067	Prodigal_v2.6.3	"Nickel-dependent hydrogenase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04246	PF01058.22;	No	0	17440	18000	561	-1	bin00.contig0067	Prodigal_v2.6.3	"NADH ubiquinone oxidoreductase, 20 Kd subunit";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04247	PF13510.6;PF00037.27;PF10588.9;	No	0	17988	18704	717	-1	bin00.contig0067	Prodigal_v2.6.3	"2Fe-2S iron-sulfur cluster binding domain";"4Fe-4S binding domain";"NADH-ubiquinone oxidoreductase-G iron-sulfur binding region";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04248	PF01257.19;PF01512.17;PF10589.9;PF10531.9;	No	0	18776	20416	1641	-1	bin00.contig0067	Prodigal_v2.6.3	"Thioredoxin-like [2Fe-2S] ferredoxin";"Respiratory-chain NADH dehydrogenase 51 Kd subunit";"NADH-ubiquinone oxidoreductase-F iron-sulfur binding region";"SLBB domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04249	PF01257.19;	No	0	20461	20997	537	-1	bin00.contig0067	Prodigal_v2.6.3	"Thioredoxin-like [2Fe-2S] ferredoxin";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04250	PF00586.24;PF02769.22;	No	0	21329	22366	1038	1	bin00.contig0067	Prodigal_v2.6.3	"AIR synthase related protein, N-terminal domain";"AIR synthase related protein, C-terminal domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04251	PF13614.6;	No	0	22363	23139	777	-1	bin00.contig0067	Prodigal_v2.6.3	"AAA domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04252	PF05685.12;	No	0	23310	23966	657	1	bin00.contig0067	Prodigal_v2.6.3	"Putative restriction endonuclease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04254	PF12770.7;PF08662.11;PF13424.6;PF13424.6;	No	0	3	3866	3864	1	bin00.contig0068	Prodigal_v2.6.3	"CHAT domain";"Eukaryotic translation initiation factor eIF2A";"Tetratricopeptide repeat";"WD domain, G-beta repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae_A;g__Phormidium;s__Phormidium ambiguum
demo|04256	PF00633.23;PF00293.28;	No	0	4135	5100	966	-1	bin00.contig0068	Prodigal_v2.6.3	"Helix-hairpin-helix motif";"NUDIX domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04257	PF01636.23;	No	0	5571	6653	1083	1	bin00.contig0068	Prodigal_v2.6.3	"Phosphotransferase enzyme family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04258	PF00005.27;	No	0	6657	7400	744	-1	bin00.contig0068	Prodigal_v2.6.3	"ABC transporter";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04259	PF03808.13;	No	0	7454	8230	777	1	bin00.contig0068	Prodigal_v2.6.3	"Glycosyl transferase WecB/TagA/CpsF family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04260	PF01594.16;	No	8	8370	9527	1158	1	bin00.contig0068	Prodigal_v2.6.3	"AI-2E family transporter";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04262	PF12565.8;	YES	0	9637	10575	939	1	bin00.contig0068	Prodigal_v2.6.3	"Protein of unknown function (DUF3747)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04264	PF00226.31;	No	0	10633	11253	621	-1	bin00.contig0068	Prodigal_v2.6.3	"DnaJ domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04265	PF00574.23;	No	0	11326	11922	597	-1	bin00.contig0068	Prodigal_v2.6.3	"Clp protease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04266	PF00574.23;	No	0	12004	12666	663	-1	bin00.contig0068	Prodigal_v2.6.3	"Clp protease";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04267	PF01513.21;	No	0	12843	13760	918	-1	bin00.contig0068	Prodigal_v2.6.3	"ATP-NAD kinase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04268	PF01073.19;	No	0	13880	14866	987	-1	bin00.contig0068	Prodigal_v2.6.3	"3-beta hydroxysteroid dehydrogenase/isomerase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04269	PF12840.7;	No	0	15121	15513	393	1	bin00.contig0068	Prodigal_v2.6.3	"Helix-turn-helix domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04270	PF04166.12;	No	0	15763	16812	1050	1	bin00.contig0068	Prodigal_v2.6.3	"Pyridoxal phosphate biosynthetic protein PdxA";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04271	PF01266.24;PF04324.15;	No	0	17131	18573	1443	1	bin00.contig0068	Prodigal_v2.6.3	"FAD dependent oxidoreductase";"BFD-like [2Fe-2S] binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04272	PF00890.24;	No	0	18567	19829	1263	1	bin00.contig0068	Prodigal_v2.6.3	"FAD binding domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04273	PF07892.11;	No	0	19863	20261	399	1	bin00.contig0068	Prodigal_v2.6.3	"Protein of unknown function (DUF1667)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04274	PF00581.20;	No	0	20359	20817	459	1	bin00.contig0068	Prodigal_v2.6.3	"Rhodanese-like domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04275	PF01584.19;PF02895.14;PF02518.26;PF00072.24;	No	0	20938	23856	2919	-1	bin00.contig0068	Prodigal_v2.6.3	"CheW-like domain";"Signal transducing histidine kinase, homodimeric domain";"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"Response regulator receiver domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04282	PF00353.19;	No	0	3677	6610	2934	-1	bin00.contig0069	Prodigal_v2.6.3	"RTX calcium-binding nonapeptide repeat (4 copies)";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04284	PF05226.11;PF02518.26;PF00512.25;	No	4	7539	10616	3078	1	bin00.contig0069	Prodigal_v2.6.3	"CHASE2 domain";"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase";"His Kinase A (phospho-acceptor) domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Geitlerinema;
demo|04288	PF02325.17;	No	2	11286	11564	279	-1	bin00.contig0069	Prodigal_v2.6.3	"YGGT family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Geitlerinema;
demo|04292	PF14681.6;	No	0	12070	12720	651	-1	bin00.contig0069	Prodigal_v2.6.3	"Uracil phosphoribosyltransferase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Geitlerinema;
demo|04295	PF00005.27;	No	0	14695	15642	948	-1	bin00.contig0069	Prodigal_v2.6.3	"ABC transporter";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsidaceae;g__Aliterella;s__Aliterella atlantica
demo|04296	PF00528.22;	No	6	15698	16576	879	-1	bin00.contig0069	Prodigal_v2.6.3	"Binding-protein-dependent transport system inner membrane component";	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;
demo|04298	PF00528.22;	No	6	16566	17474	909	-1	bin00.contig0069	Prodigal_v2.6.3	"Binding-protein-dependent transport system inner membrane component";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira carneum
demo|04300	PF12727.7;	YES	0	17434	18297	864	-1	bin00.contig0069	Prodigal_v2.6.3	"PBP superfamily domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira laxa
demo|04302	PF03734.14;	No	1	18464	19099	636	1	bin00.contig0069	Prodigal_v2.6.3	"L,D-transpeptidase catalytic domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04304	PF04932.15;	No	10	19281	20519	1239	-1	bin00.contig0069	Prodigal_v2.6.3	"O-Antigen ligase";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04306	PF16123.5;PF00753.27;	No	0	20642	21415	774	-1	bin00.contig0069	Prodigal_v2.6.3	"Hydroxyacylglutathione hydrolase C-terminus";"Metallo-beta-lactamase superfamily";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04308	PF00535.26;	No	2	21732	22748	1017	1	bin00.contig0069	Prodigal_v2.6.3	"Glycosyl transferase family 2";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04310	PF09335.11;	No	6	22745	23416	672	1	bin00.contig0069	Prodigal_v2.6.3	"SNARE associated Golgi protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04312	PF10579.9;PF13374.6;	YES	0	3	920	918	-1	bin00.contig0070	Prodigal_v2.6.3	"Rapsyn N-terminal myristoylation and linker region";"Tetratricopeptide repeat";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__PCC-6406;
demo|04315	PF01250.17;	No	0	1328	1663	336	1	bin00.contig0070	Prodigal_v2.6.3	"Ribosomal protein S6";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04316	PF00829.21;	No	0	1829	2257	429	1	bin00.contig0070	Prodigal_v2.6.3	"Ribosomal prokaryotic L21 protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04317	PF01016.19;	No	0	2348	2611	264	1	bin00.contig0070	Prodigal_v2.6.3	"Ribosomal L27 protein";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04318	PF00583.25;	No	0	2997	3470	474	1	bin00.contig0070	Prodigal_v2.6.3	"Acetyltransferase (GNAT) family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04319	PF00512.25;	No	0	3409	4347	939	-1	bin00.contig0070	Prodigal_v2.6.3	"His Kinase A (phospho-acceptor) domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04320	PF01300.18;	No	0	4415	4993	579	-1	bin00.contig0070	Prodigal_v2.6.3	"Telomere recombination";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04321	PF08241.12;	No	0	5146	6084	939	-1	bin00.contig0070	Prodigal_v2.6.3	"Methyltransferase domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04322	PF04278.12;	No	0	6088	7122	1035	-1	bin00.contig0070	Prodigal_v2.6.3	"Tic22-like family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04323	PF13464.6;PF13413.6;	No	0	7079	7966	888	-1	bin00.contig0070	Prodigal_v2.6.3	"Domain of unknown function (DUF4115)";"Helix-turn-helix domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei
demo|04324	PF00849.22;PF01479.25;	No	0	7963	8856	894	-1	bin00.contig0070	Prodigal_v2.6.3	"RNA pseudouridylate synthase";"S4 domain";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
demo|04325	PF08338.11;PF01370.21;	No	0	8898	9824	927	1	bin00.contig0070	Prodigal_v2.6.3	"Domain of unknown function (DUF1731)";"NAD dependent epimerase/dehydratase family";	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;
