#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	tigrfam_acc	tigrfam_desc	Taxonomy
metaerg.pl|10945	NODE_81_length_81418_cov_23.9822	17530	18498	969	-1	No	0	TIGR01230	"agmatinase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis
metaerg.pl|10946	NODE_81_length_81418_cov_23.9822	18542	19702	1161	-1	No	0	TIGR01891	"amidohydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis
metaerg.pl|10947	NODE_81_length_81418_cov_23.9822	19765	20595	831	1	No	0	TIGR00444	"MazG family protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_A
metaerg.pl|10947	NODE_81_length_81418_cov_23.9822	19765	20595	831	1	No	0	TIGR03188	"phosphoribosyl-ATP diphosphatase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_A
metaerg.pl|10950	NODE_81_length_81418_cov_23.9822	21808	23616	1809	-1	No	0	TIGR01189	"heme ABC exporter, ATP-binding protein CcmA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis
metaerg.pl|10952	NODE_81_length_81418_cov_23.9822	24458	24850	393	1	No	0	TIGR00357	"methionine-R-sulfoxide reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_A
metaerg.pl|10958	NODE_81_length_81418_cov_23.9822	27073	27279	207	1	No	0	TIGR01031	"ribosomal protein bL32"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis
metaerg.pl|10959	NODE_81_length_81418_cov_23.9822	27303	28415	1113	1	No	0	TIGR00182	"fatty acid/phospholipid synthesis protein PlsX"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_B
metaerg.pl|10960	NODE_81_length_81418_cov_23.9822	28417	29388	972	1	No	0	TIGR00747	"3-oxoacyl-[acyl-carrier-protein] synthase III"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis
metaerg.pl|10961	NODE_81_length_81418_cov_23.9822	29486	29788	303	1	No	0	TIGR00987	"integration host factor, alpha subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_A
metaerg.pl|10966	NODE_81_length_81418_cov_23.9822	31852	32493	642	-1	No	0	TIGR00281	"segregation and condensation protein B"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_A
metaerg.pl|10971	NODE_81_length_81418_cov_23.9822	35280	37022	1743	-1	No	0	TIGR00456	"arginine--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_B
metaerg.pl|10972	NODE_81_length_81418_cov_23.9822	37074	38246	1173	-1	No	0	TIGR01353	"putative dGTPase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis
metaerg.pl|10973	NODE_81_length_81418_cov_23.9822	38319	38645	327	1	No	0	TIGR00049	"iron-sulfur cluster assembly accessory protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_B
metaerg.pl|10974	NODE_81_length_81418_cov_23.9822	38677	39456	780	1	No	0	TIGR00195	"exodeoxyribonuclease III"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella;s__Loktanella salsilacus
metaerg.pl|10974	NODE_81_length_81418_cov_23.9822	38677	39456	780	1	No	0	TIGR00633	"exodeoxyribonuclease III (xth)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Loktanella;s__Loktanella salsilacus
metaerg.pl|10978	NODE_81_length_81418_cov_23.9822	40671	41093	423	-1	No	0	TIGR02420	"RNA polymerase-binding protein DksA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis_B
metaerg.pl|10991	NODE_81_length_81418_cov_23.9822	49457	51262	1806	1	No	0	TIGR01196	"phosphogluconate dehydratase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia vestfoldensis
metaerg.pl|11001	NODE_81_length_81418_cov_23.9822	59353	60636	1284	-1	No	0	TIGR01930	"acetyl-CoA C-acyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lutimaribacter;s__Lutimaribacter sp000526275
metaerg.pl|11008	NODE_81_length_81418_cov_23.9822	65796	67097	1302	-1	No	11	TIGR00786	"TRAP transporter, DctM subunit"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|11014	NODE_81_length_81418_cov_23.9822	68682	69785	1104	-1	No	0	TIGR01275	"pyridoxal phosphate-dependent enzymes, D-cysteine desulfhydrase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis
metaerg.pl|11045	NODE_82_length_81402_cov_9.56609	10560	11912	1353	1	No	0	TIGR00464	"glutamate--tRNA ligase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA918;s__UBA918 sp001783525
metaerg.pl|11049	NODE_82_length_81402_cov_9.56609	13794	14126	333	-1	No	0	TIGR02222	"export-related chaperone protein CsaA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1672;s__UBA1672 sp002747015
metaerg.pl|11053	NODE_82_length_81402_cov_9.56609	16086	16865	780	-1	No	0	TIGR00730	"TIGR00730 family protein"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002299465
metaerg.pl|11059	NODE_82_length_81402_cov_9.56609	18700	19026	327	1	No	0	TIGR00062	"ribosomal protein bL27"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002710785
metaerg.pl|11063	NODE_82_length_81402_cov_9.56609	19838	20281	444	-1	No	0	TIGR00158	"ribosomal protein bL9"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001567365
metaerg.pl|11064	NODE_82_length_81402_cov_9.56609	20349	21662	1314	-1	YES	1	TIGR00225	"C-terminal processing peptidase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002378195
metaerg.pl|11067	NODE_82_length_81402_cov_9.56609	21791	23248	1458	1	No	0	TIGR00435	"cysteine--tRNA ligase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001781415
metaerg.pl|11068	NODE_82_length_81402_cov_9.56609	23293	24684	1392	1	No	0	TIGR00665	"replicative DNA helicase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001567365
metaerg.pl|11070	NODE_82_length_81402_cov_9.56609	25357	25722	366	-1	No	0	TIGR00061	"ribosomal protein bL21"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA918;s__UBA918 sp002422025
metaerg.pl|11077	NODE_82_length_81402_cov_9.56609	28978	29703	726	-1	No	0	TIGR00431	"tRNA pseudouridine(55) synthase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__UBA918;s__UBA918 sp002293845
metaerg.pl|11097	NODE_82_length_81402_cov_9.56609	36945	39419	2475	-1	No	0	TIGR01063	"DNA gyrase, A subunit"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001783565
metaerg.pl|11102	NODE_82_length_81402_cov_9.56609	42038	42640	603	-1	No	0	TIGR00447	"aminoacyl-tRNA hydrolase"	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp002492525
metaerg.pl|11103	NODE_82_length_81402_cov_9.56609	42775	43419	645	1	No	1	TIGR02227	"signal peptidase I"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002378195
metaerg.pl|11107	NODE_82_length_81402_cov_9.56609	45377	46555	1179	1	No	0	TIGR01174	"cell division protein FtsA"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001783565
metaerg.pl|11108	NODE_82_length_81402_cov_9.56609	46694	47962	1269	1	No	0	TIGR00065	"cell division protein FtsZ"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001567365
metaerg.pl|11125	NODE_82_length_81402_cov_9.56609	56707	57597	891	-1	No	0	TIGR00006	"16S rRNA (cytosine(1402)-N(4))-methyltransferase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001567365
metaerg.pl|11126	NODE_82_length_81402_cov_9.56609	57617	58051	435	-1	No	0	TIGR00242	"division/cell wall cluster transcriptional repressor MraZ"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001783565
metaerg.pl|11128	NODE_82_length_81402_cov_9.56609	59746	60213	468	-1	No	0	TIGR01462	"transcription elongation factor GreA"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001567365
metaerg.pl|11134	NODE_82_length_81402_cov_9.56609	63109	64185	1077	-1	No	0	TIGR00904	"cell shape determining protein, MreB/Mrl family"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002477545
metaerg.pl|11135	NODE_82_length_81402_cov_9.56609	64193	65452	1260	-1	No	0	TIGR00409	"proline--tRNA ligase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001783565
metaerg.pl|11136	NODE_82_length_81402_cov_9.56609	65519	66616	1098	-1	YES	4	TIGR00054	"RIP metalloprotease RseP"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002299465
metaerg.pl|11139	NODE_82_length_81402_cov_9.56609	66626	67168	543	-1	No	0	TIGR00496	"ribosome recycling factor"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001781415
metaerg.pl|11144	NODE_82_length_81402_cov_9.56609	74144	75205	1062	-1	No	0	TIGR00904	"cell shape determining protein, MreB/Mrl family"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001783565
metaerg.pl|11147	NODE_82_length_81402_cov_9.56609	78779	79303	525	1	No	0	TIGR00079	"peptide deformylase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002377025
metaerg.pl|11149	NODE_82_length_81402_cov_9.56609	80270	80635	366	-1	No	0	TIGR00741	"ribosomal subunit interface protein"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002477545
metaerg.pl|11154	NODE_83_length_81188_cov_46.536	1283	2419	1137	1	No	0	TIGR00528	"glycine cleavage system T protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11155	NODE_83_length_81188_cov_46.536	2521	2910	390	1	No	0	TIGR00527	"glycine cleavage system H protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11156	NODE_83_length_81188_cov_46.536	3148	6054	2907	1	No	0	TIGR00461	"glycine dehydrogenase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11163	NODE_83_length_81188_cov_46.536	9747	10508	762	-1	No	0	TIGR00500	"methionine aminopeptidase, type I"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11165	NODE_83_length_81188_cov_46.536	11902	12201	300	1	No	0	TIGR02008	"ferredoxin [2Fe-2S]"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11166	NODE_83_length_81188_cov_46.536	12371	13969	1599	-1	YES	1	TIGR02669	"SpoIID/LytB domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11169	NODE_83_length_81188_cov_46.536	14244	14816	573	1	No	1	TIGR02227	"signal peptidase I"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11187	NODE_83_length_81188_cov_46.536	25558	28845	3288	1	No	0	TIGR03897	"type 2 lantibiotic biosynthesis protein LanM"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Chlorogloeopsis;s__Chlorogloeopsis sp000332255
metaerg.pl|11190	NODE_83_length_81188_cov_46.536	31406	31627	222	1	No	0	TIGR03898	"type 2 lantibiotic, mersacidin/lichenicidin family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Trichormus;s__Trichormus sp000316645
metaerg.pl|11194	NODE_83_length_81188_cov_46.536	34345	36423	2079	-1	No	0	TIGR02350	"chaperone protein DnaK"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11220	NODE_83_length_81188_cov_46.536	50250	51260	1011	1	No	0	TIGR01534	"glyceraldehyde-3-phosphate dehydrogenase, type I"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11223	NODE_83_length_81188_cov_46.536	52743	53891	1149	1	No	10	TIGR00832	"arsenical-resistance protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11225	NODE_83_length_81188_cov_46.536	53903	54571	669	1	No	0	TIGR02690	"arsenical resistance protein ArsH"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11226	NODE_83_length_81188_cov_46.536	54656	55360	705	-1	No	0	TIGR01467	"precorrin-2 C(20)-methyltransferase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11228	NODE_83_length_81188_cov_46.536	56077	57570	1494	-1	No	0	TIGR02435	"precorrin-3B synthase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11229	NODE_83_length_81188_cov_46.536	58343	59554	1212	1	No	0	TIGR02467	"precorrin-6y C5,15-methyltransferase (decarboxylating), CbiE subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11229	NODE_83_length_81188_cov_46.536	58343	59554	1212	1	No	0	TIGR02469	"precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11231	NODE_83_length_81188_cov_46.536	60310	62739	2430	1	No	0	TIGR02470	"sucrose synthase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11232	NODE_83_length_81188_cov_46.536	62780	65719	2940	1	No	0	TIGR01509	"HAD hydrolase, family IA, variant 3"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11232	NODE_83_length_81188_cov_46.536	62780	65719	2940	1	No	0	TIGR01549	"HAD hydrolase, family IA, variant 1"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11232	NODE_83_length_81188_cov_46.536	62780	65719	2940	1	No	0	TIGR01990	"beta-phosphoglucomutase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11232	NODE_83_length_81188_cov_46.536	62780	65719	2940	1	No	0	TIGR02009	"beta-phosphoglucomutase family hydrolase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11233	NODE_83_length_81188_cov_46.536	66065	67480	1416	-1	No	0	TIGR00543	"isochorismate synthase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11234	NODE_83_length_81188_cov_46.536	67848	68753	906	1	No	8	TIGR02235	"1,4-dihydroxy-2-naphthoate phytyltransferase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11236	NODE_83_length_81188_cov_46.536	68761	69723	963	1	No	0	TIGR01927	"o-succinylbenzoate synthase"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11251	NODE_84_length_80068_cov_44.9262	759	1154	396	1	No	0	TIGR01550	"death-on-curing family protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11252	NODE_84_length_80068_cov_44.9262	1217	4975	3759	-1	No	0	TIGR02025	"magnesium chelatase, H subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11259	NODE_84_length_80068_cov_44.9262	13301	14881	1581	1	No	1	TIGR01843	"type I secretion membrane fusion protein, HlyD family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11262	NODE_84_length_80068_cov_44.9262	16298	16504	207	1	No	1	TIGR01847	"bacteriocin-type signal sequence"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__PCC-6802;s__PCC-6802 sp000332175
metaerg.pl|11262	NODE_84_length_80068_cov_44.9262	16298	16504	207	1	No	1	TIGR03949	"class IIb bacteriocin, lactobin A/cerein 7B family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__PCC-6802;s__PCC-6802 sp000332175
metaerg.pl|11272	NODE_84_length_80068_cov_44.9262	21738	22982	1245	-1	No	0	TIGR04085	"radical SAM additional 4Fe4S-binding SPASM domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__NIES-4103;s__NIES-4103 sp002368335
metaerg.pl|11272	NODE_84_length_80068_cov_44.9262	21738	22982	1245	-1	No	0	TIGR04103	"nif11-class peptide radical SAM maturase 3"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__NIES-4103;s__NIES-4103 sp002368335
metaerg.pl|11273	NODE_84_length_80068_cov_44.9262	23051	23398	348	-1	No	0	TIGR03798	"nif11-like leader peptide domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira sp002368175
metaerg.pl|11274	NODE_84_length_80068_cov_44.9262	23423	23752	330	-1	No	1	TIGR03798	"nif11-like leader peptide domain"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11288	NODE_84_length_80068_cov_44.9262	31730	32725	996	1	No	0	TIGR01128	"DNA polymerase III, delta subunit"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11293	NODE_84_length_80068_cov_44.9262	35599	36258	660	1	No	0	TIGR03725	"tRNA threonylcarbamoyl adenosine modification protein YeaZ"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11295	NODE_84_length_80068_cov_44.9262	36867	37973	1107	1	No	0	TIGR02607	"addiction module antidote protein, HigA family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11296	NODE_84_length_80068_cov_44.9262	38083	39366	1284	-1	No	0	TIGR00707	"transaminase, acetylornithine/succinylornithine family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11304	NODE_84_length_80068_cov_44.9262	44625	45374	750	-1	No	0	TIGR02982	"ABC exporter ATP-binding subunit, DevA family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11305	NODE_84_length_80068_cov_44.9262	45410	46576	1167	-1	No	4	TIGR01185	"ABC exporter transmembrane subunit, DevC protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena
metaerg.pl|11307	NODE_84_length_80068_cov_44.9262	46653	47942	1290	-1	YES	1	TIGR02971	"ABC exporter membrane fusion protein, DevB family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11330	NODE_84_length_80068_cov_44.9262	63335	64513	1179	-1	No	5	TIGR01185	"ABC exporter transmembrane subunit, DevC protein"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11332	NODE_84_length_80068_cov_44.9262	64720	65952	1233	-1	YES	1	TIGR02971	"ABC exporter membrane fusion protein, DevB family"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11337	NODE_84_length_80068_cov_44.9262	69181	74460	5280	1	No	0	TIGR02813	"polyketide-type polyunsaturated fatty acid synthase PfaA"	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065
metaerg.pl|11346	NODE_85_length_79793_cov_35.7845	4961	5179	219	1	No	0	TIGR00008	"translation initiation factor IF-1"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|11347	NODE_85_length_79793_cov_35.7845	5231	7519	2289	-1	No	0	TIGR02639	"ATP-dependent Clp protease ATP-binding subunit ClpA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|11349	NODE_85_length_79793_cov_35.7845	8060	9346	1287	-1	No	0	TIGR01346	"isocitrate lyase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|11350	NODE_85_length_79793_cov_35.7845	9401	11029	1629	-1	No	0	TIGR01344	"malate synthase A"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|11352	NODE_85_length_79793_cov_35.7845	12314	13447	1134	1	No	0	TIGR00420	"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|11354	NODE_85_length_79793_cov_35.7845	14237	17005	2769	1	No	0	TIGR01341	"aconitate hydratase 1"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
