#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	ec_id	ec_name	Taxonomy
metaerg.pl|13351	NODE_3798_length_17023_cov_12.0159	3238	4353	1116	1	No	10	2.4.1.129	"Peptidoglycan glycosyltransferase."	"d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002477545"
metaerg.pl|13357	NODE_3798_length_17023_cov_12.0159	8386	9189	804	1	No	0	1.5.1.5	"Methylenetetrahydrofolate dehydrogenase (NADP(+))."	"d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002477545"
metaerg.pl|13357	NODE_3798_length_17023_cov_12.0159	8386	9189	804	1	No	0	3.5.4.9	"Methenyltetrahydrofolate cyclohydrolase."	"d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002477545"
metaerg.pl|13364	NODE_3798_length_17023_cov_12.0159	12429	13178	750	1	No	0	1.3.1.78	"Arogenate dehydrogenase (NADP(+))."	"d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__C7867-001;s__C7867-001 sp001189075"
metaerg.pl|13367	NODE_3798_length_17023_cov_12.0159	15167	15868	702	-1	No	0	2.7.4.22	"UMP kinase."	"d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001783565"
metaerg.pl|13367	NODE_3798_length_17023_cov_12.0159	15167	15868	702	-1	No	0	2.7.4.-	"Phosphotransferases with a phosphate group as acceptor."	"d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001783565"
metaerg.pl|13371	NODE_4157_length_16153_cov_26.6911	700	2097	1398	-1	No	0	4.3.2.1	"Argininosuccinate lyase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13372	NODE_4157_length_16153_cov_26.6911	2094	3314	1221	-1	No	0	6.3.4.5	"Argininosuccinate synthase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13374	NODE_4157_length_16153_cov_26.6911	3901	4884	984	-1	No	0	2.1.3.3	"Ornithine carbamoyltransferase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Euzebyales;f__Euzebyaceae;g__Euzebya;s__Euzebya sp003073135"
metaerg.pl|13375	NODE_4157_length_16153_cov_26.6911	4881	6137	1257	-1	No	0	2.6.1.11	"Acetylornithine transaminase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13376	NODE_4157_length_16153_cov_26.6911	6134	7117	984	-1	No	0	2.7.2.8	"Acetylglutamate kinase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13377	NODE_4157_length_16153_cov_26.6911	7114	8394	1281	-1	No	0	2.3.1.35	"Glutamate N-acetyltransferase."	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2272;s__UBA2272 sp002347725"
metaerg.pl|13377	NODE_4157_length_16153_cov_26.6911	7114	8394	1281	-1	No	0	2.3.1.1	"Amino-acid N-acetyltransferase."	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2272;s__UBA2272 sp002347725"
metaerg.pl|13377	NODE_4157_length_16153_cov_26.6911	7114	8394	1281	-1	No	0	2.3.1.35 2.3.1.1	""	"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2272;s__UBA2272 sp002347725"
metaerg.pl|13378	NODE_4157_length_16153_cov_26.6911	8391	9449	1059	-1	No	0	1.2.1.38	"N-acetyl-gamma-glutamyl-phosphate reductase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13379	NODE_4157_length_16153_cov_26.6911	9620	12076	2457	-1	No	0	6.1.1.20	"Phenylalanine--tRNA ligase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13380	NODE_4157_length_16153_cov_26.6911	12076	13074	999	-1	No	0	6.1.1.20	"Phenylalanine--tRNA ligase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13381	NODE_4157_length_16153_cov_26.6911	13118	13888	771	-1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13386	NODE_4613_length_15247_cov_53.4285	3	764	762	-1	No	0	4.3.3.7	"4-hydroxy-tetrahydrodipicolinate synthase."	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|13387	NODE_4613_length_15247_cov_53.4285	971	2020	1050	-1	No	0	1.2.1.11	"Aspartate-semialdehyde dehydrogenase."	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|13388	NODE_4613_length_15247_cov_53.4285	3226	4650	1425	1	No	0	5.2.1.8	"Peptidylprolyl isomerase."	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena"
metaerg.pl|13389	NODE_4613_length_15247_cov_53.4285	4922	5620	699	1	No	1	3.4.21.92	"Endopeptidase Clp."	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|13394	NODE_4613_length_15247_cov_53.4285	9231	9980	750	1	No	0	3.1.1.45	"Carboxymethylenebutenolidase."	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia spumigena"
metaerg.pl|13398	NODE_4613_length_15247_cov_53.4285	12702	13700	999	1	No	0	2.5.1.72	"Quinolinate synthase."	"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nodularia;s__Nodularia sp002218065"
metaerg.pl|13418	NODE_5065_length_14422_cov_37.977	470	1003	534	-1	No	0	1.8.4.11	"Peptide-methionine (S)-S-oxide reductase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium"
metaerg.pl|13419	NODE_5065_length_14422_cov_37.977	1159	2433	1275	-1	No	0	6.1.1.11	"Serine--tRNA ligase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|13420	NODE_5065_length_14422_cov_37.977	2764	4083	1320	-1	YES	0	3.4.16.4	"Serine-type D-Ala-D-Ala carboxypeptidase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium pelagium"
metaerg.pl|13427	NODE_5065_length_14422_cov_37.977	8255	9439	1185	-1	No	0	3.5.1.14	"N-acyl-aliphatic-L-amino acid amidohydrolase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium"
metaerg.pl|13428	NODE_5065_length_14422_cov_37.977	9581	10177	597	-1	YES	1	3.4.22.-	"Cysteine endopeptidases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium sp000585255"
metaerg.pl|13436	NODE_5065_length_14422_cov_37.977	12346	12936	591	-1	No	0	3.2.2.20	"DNA-3-methyladenine glycosylase I."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__Alkalibacterium thalassium"
metaerg.pl|13473	NODE_5721_length_13422_cov_7.02155	4914	5810	897	1	No	6	3.6.3.14	"Transferred entry: 7.1.2.2."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002311875"
metaerg.pl|13475	NODE_5721_length_13422_cov_7.02155	5920	6204	285	1	No	2	3.6.3.14	"Transferred entry: 7.1.2.2."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__RSA9;f__RSA9;g__RSA9;s__RSA9 sp003242735"
metaerg.pl|13477	NODE_5721_length_13422_cov_7.02155	6423	6917	495	1	No	1	3.6.3.14	"Transferred entry: 7.1.2.2."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875"
metaerg.pl|13479	NODE_5721_length_13422_cov_7.02155	6920	7480	561	1	No	0	3.6.3.14	"Transferred entry: 7.1.2.2."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002501085"
metaerg.pl|13480	NODE_5721_length_13422_cov_7.02155	7487	9049	1563	1	No	0	7.1.2.2	"H(+)-transporting two-sector ATPase."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002500925"
metaerg.pl|13480	NODE_5721_length_13422_cov_7.02155	7487	9049	1563	1	No	0	3.6.3.14	"Transferred entry: 7.1.2.2."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002500925"
metaerg.pl|13481	NODE_5721_length_13422_cov_7.02155	9180	9965	786	1	No	0	3.6.3.14	"Transferred entry: 7.1.2.2."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002311875"
metaerg.pl|13482	NODE_5721_length_13422_cov_7.02155	10052	11506	1455	1	No	0	7.1.2.2	"H(+)-transporting two-sector ATPase."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075"
metaerg.pl|13482	NODE_5721_length_13422_cov_7.02155	10052	11506	1455	1	No	0	3.6.3.14	"Transferred entry: 7.1.2.2."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075"
metaerg.pl|13483	NODE_5721_length_13422_cov_7.02155	11508	11855	348	1	No	0	3.6.3.14	"Transferred entry: 7.1.2.2."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075"
metaerg.pl|13484	NODE_5721_length_13422_cov_7.02155	11856	12671	816	1	No	0	3.1.13.-	"Exoribonucleases producing 5'-phosphomonoesters."	"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225"
metaerg.pl|13493	NODE_5836_length_13249_cov_52.6354	3968	4852	885	1	YES	0	3.4.24.-	"Metalloendopeptidases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobaca;s__Rhodobaca barguzinensis"
metaerg.pl|13495	NODE_5836_length_13249_cov_52.6354	4992	6647	1656	1	YES	0	3.1.3.5	"5'-nucleotidase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|13499	NODE_5836_length_13249_cov_52.6354	7707	8126	420	1	No	0	3.1.1.29	"Aminoacyl-tRNA hydrolase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|13503	NODE_5836_length_13249_cov_52.6354	10290	13247	2958	-1	No	0	1.4.1.13	"Glutamate synthase (NADPH)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|13511	NODE_6140_length_12811_cov_61.2677	3373	4911	1539	-1	No	0	6.2.1.-	"Acid--thiol ligases."	"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Bin134;g__Bin134;s__Bin134 sp002239105"
metaerg.pl|13518	NODE_6140_length_12811_cov_61.2677	9526	10800	1275	1	YES	2	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13525	NODE_6152_length_12794_cov_21.0411	529	1650	1122	-1	No	0	2.7.1.170	"Anhydro-N-acetylmuramic acid kinase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__GCA-2722315;s__GCA-2722315 sp002722315"
metaerg.pl|13526	NODE_6152_length_12794_cov_21.0411	1654	3132	1479	-1	No	0	3.4.24.-	"Metalloendopeptidases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|13527	NODE_6152_length_12794_cov_21.0411	3248	4438	1191	1	No	0	6.1.1.1	"Tyrosine--tRNA ligase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|13528	NODE_6152_length_12794_cov_21.0411	4863	5864	1002	1	No	0	2.1.3.9	"N-acetylornithine carbamoyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|13529	NODE_6152_length_12794_cov_21.0411	5871	7061	1191	1	No	0	6.3.4.5	"Argininosuccinate synthase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|13530	NODE_6152_length_12794_cov_21.0411	7212	8294	1083	1	No	0	3.4.17.-	"Metallocarboxypeptidases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|13531	NODE_6152_length_12794_cov_21.0411	8287	9609	1323	1	No	0	2.7.2.8	"Acetylglutamate kinase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|13532	NODE_6152_length_12794_cov_21.0411	9602	10576	975	1	No	0	1.2.1.38	"N-acetyl-gamma-glutamyl-phosphate reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|13533	NODE_6152_length_12794_cov_21.0411	10744	12048	1305	1	No	0	4.3.2.1	"Argininosuccinate lyase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina"
metaerg.pl|13539	NODE_6587_length_12261_cov_6.09495	4656	5306	651	-1	No	0	3.1.3.-	"Phosphoric monoester hydrolases."	"d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__Halalkalicoccus;s__Halalkalicoccus paucihalophilus"
metaerg.pl|13541	NODE_6587_length_12261_cov_6.09495	6159	7187	1029	1	No	0	4.6.1.16	"tRNA-intron lyase."	"d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__Halalkalicoccus;s__Halalkalicoccus paucihalophilus"
metaerg.pl|13542	NODE_6587_length_12261_cov_6.09495	7184	8794	1611	1	No	0	6.1.1.2	"Tryptophan--tRNA ligase."	"d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__Halalkalicoccus;s__Halalkalicoccus paucihalophilus"
metaerg.pl|13543	NODE_6587_length_12261_cov_6.09495	8808	9866	1059	-1	No	0	1.3.5.2	"Dihydroorotate dehydrogenase (quinone)."	"d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__Halalkalicoccus;s__Halalkalicoccus jeotgali"
metaerg.pl|13543	NODE_6587_length_12261_cov_6.09495	8808	9866	1059	-1	No	0	1.3.98.1	"Dihydroorotate oxidase (fumarate)."	"d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Halalkalicoccaceae;g__Halalkalicoccus;s__Halalkalicoccus jeotgali"
metaerg.pl|13548	NODE_6689_length_12142_cov_6.84777	3	899	897	1	No	0	2.7.2.8	"Acetylglutamate kinase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13549	NODE_6689_length_12142_cov_6.84777	896	2110	1215	1	No	0	2.6.1.11	"Acetylornithine transaminase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13550	NODE_6689_length_12142_cov_6.84777	2184	3134	951	1	No	0	2.1.3.3	"Ornithine carbamoyltransferase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Euzebyales;f__Euzebyaceae;g__Euzebya;s__Euzebya sp003073135"
metaerg.pl|13552	NODE_6689_length_12142_cov_6.84777	3652	4872	1221	1	No	0	6.3.4.5	"Argininosuccinate synthase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13555	NODE_6689_length_12142_cov_6.84777	6340	7161	822	1	No	0	2.3.1.-	"Transferring groups other than amino-acyl groups."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora pacifica_B"
metaerg.pl|13556	NODE_6689_length_12142_cov_6.84777	7151	8563	1413	1	No	0	4.3.2.1	"Argininosuccinate lyase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13557	NODE_6689_length_12142_cov_6.84777	8718	10550	1833	1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13557	NODE_6689_length_12142_cov_6.84777	8718	10550	1833	1	No	0	3.1.11.1	"Exodeoxyribonuclease I."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13558	NODE_6689_length_12142_cov_6.84777	10587	11249	663	1	No	0	3.2.2.-	"Hydrolyzing N-glycosyl compounds."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus"
metaerg.pl|13577	NODE_7024_length_11821_cov_15.8983	9228	10259	1032	1	No	0	3.2.1.-	"Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp002364315"
metaerg.pl|13588	NODE_7123_length_11723_cov_10.4794	6881	7837	957	1	No	0	3.4.21.107	"Peptidase Do."	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__BACL24;s__BACL24 sp002480015"
metaerg.pl|13595	NODE_7423_length_11433_cov_7.07954	705	1913	1209	-1	No	0	2.1.2.-	"Hydroxymethyl-, formyl- and related transferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp001320525"
metaerg.pl|13598	NODE_7423_length_11433_cov_7.07954	2690	3289	600	-1	No	0	3.6.1.-	"In phosphorus-containing anhydrides."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp900215155"
metaerg.pl|13599	NODE_7423_length_11433_cov_7.07954	3486	4031	546	1	No	0	3.6.1.-	"In phosphorus-containing anhydrides."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Halomonas_D;s__Halomonas_D sp002286965"
metaerg.pl|13601	NODE_7423_length_11433_cov_7.07954	4846	8748	3903	-1	No	0	6.3.5.3	"Phosphoribosylformylglycinamidine synthase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Mangrovitalea;s__Mangrovitalea sediminis"
metaerg.pl|13602	NODE_7423_length_11433_cov_7.07954	8989	10572	1584	1	YES	0	4.2.2.n1	"Peptidoglycan lytic exotransglycosylase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Halomonas_D;s__Halomonas_D utahensis"
metaerg.pl|13607	NODE_7764_length_11107_cov_9.00317	1416	2558	1143	-1	No	0	7.6.2.10	"ABC-type glycerol 3-phosphate transporter."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia alba"
metaerg.pl|13611	NODE_7764_length_11107_cov_9.00317	4084	5427	1344	1	No	0	2.7.7.60	"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia massiliensis"
metaerg.pl|13611	NODE_7764_length_11107_cov_9.00317	4084	5427	1344	1	No	0	4.6.1.12	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia massiliensis"
metaerg.pl|13612	NODE_7764_length_11107_cov_9.00317	5469	6914	1446	1	No	0	6.1.1.16	"Cysteine--tRNA ligase."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia massiliensis"
metaerg.pl|13613	NODE_7764_length_11107_cov_9.00317	6917	7912	996	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia massiliensis"
metaerg.pl|13630	NODE_8378_length_10610_cov_55.2659	1391	3205	1815	-1	No	0	3.6.3.41	"Transferred entry: 7.6.2.5."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Natronohydrobacter;s__Natronohydrobacter thiooxidans"
metaerg.pl|13634	NODE_8378_length_10610_cov_55.2659	7119	8261	1143	1	No	0	2.1.1.37	"DNA (cytosine-5-)-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira sp000948415"
metaerg.pl|13641	NODE_8695_length_10344_cov_74.9999	348	2753	2406	-1	YES	0	3.4.21.-	"Serine endopeptidases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|13643	NODE_8695_length_10344_cov_74.9999	3905	4426	522	1	YES	1	3.4.21.89	"Signal peptidase I."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|13678	NODE_9055_length_10104_cov_62.8574	3784	4368	585	-1	No	1	3.4.21.89	"Signal peptidase I."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|13680	NODE_9055_length_10104_cov_62.8574	4853	5158	306	-1	No	0	1.14.99.48	"Heme oxygenase (staphylobilin-producing)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|13681	NODE_9055_length_10104_cov_62.8574	5463	5954	492	-1	No	0	2.1.1.207	"tRNA (cytidine(34)-2'-O)-methyltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|13684	NODE_9055_length_10104_cov_62.8574	6550	7074	525	-1	No	0	2.1.1.63	"Methylated-DNA--[protein]-cysteine S-methyltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|13685	NODE_9055_length_10104_cov_62.8574	7136	8281	1146	-1	No	0	1.17.99.6	"Epoxyqueuosine reductase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
metaerg.pl|13685	NODE_9055_length_10104_cov_62.8574	7136	8281	1146	-1	No	0	1.-.-.-	"Oxidoreductases."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Salisediminibacteriaceae;g__Alkalicoccus;s__Alkalicoccus saliphilus"
