#Accession	ID	Description	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PF08769	Spo0A_C	"Sporulation initiation factor Spo0A C terminal"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
PF01272	GreA_GreB	"Transcription elongation factor, GreA/GreB, C-term"	6	0.06	384.34	0.02	9.90	0.01	4.05	0.00	368.88	0.04	1.51	0.00
PF03209	PUCC	"PUCC protein"	4	0.04	262.73	0.02	0.06	0.00	3.26	0.00	258.65	0.03	0.76	0.00
PF08668	HDOD	"HDOD domain"	4	0.04	246.75	0.02	10.23	0.01	0.31	0.00	235.85	0.03	0.36	0.00
PF00699	Urease_beta	"Urease beta subunit"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
PF18146	CinA_KH	"Damage-inducible protein CinA KH domain"	2	0.02	119.43	0.01	10.23	0.01	0.06	0.00	108.85	0.01	0.29	0.00
PF02080	TrkA_C	"TrkA-C domain"	11	0.11	2516.12	0.16	299.41	0.23	572.71	0.27	787.61	0.09	856.38	0.28
PF06808	DctM	"Tripartite ATP-independent periplasmic transporter, DctM component"	22	0.21	1798.36	0.11	3.71	0.00	41.12	0.02	1743.54	0.19	9.99	0.00
PF12802	MarR_2	"MarR family"	28	0.27	2000.04	0.13	8.98	0.01	23.10	0.01	1956.67	0.21	11.29	0.00
PF00186	DHFR_1	"Dihydrofolate reductase"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
PF07110	EthD	"EthD domain"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
PF05724	TPMT	"Thiopurine S-methyltransferase (TPMT)"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
PF04966	OprB	"Carbohydrate-selective porin, OprB family"	2	0.02	1802.86	0.12	298.41	0.23	564.00	0.26	87.32	0.01	853.12	0.28
PF14507	CppA_C	"CppA C-terminal"	1	0.01	42.19	0.00	2.26	0.00	0.00	0.00	39.89	0.00	0.03	0.00
PF13801	Metal_resist	"Heavy-metal resistance"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
PF13144	ChapFlgA	"Chaperone for flagella basal body P-ring formation"	3	0.03	255.21	0.02	0.01	0.00	0.40	0.00	254.46	0.03	0.34	0.00
PF00453	Ribosomal_L20	"Ribosomal protein L20"	5	0.05	351.19	0.02	16.13	0.01	5.92	0.00	325.99	0.04	3.14	0.00
PF02321	OEP	"Outer membrane efflux protein"	5	0.05	533.47	0.03	0.79	0.00	1.01	0.00	528.98	0.06	2.69	0.00
PF00510	COX3	"Cytochrome c oxidase subunit III"	8	0.08	1243.43	0.08	19.89	0.02	3.49	0.00	1212.30	0.13	7.75	0.00
PF10671	TcpQ	"Toxin co-regulated pilus biosynthesis protein Q"	1	0.01	13.92	0.00	0.00	0.00	0.00	0.00	13.92	0.00	0.00	0.00
PF04390	LptE	"Lipopolysaccharide-assembly"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
PF02367	TsaE	"Threonylcarbamoyl adenosine biosynthesis protein TsaE"	3	0.03	260.09	0.02	0.01	0.00	0.51	0.00	257.79	0.03	1.77	0.00
PF11382	MctB	"Copper transport outer membrane protein, MctB"	1	0.01	8.20	0.00	0.00	0.00	0.00	0.00	8.20	0.00	0.00	0.00
PF01451	LMWPc	"Low molecular weight phosphotyrosine protein phosphatase"	5	0.05	1945.01	0.12	292.04	0.23	587.36	0.27	165.37	0.02	900.23	0.30
PF08704	GCD14	"tRNA methyltransferase complex GCD14 subunit"	3	0.03	112.92	0.01	7.22	0.01	3.43	0.00	101.80	0.01	0.47	0.00
PF00459	Inositol_P	"Inositol monophosphatase family"	12	0.12	830.47	0.05	7.72	0.01	28.56	0.01	787.57	0.09	6.62	0.00
PF17854	FtsK_alpha	"FtsK alpha domain"	2	0.02	91.83	0.01	7.86	0.01	0.07	0.00	82.23	0.01	1.66	0.00
PF03029	ATP_bind_1	"Conserved hypothetical ATP binding protein"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
PF14150	YesK	"YesK-like protein"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
PF04284	DUF441	"Protein of unknown function (DUF441)"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
PF14403	CP_ATPgrasp_2	"Circularly permuted ATP-grasp type 2"	2	0.02	83.57	0.01	0.08	0.00	3.28	0.00	79.46	0.01	0.75	0.00
PF03372	Exo_endo_phos	"Endonuclease/Exonuclease/phosphatase family"	9	0.09	899.05	0.06	18.05	0.01	4.63	0.00	869.12	0.09	7.25	0.00
PF00180	Iso_dh	"Isocitrate/isopropylmalate dehydrogenase"	8	0.08	372.10	0.02	7.91	0.01	0.87	0.00	361.35	0.04	1.98	0.00
PF01544	CorA	"CorA-like Mg2+ transporter protein"	2	0.02	59.24	0.00	2.26	0.00	0.00	0.00	56.94	0.01	0.04	0.00
PF12831	FAD_oxidored	"FAD dependent oxidoreductase"	24	0.23	1320.74	0.08	27.16	0.02	10.59	0.00	1275.44	0.14	7.56	0.00
PF02391	MoaE	"MoaE protein"	2	0.02	93.69	0.01	0.00	0.00	0.02	0.00	93.64	0.01	0.04	0.00
PF14480	DNA_pol3_a_NI	"DNA polymerase III polC-type N-terminus I"	2	0.02	119.43	0.01	10.23	0.01	0.06	0.00	108.85	0.01	0.29	0.00
PF00185	OTCace	"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"	9	0.09	903.27	0.06	84.12	0.07	386.09	0.18	340.19	0.04	92.88	0.03
PF03799	FtsQ	"Cell division protein FtsQ"	3	0.03	79.51	0.01	2.64	0.00	3.34	0.00	72.66	0.01	0.86	0.00
PF01645	Glu_synthase	"Conserved region in glutamate synthase"	6	0.06	435.40	0.03	3.12	0.00	4.64	0.00	425.48	0.05	2.16	0.00
PF03653	UPF0093	"Uncharacterised protein family (UPF0093)"	4	0.04	333.07	0.02	9.78	0.01	1.70	0.00	318.47	0.03	3.12	0.00
PF03776	MinE	"Septum formation topological specificity factor MinE"	1	0.01	72.17	0.00	0.00	0.00	0.02	0.00	72.14	0.01	0.01	0.00
PF04268	SoxG	"Sarcosine oxidase, gamma subunit family"	5	0.05	405.25	0.03	8.28	0.01	4.17	0.00	391.32	0.04	1.47	0.00
PF02538	Hydantoinase_B	"Hydantoinase B/oxoprolinase"	2	0.02	105.31	0.01	0.32	0.00	0.59	0.00	102.52	0.01	1.88	0.00
PF04241	DUF423	"Protein of unknown function (DUF423)"	2	0.02	131.76	0.01	0.00	0.00	0.19	0.00	131.53	0.01	0.05	0.00
PF12418	AcylCoA_DH_N	"Acyl-CoA dehydrogenase N terminal"	2	0.02	54.69	0.00	0.27	0.00	3.66	0.00	49.77	0.01	0.99	0.00
PF01985	CRS1_YhbY	"CRS1 / YhbY (CRM) domain"	2	0.02	100.97	0.01	2.37	0.00	0.13	0.00	98.40	0.01	0.08	0.00
PF07905	PucR	"Purine catabolism regulatory protein-like family"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
PF02911	Formyl_trans_C	"Formyl transferase, C-terminal domain"	9	0.09	685.49	0.04	10.48	0.01	26.72	0.01	641.32	0.07	6.97	0.00
PF01348	Intron_maturas2	"Type II intron maturase"	3	0.03	2525.90	0.16	0.02	0.00	0.00	0.00	2525.06	0.28	0.82	0.00
PF00675	Peptidase_M16	"Insulinase (Peptidase family M16)"	10	0.10	646.59	0.04	30.78	0.02	42.70	0.02	561.81	0.06	11.30	0.00
PF08770	SoxZ	"Sulphur oxidation protein SoxZ"	2	0.02	222.89	0.01	0.27	0.00	0.50	0.00	221.70	0.02	0.42	0.00
PF06745	ATPase	"KaiC"	8	0.08	523.47	0.03	22.29	0.02	40.39	0.02	402.22	0.04	58.58	0.02
PF12700	HlyD_2	"HlyD family secretion protein"	2	0.02	122.42	0.01	2.47	0.00	0.02	0.00	119.87	0.01	0.07	0.00
PF01311	Bac_export_1	"Bacterial export proteins, family 1"	2	0.02	65.10	0.00	0.05	0.00	3.18	0.00	61.18	0.01	0.70	0.00
PF10397	ADSL_C	"Adenylosuccinate lyase C-terminus"	6	0.06	341.37	0.02	1.05	0.00	4.76	0.00	334.04	0.04	1.52	0.00
PF01679	Pmp3	"Proteolipid membrane potential modulator"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
PF01297	ZnuA	"Zinc-uptake complex component A periplasmic"	8	0.08	422.40	0.03	4.98	0.00	11.85	0.01	402.48	0.04	3.08	0.00
PF09382	RQC	"RQC domain"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
PF00154	RecA	"recA bacterial DNA recombination protein"	8	0.08	485.01	0.03	22.29	0.02	40.37	0.02	363.80	0.04	58.55	0.02
PF10576	EndIII_4Fe-2S	"Iron-sulfur binding domain of endonuclease III"	2	0.02	245.66	0.02	0.04	0.00	4.40	0.00	239.92	0.03	1.30	0.00
PF13379	NMT1_2	"NMT1-like family"	6	0.06	876.10	0.06	0.26	0.00	2.37	0.00	871.28	0.09	2.19	0.00
PF17831	PDH_E1_M	"Pyruvate dehydrogenase E1 component middle domain"	2	0.02	117.82	0.01	0.45	0.00	0.72	0.00	116.16	0.01	0.48	0.00
PF00881	Nitroreductase	"Nitroreductase family"	7	0.07	449.76	0.03	0.74	0.00	4.25	0.00	443.08	0.05	1.70	0.00
PF04279	IspA	"Intracellular septation protein A"	1	0.01	190.91	0.01	0.01	0.00	0.44	0.00	190.05	0.02	0.40	0.00
PF13624	SurA_N_3	"SurA N-terminal domain"	5	0.05	194.35	0.01	8.42	0.01	16.71	0.01	163.91	0.02	5.30	0.00
PF03725	RNase_PH_C	"3' exoribonuclease family, domain 2"	6	0.06	278.86	0.02	27.57	0.02	9.88	0.00	233.88	0.03	7.53	0.00
PF00166	Cpn10	"Chaperonin 10 Kd subunit"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
PF00291	PALP	"Pyridoxal-phosphate dependent enzyme"	29	0.28	3332.62	0.21	322.25	0.25	591.59	0.27	1551.43	0.17	867.35	0.29
PF06737	Transglycosylas	"Transglycosylase-like domain"	2	0.02	116.42	0.01	0.46	0.00	0.71	0.00	114.74	0.01	0.52	0.00
PF16736	sCache_like	"Single Cache-like"	1	0.01	105.89	0.01	7.76	0.01	0.08	0.00	97.75	0.01	0.29	0.00
PF05736	OprF	"OprF membrane domain"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
PF17656	ChapFlgA_N	"FlgA N-terminal domain"	1	0.01	23.81	0.00	0.00	0.00	0.00	0.00	23.81	0.00	0.00	0.00
PF00290	Trp_syntA	"Tryptophan synthase alpha chain"	3	0.03	114.32	0.01	0.94	0.00	0.14	0.00	113.00	0.01	0.25	0.00
PF02826	2-Hacid_dh_C	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"	23	0.22	1526.18	0.10	19.66	0.02	14.14	0.01	1487.56	0.16	4.81	0.00
PF04244	DPRP	"Deoxyribodipyrimidine photo-lyase-related protein"	3	0.03	57.98	0.00	0.28	0.00	3.27	0.00	53.57	0.01	0.85	0.00
PF18306	LDcluster4	"SLOG cluster4 family"	5	0.05	273.73	0.02	7.49	0.01	4.05	0.00	257.57	0.03	4.62	0.00
PF05534	HicB	"HicB family"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
PF00862	Sucrose_synth	"Sucrose synthase"	2	0.02	142.66	0.01	0.00	0.00	0.03	0.00	142.57	0.02	0.06	0.00
PF00912	Transgly	"Transglycosylase"	8	0.08	432.17	0.03	2.65	0.00	4.33	0.00	423.89	0.05	1.30	0.00
PF02369	Big_1	"Bacterial Ig-like domain (group 1)"	2	0.02	31.14	0.00	0.00	0.00	0.02	0.00	29.65	0.00	1.47	0.00
PF00118	Cpn60_TCP1	"TCP-1/cpn60 chaperonin family"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
PF01983	CofC	"Guanylyl transferase CofC like"	2	0.02	26.40	0.00	0.23	0.00	0.04	0.00	24.69	0.00	1.44	0.00
PF12965	DUF3854	"Domain of unknown function (DUF3854)"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
PF01424	R3H	"R3H domain"	2	0.02	1839.74	0.12	325.67	0.25	585.27	0.27	39.35	0.00	889.45	0.29
PF06628	Catalase-rel	"Catalase-related immune-responsive"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
PF01402	RHH_1	"Ribbon-helix-helix protein, copG family"	5	0.05	199.12	0.01	0.98	0.00	1.10	0.00	195.64	0.02	1.40	0.00
PF06903	VirK	"VirK protein"	1	0.01	17.44	0.00	0.00	0.00	0.01	0.00	17.42	0.00	0.01	0.00
PF08241	Methyltransf_11	"Methyltransferase domain"	60	0.58	9041.35	0.58	915.11	0.71	1767.43	0.82	3736.05	0.41	2622.76	0.86
PF12847	Methyltransf_18	"Methyltransferase domain"	2	0.02	53.85	0.00	2.37	0.00	0.02	0.00	50.02	0.01	1.45	0.00
PF00589	Phage_integrase	"Phage integrase family"	16	0.15	976.22	0.06	41.49	0.03	9.95	0.00	918.41	0.10	6.37	0.00
PF00989	PAS	"PAS fold"	42	0.40	9569.81	0.61	1236.32	0.96	2339.31	1.09	2480.71	0.27	3513.45	1.16
PF00768	Peptidase_S11	"D-alanyl-D-alanine carboxypeptidase"	6	0.06	409.88	0.03	15.35	0.01	24.29	0.01	365.98	0.04	4.27	0.00
PF02738	Ald_Xan_dh_C2	"Molybdopterin-binding domain of aldehyde dehydrogenase"	6	0.06	218.14	0.01	11.03	0.01	6.18	0.00	196.58	0.02	4.34	0.00
PF14492	EFG_II	"Elongation Factor G, domain II"	6	0.06	282.04	0.02	7.79	0.01	0.64	0.00	272.78	0.03	0.82	0.00
PF07755	DUF1611	"Domain of unknown function (DUF1611_C) P-loop domain"	2	0.02	1886.23	0.12	325.55	0.25	585.18	0.27	86.16	0.01	889.33	0.29
PF11821	DUF3341	"Protein of unknown function (DUF3341)"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
PF13531	SBP_bac_11	"Bacterial extracellular solute-binding protein"	12	0.12	888.86	0.06	3.99	0.00	18.38	0.01	862.36	0.09	4.13	0.00
PF13495	Phage_int_SAM_4	"Phage integrase, N-terminal SAM-like domain"	6	0.06	536.12	0.03	33.77	0.03	2.08	0.00	496.45	0.05	3.83	0.00
PF13177	DNA_pol3_delta2	"DNA polymerase III, delta subunit"	9	0.09	513.67	0.03	7.80	0.01	20.42	0.01	480.43	0.05	5.02	0.00
PF16932	T4SS_TraI	"Type IV secretory system, conjugal DNA-protein transfer"	1	0.01	13.92	0.00	0.00	0.00	0.00	0.00	13.92	0.00	0.00	0.00
PF08521	2CSK_N	"Two-component sensor kinase N-terminal"	1	0.01	23.90	0.00	0.00	0.00	0.00	0.00	23.89	0.00	0.00	0.00
PF12055	DUF3536	"Domain of unknown function (DUF3536)"	1	0.01	69.50	0.00	0.00	0.00	0.02	0.00	69.46	0.01	0.02	0.00
PF07179	SseB	"SseB protein N-terminal domain"	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
PF07396	Porin_O_P	"Phosphate-selective porin O and P"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
PF07408	DUF1507	"Protein of unknown function (DUF1507)"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF03992	ABM	"Antibiotic biosynthesis monooxygenase"	9	0.09	709.36	0.05	6.98	0.01	21.29	0.01	676.52	0.07	4.58	0.00
PF01765	RRF	"Ribosome recycling factor"	4	0.04	171.90	0.01	17.73	0.01	4.09	0.00	148.70	0.02	1.38	0.00
PF07992	Pyr_redox_2	"Pyridine nucleotide-disulphide oxidoreductase"	78	0.75	8992.81	0.57	709.13	0.55	1204.13	0.56	5308.07	0.58	1771.48	0.58
PF06073	DUF934	"Bacterial protein of unknown function (DUF934)"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
PF02934	GatB_N	"GatB/GatE catalytic domain"	3	0.03	355.44	0.02	0.33	0.00	1.04	0.00	353.16	0.04	0.92	0.00
PF09661	DUF2398	"Protein of unknown function (DUF2398)"	1	0.01	89.86	0.01	0.35	0.00	0.52	0.00	88.59	0.01	0.41	0.00
PF00481	PP2C	"Protein phosphatase 2C"	3	0.03	134.48	0.01	2.46	0.00	0.11	0.00	131.75	0.01	0.16	0.00
PF11329	DUF3131	"Protein of unknown function (DUF3131)"	2	0.02	144.10	0.01	0.01	0.00	0.05	0.00	144.01	0.02	0.03	0.00
PF10588	NADH-G_4Fe-4S_3	"NADH-ubiquinone oxidoreductase-G iron-sulfur binding region"	3	0.03	293.88	0.02	0.92	0.00	0.81	0.00	290.59	0.03	1.56	0.00
PF04997	RNA_pol_Rpb1_1	"RNA polymerase Rpb1, domain 1"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
PF01546	Peptidase_M20	"Peptidase family M20/M25/M40"	31	0.30	2443.43	0.16	95.45	0.07	402.22	0.19	1843.42	0.20	102.35	0.03
PF10458	Val_tRNA-synt_C	"Valyl tRNA synthetase tRNA binding arm"	2	0.02	113.10	0.01	2.37	0.00	0.02	0.00	110.65	0.01	0.07	0.00
PF17837	4PPT_N	"4'-phosphopantetheinyl transferase N-terminal domain"	4	0.04	517.34	0.03	0.61	0.00	22.92	0.01	489.19	0.05	4.62	0.00
PF01687	Flavokinase	"Riboflavin kinase"	3	0.03	336.49	0.02	10.24	0.01	0.53	0.00	325.01	0.04	0.71	0.00
PF00298	Ribosomal_L11	"Ribosomal protein L11, RNA binding domain"	2	0.02	268.39	0.02	0.01	0.00	0.44	0.00	267.59	0.03	0.35	0.00
PF05649	Peptidase_M13_N	"Peptidase family M13"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
PF13492	GAF_3	"GAF domain"	9	0.09	2249.05	0.14	298.42	0.23	564.14	0.26	531.83	0.06	854.66	0.28
PF00857	Isochorismatase	"Isochorismatase family"	3	0.03	321.53	0.02	0.34	0.00	1.12	0.00	317.71	0.03	2.36	0.00
PF08291	Peptidase_M15_3	"Peptidase M15"	2	0.02	27.50	0.00	0.23	0.00	0.01	0.00	27.15	0.00	0.11	0.00
PF18288	FAA_hydro_N_2	"Fumarylacetoacetase N-terminal domain 2"	1	0.01	13.70	0.00	0.20	0.00	0.00	0.00	13.45	0.00	0.04	0.00
PF07244	POTRA	"Surface antigen variable number repeat"	4	0.04	164.25	0.01	0.61	0.00	22.59	0.01	135.80	0.01	5.24	0.00
PF01058	Oxidored_q6	"NADH ubiquinone oxidoreductase, 20 Kd subunit"	4	0.04	366.30	0.02	0.93	0.00	0.85	0.00	362.94	0.04	1.58	0.00
PF01180	DHO_dh	"Dihydroorotate dehydrogenase"	6	0.06	401.26	0.03	4.98	0.00	16.86	0.01	376.68	0.04	2.74	0.00
PF00566	RabGAP-TBC	"Rab-GTPase-TBC domain"	1	0.01	15.40	0.00	0.00	0.00	0.00	0.00	15.40	0.00	0.00	0.00
PF06155	DUF971	"Protein of unknown function (DUF971)"	1	0.01	26.43	0.00	0.12	0.00	0.11	0.00	26.14	0.00	0.05	0.00
PF01418	HTH_6	"Helix-turn-helix domain, rpiR family"	2	0.02	116.06	0.01	0.33	0.00	0.58	0.00	114.67	0.01	0.49	0.00
PF02630	SCO1-SenC	"SCO1/SenC"	9	0.09	631.26	0.04	53.22	0.04	34.98	0.02	501.60	0.05	41.45	0.01
PF04354	ZipA_C	"ZipA, C-terminal FtsZ-binding domain"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
PF16916	ZT_dimer	"Dimerisation domain of Zinc Transporter"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
PF08298	AAA_PrkA	"PrkA AAA domain"	2	0.02	40.78	0.00	9.99	0.01	1.09	0.00	26.93	0.00	2.76	0.00
PF11983	DUF3484	"Membrane-attachment and polymerisation-promoting switch"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF00475	IGPD	"Imidazoleglycerol-phosphate dehydratase"	2	0.02	218.35	0.01	0.02	0.00	3.90	0.00	213.21	0.02	1.22	0.00
PF14216	DUF4326	"Domain of unknown function (DUF4326)"	1	0.01	18.04	0.00	0.00	0.00	0.00	0.00	18.03	0.00	0.01	0.00
PF13533	Biotin_lipoyl_2	"Biotin-lipoyl like"	29	0.28	1723.90	0.11	22.00	0.02	6.72	0.00	1684.74	0.18	10.45	0.00
PF01990	ATP-synt_F	"ATP synthase (F/14-kDa) subunit"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF05231	MASE1	"MASE1"	3	0.03	148.74	0.01	0.00	0.00	0.16	0.00	148.49	0.02	0.08	0.00
PF09439	SRPRB	"Signal recognition particle receptor beta subunit"	5	0.05	278.43	0.02	22.96	0.02	7.18	0.00	246.54	0.03	1.75	0.00
PF12002	MgsA_C	"MgsA AAA+ ATPase C terminal"	2	0.02	53.55	0.00	2.37	0.00	0.03	0.00	49.78	0.01	1.38	0.00
PF00198	2-oxoacid_dh	"2-oxoacid dehydrogenases acyltransferase (catalytic domain)"	11	0.11	577.44	0.04	24.54	0.02	2.13	0.00	545.08	0.06	5.68	0.00
PF00496	SBP_bac_5	"Bacterial extracellular solute-binding proteins, family 5 Middle"	14	0.13	1204.13	0.08	7.62	0.01	15.97	0.01	1175.75	0.13	4.80	0.00
PF13380	CoA_binding_2	"CoA binding domain"	7	0.07	249.17	0.02	17.96	0.01	1.68	0.00	224.98	0.02	4.55	0.00
PF13420	Acetyltransf_4	"Acetyltransferase (GNAT) domain"	7	0.07	396.91	0.03	2.48	0.00	0.49	0.00	393.41	0.04	0.53	0.00
PF03477	ATP-cone	"ATP cone domain"	5	0.05	2026.14	0.13	336.10	0.26	585.60	0.27	212.76	0.02	891.68	0.29
PF02274	Amidinotransf	"Amidinotransferase"	2	0.02	121.58	0.01	0.00	0.00	0.28	0.00	121.23	0.01	0.06	0.00
PF14771	DUF4476	"Domain of unknown function (DUF4476)"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
PF00534	Glycos_transf_1	"Glycosyl transferases group 1"	28	0.27	3554.70	0.23	345.56	0.27	634.22	0.29	1675.38	0.18	899.55	0.30
PF04343	DUF488	"Protein of unknown function, DUF488"	1	0.01	24.70	0.00	0.10	0.00	0.07	0.00	24.44	0.00	0.09	0.00
PF10184	DUF2358	"Uncharacterized conserved protein (DUF2358)"	2	0.02	128.16	0.01	0.03	0.00	0.10	0.00	127.94	0.01	0.09	0.00
PF17764	PriA_3primeBD	"3′ DNA-binding domain (3′BD)"	2	0.02	58.77	0.00	2.37	0.00	0.00	0.00	56.35	0.01	0.05	0.00
PF03710	GlnE	"Glutamate-ammonia ligase adenylyltransferase"	1	0.01	202.80	0.01	0.00	0.00	0.43	0.00	202.04	0.02	0.33	0.00
PF04932	Wzy_C	"O-Antigen ligase"	2	0.02	1856.39	0.12	282.94	0.22	587.10	0.27	88.13	0.01	898.21	0.30
PF13524	Glyco_trans_1_2	"Glycosyl transferases group 1"	10	0.10	697.29	0.04	8.23	0.01	4.40	0.00	682.87	0.07	1.79	0.00
PF02620	YceD	"Large ribosomal RNA subunit accumulation protein YceD"	3	0.03	134.67	0.01	2.40	0.00	0.13	0.00	132.02	0.01	0.12	0.00
PF01541	GIY-YIG	"GIY-YIG catalytic domain"	4	0.04	376.70	0.02	7.23	0.01	3.89	0.00	364.76	0.04	0.83	0.00
PF12812	PDZ_1	"PDZ-like domain"	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
PF01833	TIG	"IPT/TIG domain"	1	0.01	28.95	0.00	9.91	0.01	1.36	0.00	14.98	0.00	2.70	0.00
PF13742	tRNA_anti_2	"OB-fold nucleic acid binding domain"	2	0.02	146.84	0.01	8.13	0.01	0.18	0.00	138.26	0.02	0.28	0.00
PF03136	Pup_ligase	"Pup-ligase protein"	2	0.02	101.92	0.01	9.70	0.01	6.85	0.00	84.51	0.01	0.85	0.00
PF18319	PriA_CRR	"PriA DNA helicase Cys-rich region (CRR) domain"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
PF00056	Ldh_1_N	"lactate/malate dehydrogenase, NAD binding domain"	8	0.08	616.57	0.04	21.52	0.02	4.31	0.00	588.70	0.06	2.04	0.00
PF06965	Na_H_antiport_1	"Na+/H+ antiporter 1"	1	0.01	27.20	0.00	9.77	0.01	1.08	0.00	13.70	0.00	2.65	0.00
PF08327	AHSA1	"Activator of Hsp90 ATPase homolog 1-like protein"	2	0.02	38.52	0.00	0.13	0.00	0.11	0.00	36.66	0.00	1.63	0.00
PF03861	ANTAR	"ANTAR domain"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
PF12096	DUF3572	"Protein of unknown function (DUF3572)"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
PF01281	Ribosomal_L9_N	"Ribosomal protein L9, N-terminal domain"	3	0.03	122.28	0.01	7.59	0.01	0.24	0.00	114.09	0.01	0.37	0.00
PF17391	Urocanase_N	"Urocanase N-terminal domain"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
PF01513	NAD_kinase	"ATP-NAD kinase"	11	0.11	499.81	0.03	15.24	0.01	7.85	0.00	474.85	0.05	1.87	0.00
PF14525	AraC_binding_2	"AraC-binding-like domain"	1	0.01	27.60	0.00	0.04	0.00	3.43	0.00	23.39	0.00	0.74	0.00
PF13560	HTH_31	"Helix-turn-helix domain"	15	0.14	2583.62	0.17	346.27	0.27	604.34	0.28	737.21	0.08	895.80	0.30
PF02660	G3P_acyltransf	"Glycerol-3-phosphate acyltransferase"	2	0.02	159.33	0.01	8.13	0.01	0.07	0.00	150.85	0.02	0.27	0.00
PF16912	Glu_dehyd_C	"Glucose dehydrogenase C-terminus"	2	0.02	151.50	0.01	7.86	0.01	0.07	0.00	143.30	0.02	0.27	0.00
PF07606	DUF1569	"Protein of unknown function (DUF1569)"	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
PF00585	Thr_dehydrat_C	"C-terminal regulatory domain of Threonine dehydratase"	3	0.03	310.84	0.02	7.89	0.01	4.13	0.00	297.47	0.03	1.35	0.00
PF03918	CcmH	"Cytochrome C biogenesis protein"	2	0.02	266.28	0.02	0.02	0.00	0.79	0.00	264.78	0.03	0.69	0.00
PF03484	B5	"tRNA synthetase B5 domain"	4	0.04	310.47	0.02	13.77	0.01	5.92	0.00	287.68	0.03	3.10	0.00
PF01725	Ham1p_like	"Ham1 family"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
