#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	sprot_id	sprot_desc	Taxonomy
metaerg.pl|13175	NODE_1195_length_30458_cov_17.1381	13606	14448	843	-1	No	0	sp|P71319|METF_PECCC	"5,10-methylenetetrahydrofolate reductase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas ventosae_B
metaerg.pl|13178	NODE_1195_length_30458_cov_17.1381	15552	17228	1677	-1	YES	0	sp|A4XPF7|LIGB_PSEMY	"DNA ligase B"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp001507855
metaerg.pl|13180	NODE_1195_length_30458_cov_17.1381	17356	18576	1221	-1	No	0	sp|Q1R0L1|METK_CHRSD	"S-adenosylmethionine synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp001651035
metaerg.pl|13181	NODE_1195_length_30458_cov_17.1381	18806	20821	2016	1	No	1	sp|Q9KUP2|TKT1_VIBCH	"Transketolase 1"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp001507855
metaerg.pl|13185	NODE_1195_length_30458_cov_17.1381	21168	21893	726	1	No	6	sp|P39590|YWBG_BACSU	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sulfidaeris
metaerg.pl|13187	NODE_1195_length_30458_cov_17.1381	21992	23029	1038	1	No	0	sp|Q3ILL8|E4PD_PSEHT	"D-erythrose-4-phosphate dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp001507855
metaerg.pl|13188	NODE_1195_length_30458_cov_17.1381	23077	24246	1170	1	No	0	sp|Q0VL87|PGK_ALCBS	"Phosphoglycerate kinase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas ventosae_B
metaerg.pl|13189	NODE_1195_length_30458_cov_17.1381	24356	25420	1065	1	No	0	sp|Q9I5Y1|ALF_PSEAE	"Fructose-bisphosphate aldolase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp002366715
metaerg.pl|13193	NODE_1195_length_30458_cov_17.1381	26706	27404	699	1	No	0	sp|Q4K4Z4|GPH_PSEF5	"Phosphoglycolate phosphatase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp001882345
metaerg.pl|13194	NODE_1195_length_30458_cov_17.1381	27407	27781	375	1	No	0	sp|P08245|YCIH_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas titanicae
metaerg.pl|13198	NODE_1195_length_30458_cov_17.1381	28760	30091	1332	-1	No	0	sp|A6V333|DGTL2_PSEA7	"Deoxyguanosinetriphosphate triphosphohydrolase-like protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp000235725
metaerg.pl|13205	NODE_1860_length_24588_cov_17.6553	4112	4432	321	-1	No	0	sp|Q7U6F4|RIMK_SYNPX	"Probable alpha-L-glutamate ligase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13212	NODE_1860_length_24588_cov_17.6553	8023	8691	669	1	No	0	sp|P9WJ62|TLYA_MYCTO	"16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13213	NODE_1860_length_24588_cov_17.6553	8696	9565	870	1	No	0	sp|Q5YY98|NADK_NOCFA	"NAD kinase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13214	NODE_1860_length_24588_cov_17.6553	9706	11397	1692	1	No	0	sp|Q9S220|RECN_STRCO	"DNA repair protein RecN"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13215	NODE_1860_length_24588_cov_17.6553	11666	13435	1770	1	No	0	sp|Q3AFT7|PYRG_CARHZ	"CTP synthase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13216	NODE_1860_length_24588_cov_17.6553	13432	13983	552	1	No	0	sp|P54570|ADPP_BACSU	"ADP-ribose pyrophosphatase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13217	NODE_1860_length_24588_cov_17.6553	14009	14959	951	1	No	0	sp|P67637|XERD_MYCBO	"Tyrosine recombinase XerD"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13219	NODE_1860_length_24588_cov_17.6553	15584	16465	882	1	No	0	sp|P9WLT0|Y1708_MYCTO	"hypothetical protein"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Micromonosporaceae;g__Glycomyces;s__Glycomyces sp000719515
metaerg.pl|13220	NODE_1860_length_24588_cov_17.6553	16536	17858	1323	1	No	0	sp|P77836|PDP_GEOSE	"Pyrimidine-nucleoside phosphorylase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13228	NODE_1860_length_24588_cov_17.6553	20981	21949	969	1	No	0	sp|P94474|YEAC_BACSU	"hypothetical protein"	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__UBA11034;s__UBA11034 sp003514205
metaerg.pl|13239	NODE_1894_length_24309_cov_76.6133	4617	4970	354	1	No	0	sp|C4K796|RS13_HAMD5	"30S ribosomal protein S13"	d__Eukaryota;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Selenastraceae;g__Monoraphidium;s__Monoraphidium neglectum;
metaerg.pl|13243	NODE_1894_length_24309_cov_76.6133	5942	6169	228	1	YES	2	sp|P32876|AT5G1_BOVIN	"ATP synthase F(0) complex subunit C1, mitochondrial"	d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA4427;g__TMED88;s__TMED88 sp002171515
metaerg.pl|13253	NODE_1894_length_24309_cov_76.6133	9135	10415	1281	1	No	10	sp|P26852|CYB_MARPO	"Cytochrome b"	d__Eukaryota;p__Chlorophyta;c__Trebouxiophyceae;o__Chlorellales;f__Chlorellaceae;g__Auxenochlorella;s__Auxenochlorella protothecoides;
metaerg.pl|13257	NODE_1894_length_24309_cov_76.6133	11108	11890	783	1	No	7	sp|P26858|COX3_MARPO	"Cytochrome c oxidase subunit 3"	d__Eukaryota;p__Chlorophyta;no__prasinophytes;c__Mamiellophyceae;o__Mamiellales;f__Mamiellaceae;g__Micromonas;s__Micromonas commoda;
metaerg.pl|13262	NODE_1894_length_24309_cov_76.6133	12932	13237	306	1	No	3	sp|Q37627|NU4LM_PROWI	"NADH-ubiquinone oxidoreductase chain 4L"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Magnetovibrionaceae;g__Magnetovibrio;s__Magnetovibrio sp002732845
metaerg.pl|13265	NODE_1894_length_24309_cov_76.6133	14169	15698	1530	1	No	14	sp|P26848|NU4M_MARPO	"NADH-ubiquinone oxidoreductase chain 4"	d__Eukaryota;p__Chlorophyta;no__prasinophytes;c__Mamiellophyceae;o__Mamiellales;f__Bathycoccaceae;g__Ostreococcus;s__Ostreococcus tauri;
metaerg.pl|13268	NODE_1894_length_24309_cov_76.6133	16382	16636	255	1	No	2	sp|Q0H8X8|AI2_USTMA	"Probable intron-encoded endonuclease aI2"	d__Eukaryota;no__Opisthokonta;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia;s__Malassezia pachydermatis;
metaerg.pl|13270	NODE_1894_length_24309_cov_76.6133	17035	19044	2010	1	No	0	sp|B1N1A3|NICA_PSEPU	"Putative nicotine oxidoreductase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_A;s__Acidovorax_A wautersii
metaerg.pl|13273	NODE_1894_length_24309_cov_76.6133	19560	21572	2013	1	No	0	sp|P05511|YMC6_SCHPO	"Uncharacterized 91 kDa protein in cob intron"	d__Eukaryota;no__Opisthokonta;p__Ascomycota;c__Schizosaccharomycetes;o__Schizosaccharomycetales;f__Schizosaccharomycetaceae;g__Schizosaccharomyces;s__Schizosaccharomyces pombe;
metaerg.pl|13275	NODE_2264_length_22430_cov_55.3873	1	213	213	1	No	0	sp|Q828D2|IF3_STRAW	"Translation initiation factor IF-3"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13276	NODE_2264_length_22430_cov_55.3873	575	769	195	1	No	0	sp|Q0RF99|RL35_FRAAA	"50S ribosomal protein L35"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13277	NODE_2264_length_22430_cov_55.3873	811	1179	369	1	No	0	sp|B1VH40|RL20_CORU7	"50S ribosomal protein L20"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13278	NODE_2264_length_22430_cov_55.3873	1337	2110	774	1	No	0	sp|P94538|YSGA_BACSU	"Uncharacterized tRNA/rRNA methyltransferase YsgA"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13279	NODE_2264_length_22430_cov_55.3873	2107	3138	1032	1	No	0	sp|P35164|RESE_BACSU	"Sensor histidine kinase ResE"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13280	NODE_2264_length_22430_cov_55.3873	3299	4300	1002	1	No	0	sp|B1HWA2|SYFA_LYSSC	"Phenylalanine--tRNA ligase alpha subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13281	NODE_2264_length_22430_cov_55.3873	4452	6947	2496	1	No	0	sp|O88054|SYFB_STRCO	"Phenylalanine--tRNA ligase beta subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13284	NODE_2264_length_22430_cov_55.3873	9912	10949	1038	1	No	0	sp|C6E4S6|ARGC_GEOSM	"N-acetyl-gamma-glutamyl-phosphate reductase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13285	NODE_2264_length_22430_cov_55.3873	10946	12217	1272	1	No	0	sp|Q8DHN4|ARGJ_THEEB	"Arginine biosynthesis bifunctional protein ArgJ"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13286	NODE_2264_length_22430_cov_55.3873	12274	13326	1053	1	No	0	sp|A4X652|ARGB_SALTO	"Acetylglutamate kinase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13287	NODE_2264_length_22430_cov_55.3873	13323	14588	1266	1	No	0	sp|A0QYS9|ARGD_MYCS2	"Acetylornithine aminotransferase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13288	NODE_2264_length_22430_cov_55.3873	14615	15136	522	1	No	0	sp|P0A4Y9|ARGR_MYCBO	"Arginine repressor"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13289	NODE_2264_length_22430_cov_55.3873	15171	16391	1221	1	No	0	sp|Q2J866|ASSY_FRACC	"Argininosuccinate synthase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13291	NODE_2264_length_22430_cov_55.3873	17341	18768	1428	1	No	0	sp|Q2J867|ARLY_FRACC	"Argininosuccinate lyase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13292	NODE_2264_length_22430_cov_55.3873	18854	20614	1761	1	No	0	sp|P94544|POLX_BACSU	"DNA polymerase/3'-5' exonuclease PolX"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13299	NODE_2993_length_19396_cov_43.0945	2361	3527	1167	-1	YES	1	sp|Q9JZR5|Y928_NEIMB	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens
metaerg.pl|13302	NODE_2993_length_19396_cov_43.0945	3527	4411	885	-1	No	0	sp|B8GN57|DAPA_THISH	"4-hydroxy-tetrahydrodipicolinate synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus
metaerg.pl|13304	NODE_2993_length_19396_cov_43.0945	5258	5725	468	1	No	0	sp|Q8P9V9|BCP_XANCP	"Peroxiredoxin Bcp"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens
metaerg.pl|13305	NODE_2993_length_19396_cov_43.0945	5756	7174	1419	1	No	0	sp|O07635|YLAK_BACSU	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens
metaerg.pl|13306	NODE_2993_length_19396_cov_43.0945	7226	7624	399	-1	No	0	sp|P44123|QUED_HAEIN	"6-carboxy-5,6,7,8-tetrahydropterin synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio sp000381945
metaerg.pl|13307	NODE_2993_length_19396_cov_43.0945	7629	9545	1917	-1	No	0	sp|B8GN62|DXS_THISH	"1-deoxy-D-xylulose-5-phosphate synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens
metaerg.pl|13308	NODE_2993_length_19396_cov_43.0945	9693	10571	879	-1	No	0	sp|P22939|ISPA_ECOLI	"Farnesyl diphosphate synthase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus
metaerg.pl|13310	NODE_2993_length_19396_cov_43.0945	11092	11511	420	1	No	0	sp|P24931|RUBY_DESVH	"Rubrerythrin"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus
metaerg.pl|13314	NODE_2993_length_19396_cov_43.0945	14368	15720	1353	-1	No	0	sp|P96963|RADA_PSEAE	"DNA repair protein RadA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens
metaerg.pl|13315	NODE_2993_length_19396_cov_43.0945	15720	17000	1281	-1	No	4	sp|Q57017|Y107_HAEIN	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens
metaerg.pl|13317	NODE_2993_length_19396_cov_43.0945	17026	17826	801	-1	No	8	sp|P64434|YPJD_ECO57	"Inner membrane protein YpjD"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens
metaerg.pl|13319	NODE_2993_length_19396_cov_43.0945	17921	19312	1392	1	No	0	sp|P0AGD9|SRP54_ECO57	"Signal recognition particle protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B nitratireducens
metaerg.pl|13320	NODE_3181_length_18771_cov_26.3764	960	1571	612	-1	No	6	sp|P58769|MSRQ_AGRFC	"Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp002282555
metaerg.pl|13322	NODE_3181_length_18771_cov_26.3764	1575	2480	906	-1	YES	0	sp|Q5LNE0|MSRP_RUEPO	"Protein-methionine-sulfoxide reductase catalytic subunit MsrP"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp002282555
metaerg.pl|13324	NODE_3181_length_18771_cov_26.3764	2822	3301	480	1	YES	0	sp|P74615|Y1483_SYNY3	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp002282555
metaerg.pl|13326	NODE_3181_length_18771_cov_26.3764	3415	4071	657	-1	No	0	sp|Q9AJU2|ELMM1_STROV	"8-demethyl-8-alpha-L-rhamnosyl tetracenomycin-C 2'-O-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__UBA3077 sp003228875
metaerg.pl|13327	NODE_3181_length_18771_cov_26.3764	4267	6885	2619	-1	No	0	sp|Q7CEG6|CLPB_BRUSU	"Chaperone protein ClpB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp002282555
metaerg.pl|13329	NODE_3181_length_18771_cov_26.3764	8145	8846	702	1	No	0	sp|Q5LND3|PYRF_RUEPO	"Orotidine 5'-phosphate decarboxylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp002282555
metaerg.pl|13335	NODE_3181_length_18771_cov_26.3764	10603	11856	1254	1	No	0	sp|Q92QM8|DPO41_RHIME	"DNA polymerase IV 1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp001650895
metaerg.pl|13338	NODE_3181_length_18771_cov_26.3764	13297	14517	1221	-1	No	0	sp|P76085|PAAK_ECOLI	"Phenylacetate-coenzyme A ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp001650895
metaerg.pl|13339	NODE_3181_length_18771_cov_26.3764	14566	15390	825	-1	No	0	sp|P21630|BRAG_PSEAE	"High-affinity branched-chain amino acid transport ATP-binding protein BraG"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp001650895
metaerg.pl|13344	NODE_3181_length_18771_cov_26.3764	18130	18771	642	-1	No	5	sp|P0A2J2|LIVH_SALTI	"High-affinity branched-chain amino acid transport system permease protein LivH"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp001650895
metaerg.pl|13351	NODE_3798_length_17023_cov_12.0159	3238	4353	1116	1	No	10	sp|P0ABG8|RODA_ECO57	"Peptidoglycan glycosyltransferase MrdB"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002477545
metaerg.pl|13357	NODE_3798_length_17023_cov_12.0159	8386	9189	804	1	No	0	sp|Q47LR8|FOLD_THEFY	"Bifunctional protein FolD"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002477545
metaerg.pl|13358	NODE_3798_length_17023_cov_12.0159	9228	10685	1458	1	No	6	sp|Q55610|SECD_SYNY3	"hypothetical protein"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001567365
metaerg.pl|13360	NODE_3798_length_17023_cov_12.0159	10698	11711	1014	1	No	6	sp|D1CDJ6|SECF_THET1	"hypothetical protein"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp002378195
metaerg.pl|13364	NODE_3798_length_17023_cov_12.0159	12429	13178	750	1	No	0	sp|Q944B6|TYRA1_ARATH	"Arogenate dehydrogenase 1, chloroplastic"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__C7867-001;s__C7867-001 sp001189075
metaerg.pl|13367	NODE_3798_length_17023_cov_12.0159	15167	15868	702	-1	No	0	sp|Q6KZ23|PYRH_PICTO	"Uridylate kinase"	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__OLB19;s__OLB19 sp001783565
metaerg.pl|13371	NODE_4157_length_16153_cov_26.6911	700	2097	1398	-1	No	0	sp|Q47N85|ARLY_THEFY	"Argininosuccinate lyase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13372	NODE_4157_length_16153_cov_26.6911	2094	3314	1221	-1	No	0	sp|Q2J866|ASSY_FRACC	"Argininosuccinate synthase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13373	NODE_4157_length_16153_cov_26.6911	3338	3904	567	-1	No	0	sp|B0TEK0|ARGR_HELMI	"Arginine repressor"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13374	NODE_4157_length_16153_cov_26.6911	3901	4884	984	-1	No	0	sp|A8LE44|OTC_FRASN	"Ornithine carbamoyltransferase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Euzebyales;f__Euzebyaceae;g__Euzebya;s__Euzebya sp003073135
metaerg.pl|13375	NODE_4157_length_16153_cov_26.6911	4881	6137	1257	-1	No	0	sp|Q828A3|ARGD_STRAW	"Acetylornithine aminotransferase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13376	NODE_4157_length_16153_cov_26.6911	6134	7117	984	-1	No	0	sp|A4X652|ARGB_SALTO	"Acetylglutamate kinase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13377	NODE_4157_length_16153_cov_26.6911	7114	8394	1281	-1	No	0	sp|P62061|ARGJ_GEOSL	"Arginine biosynthesis bifunctional protein ArgJ"	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__UBA2279;g__UBA2272;s__UBA2272 sp002347725
metaerg.pl|13378	NODE_4157_length_16153_cov_26.6911	8391	9449	1059	-1	No	0	sp|Q0ABJ9|ARGC_ALKEH	"N-acetyl-gamma-glutamyl-phosphate reductase"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13379	NODE_4157_length_16153_cov_26.6911	9620	12076	2457	-1	No	0	sp|Q47N76|SYFB_THEFY	"Phenylalanine--tRNA ligase beta subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13380	NODE_4157_length_16153_cov_26.6911	12076	13074	999	-1	No	0	sp|Q5YYH7|SYFA_NOCFA	"Phenylalanine--tRNA ligase alpha subunit"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
metaerg.pl|13381	NODE_4157_length_16153_cov_26.6911	13118	13888	771	-1	No	0	sp|P94538|YSGA_BACSU	"Uncharacterized tRNA/rRNA methyltransferase YsgA"	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor;s__Nitriliruptor alkaliphilus
