#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	genomedb_acc	Taxonomy
metaerg.pl|09898	NODE_71_length_84049_cov_6.95959	5896	8640	2745	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09899	NODE_71_length_84049_cov_6.95959	8620	10593	1974	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09900	NODE_71_length_84049_cov_6.95959	10590	11453	864	-1	No	7	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|09902	NODE_71_length_84049_cov_6.95959	11450	12412	963	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09903	NODE_71_length_84049_cov_6.95959	12559	13989	1431	-1	No	0	GCF_001880325.1	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus brockianus
metaerg.pl|09904	NODE_71_length_84049_cov_6.95959	14081	15751	1671	-1	No	0	GCF_003054665.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__EW11;s__EW11 sp003054665
metaerg.pl|09905	NODE_71_length_84049_cov_6.95959	15759	16802	1044	-1	YES	0	GCA_003285105.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__MEBICO9517;g__MEBICO9517;s__MEBICO9517 sp003285105
metaerg.pl|09907	NODE_71_length_84049_cov_6.95959	16807	18750	1944	-1	No	0	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|09908	NODE_71_length_84049_cov_6.95959	18863	19243	381	-1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|09909	NODE_71_length_84049_cov_6.95959	19240	20406	1167	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09910	NODE_71_length_84049_cov_6.95959	20456	21232	777	-1	No	0	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|09911	NODE_71_length_84049_cov_6.95959	21533	21970	438	1	No	0	GCA_002311875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002311875
metaerg.pl|09912	NODE_71_length_84049_cov_6.95959	22381	22635	255	-1	No	0	GCA_002238865.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__Bin94;s__Bin94 sp002238865
metaerg.pl|09913	NODE_71_length_84049_cov_6.95959	22866	23072	207	-1	No	0	GCA_002311875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002311875
metaerg.pl|09915	NODE_71_length_84049_cov_6.95959	24098	25033	936	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09916	NODE_71_length_84049_cov_6.95959	25483	26163	681	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09917	NODE_71_length_84049_cov_6.95959	26239	26475	237	1	No	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|09918	NODE_71_length_84049_cov_6.95959	26618	27502	885	-1	YES	0	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|09920	NODE_71_length_84049_cov_6.95959	27553	28764	1212	-1	No	0	GCA_003242735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__RSA9;f__RSA9;g__RSA9;s__RSA9 sp003242735
metaerg.pl|09921	NODE_71_length_84049_cov_6.95959	28913	29995	1083	-1	No	0	GCF_000010985.1	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Deferribacter;s__Deferribacter desulfuricans
metaerg.pl|09922	NODE_71_length_84049_cov_6.95959	30011	31321	1311	-1	No	0	GCF_001187785.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella marina
metaerg.pl|09923	NODE_71_length_84049_cov_6.95959	31334	32404	1071	-1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|09924	NODE_71_length_84049_cov_6.95959	32494	32907	414	-1	No	0	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|09925	NODE_71_length_84049_cov_6.95959	32984	33748	765	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09926	NODE_71_length_84049_cov_6.95959	33816	34925	1110	-1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|09928	NODE_71_length_84049_cov_6.95959	35783	37456	1674	1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|09929	NODE_71_length_84049_cov_6.95959	37463	37867	405	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09930	NODE_71_length_84049_cov_6.95959	37883	38740	858	-1	YES	1	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|09933	NODE_71_length_84049_cov_6.95959	38737	39489	753	-1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|09934	NODE_71_length_84049_cov_6.95959	39515	40528	1014	-1	No	0	GCA_002348265.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002348265
metaerg.pl|09935	NODE_71_length_84049_cov_6.95959	40515	42461	1947	-1	No	5	GCA_002346665.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2988;s__UBA2988 sp002346665
metaerg.pl|09937	NODE_71_length_84049_cov_6.95959	42458	44026	1569	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09938	NODE_71_length_84049_cov_6.95959	44128	46089	1962	-1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|09939	NODE_71_length_84049_cov_6.95959	46164	47321	1158	-1	YES	1	GCA_002238865.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__Bin94;s__Bin94 sp002238865
metaerg.pl|09942	NODE_71_length_84049_cov_6.95959	47453	48190	738	-1	No	1	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09944	NODE_71_length_84049_cov_6.95959	48389	50056	1668	-1	No	13	GCA_003142495.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__FEN-1250;s__FEN-1250 sp003142495
metaerg.pl|09946	NODE_71_length_84049_cov_6.95959	50053	50520	468	-1	No	1	GCF_000024845.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Rhodothermus;s__Rhodothermus marinus
metaerg.pl|09952	NODE_71_length_84049_cov_6.95959	51340	52236	897	1	No	9	GCA_002731735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA822;s__UBA822 sp002731735
metaerg.pl|09954	NODE_71_length_84049_cov_6.95959	52283	53590	1308	1	YES	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|09956	NODE_71_length_84049_cov_6.95959	53634	54950	1317	1	No	0	GCA_003246255.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Demequinaceae;g__Demequina;s__Demequina lutea_A
metaerg.pl|09957	NODE_71_length_84049_cov_6.95959	55045	55566	522	-1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|09958	NODE_71_length_84049_cov_6.95959	55572	56120	549	-1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|09959	NODE_71_length_84049_cov_6.95959	56147	57991	1845	-1	No	0	GCA_002500925.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002500925
metaerg.pl|09960	NODE_71_length_84049_cov_6.95959	58190	59608	1419	1	No	0	GCA_003242735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__RSA9;f__RSA9;g__RSA9;s__RSA9 sp003242735
metaerg.pl|09964	NODE_71_length_84049_cov_6.95959	61497	64220	2724	-1	YES	1	GCF_002554795.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Longibacter;s__Longibacter salinarum
metaerg.pl|09967	NODE_71_length_84049_cov_6.95959	64350	66479	2130	-1	YES	0	GCA_001564065.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Rhodohalobacter;s__Rhodohalobacter sp001564065
metaerg.pl|09969	NODE_71_length_84049_cov_6.95959	67368	68933	1566	-1	YES	9	GCF_000015585.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Halorhodospiraceae;g__Halorhodospira;s__Halorhodospira halophila
metaerg.pl|09972	NODE_71_length_84049_cov_6.95959	68973	69899	927	-1	No	0	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|09973	NODE_71_length_84049_cov_6.95959	69904	71322	1419	-1	No	0	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|09974	NODE_71_length_84049_cov_6.95959	71489	72214	726	-1	No	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|09975	NODE_71_length_84049_cov_6.95959	72354	73076	723	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09976	NODE_71_length_84049_cov_6.95959	73150	74136	987	-1	No	0	GCA_002724635.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA8079;s__UBA8079 sp002724635
metaerg.pl|09977	NODE_71_length_84049_cov_6.95959	74160	75164	1005	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09978	NODE_71_length_84049_cov_6.95959	75196	76476	1281	-1	No	9	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09980	NODE_71_length_84049_cov_6.95959	76476	76997	522	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09981	NODE_71_length_84049_cov_6.95959	77012	78001	990	-1	No	1	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|09983	NODE_71_length_84049_cov_6.95959	77998	78747	750	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09984	NODE_71_length_84049_cov_6.95959	78777	79502	726	-1	No	5	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|09986	NODE_71_length_84049_cov_6.95959	79630	80010	381	-1	No	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|09987	NODE_71_length_84049_cov_6.95959	80364	81614	1251	1	No	0	GCA_003242735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__RSA9;f__RSA9;g__RSA9;s__RSA9 sp003242735
metaerg.pl|09988	NODE_71_length_84049_cov_6.95959	81701	82255	555	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09989	NODE_71_length_84049_cov_6.95959	82385	82837	453	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|09990	NODE_71_length_84049_cov_6.95959	82952	83200	249	1	No	0	GCA_002731735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA822;s__UBA822 sp002731735
metaerg.pl|09991	NODE_71_length_84049_cov_6.95959	83133	84047	915	-1	No	7	GCA_002694685.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Gracilimonas;s__Gracilimonas sp002694685
metaerg.pl|09993	NODE_72_length_83848_cov_7.19056	1	1368	1368	1	No	0	GCA_002731735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA822;s__UBA822 sp002731735
metaerg.pl|09995	NODE_72_length_83848_cov_7.19056	1883	2374	492	-1	YES	0	GCF_000281175.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea aerophila
metaerg.pl|09997	NODE_72_length_83848_cov_7.19056	2579	3535	957	1	No	0	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|09999	NODE_72_length_83848_cov_7.19056	4685	5488	804	1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|10000	NODE_72_length_83848_cov_7.19056	5485	6396	912	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10001	NODE_72_length_83848_cov_7.19056	6414	7184	771	1	No	1	GCA_002346665.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2988;s__UBA2988 sp002346665
metaerg.pl|10003	NODE_72_length_83848_cov_7.19056	7384	8136	753	1	No	0	GCA_002712565.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA822;s__UBA822 sp002712565
metaerg.pl|10004	NODE_72_length_83848_cov_7.19056	8141	10357	2217	-1	YES	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|10006	NODE_72_length_83848_cov_7.19056	10743	11456	714	1	No	1	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|10008	NODE_72_length_83848_cov_7.19056	11572	12183	612	1	No	0	GCA_003242735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__RSA9;f__RSA9;g__RSA9;s__RSA9 sp003242735
metaerg.pl|10009	NODE_72_length_83848_cov_7.19056	12425	13540	1116	1	No	0	GCA_002500925.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002500925
metaerg.pl|10010	NODE_72_length_83848_cov_7.19056	13537	14622	1086	1	No	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|10011	NODE_72_length_83848_cov_7.19056	14625	15626	1002	1	No	0	GCA_002500925.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002500925
metaerg.pl|10012	NODE_72_length_83848_cov_7.19056	15743	17137	1395	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10015	NODE_72_length_83848_cov_7.19056	18314	18643	330	1	No	0	GCA_003022505.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__PXTQ01;s__PXTQ01 sp003022505
metaerg.pl|10016	NODE_72_length_83848_cov_7.19056	18640	19308	669	1	No	0	GCA_002420005.1	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__UBA5704;s__UBA5704 sp002420005
metaerg.pl|10017	NODE_72_length_83848_cov_7.19056	19341	19898	558	-1	No	1	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10019	NODE_72_length_83848_cov_7.19056	20196	21617	1422	1	No	0	GCA_003447875.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA1138;s__UBA1138 sp003447875
metaerg.pl|10020	NODE_72_length_83848_cov_7.19056	21717	22241	525	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10021	NODE_72_length_83848_cov_7.19056	22311	23552	1242	-1	No	0	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|10022	NODE_72_length_83848_cov_7.19056	23709	24284	576	1	No	3	GCA_002390225.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225
metaerg.pl|10024	NODE_72_length_83848_cov_7.19056	24539	25609	1071	1	No	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|10025	NODE_72_length_83848_cov_7.19056	25549	26553	1005	-1	No	8	GCA_001795165.1	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__RBG-16-57-11;s__RBG-16-57-11 sp001795165
metaerg.pl|10027	NODE_72_length_83848_cov_7.19056	26701	27171	471	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10028	NODE_72_length_83848_cov_7.19056	27219	28028	810	1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10030	NODE_72_length_83848_cov_7.19056	30685	31971	1287	1	No	0	GCA_003242735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__RSA9;f__RSA9;g__RSA9;s__RSA9 sp003242735
metaerg.pl|10031	NODE_72_length_83848_cov_7.19056	31997	32833	837	1	No	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|10032	NODE_72_length_83848_cov_7.19056	32900	34165	1266	1	No	0	GCA_003244275.1	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__QHCF01;g__QHCF01;s__QHCF01 sp003244275
metaerg.pl|10033	NODE_72_length_83848_cov_7.19056	34162	35268	1107	1	No	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|10034	NODE_72_length_83848_cov_7.19056	35365	37128	1764	1	YES	1	GCA_002923375.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__HRBIN33;s__HRBIN33 sp002923375
metaerg.pl|10037	NODE_72_length_83848_cov_7.19056	37146	37766	621	-1	YES	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10039	NODE_72_length_83848_cov_7.19056	37802	39598	1797	-1	YES	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10041	NODE_72_length_83848_cov_7.19056	39595	40953	1359	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10042	NODE_72_length_83848_cov_7.19056	40950	42242	1293	-1	No	2	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10044	NODE_72_length_83848_cov_7.19056	42449	44314	1866	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10045	NODE_72_length_83848_cov_7.19056	44400	44870	471	-1	No	0	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10046	NODE_72_length_83848_cov_7.19056	45354	45905	552	-1	No	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|10047	NODE_72_length_83848_cov_7.19056	46165	47205	1041	1	No	0	GCF_000171775.1	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__Gemmata;s__Gemmata obscuriglobus
metaerg.pl|10048	NODE_72_length_83848_cov_7.19056	47202	47870	669	1	No	5	GCA_003248075.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__SZUA-318;s__SZUA-318 sp003248075
metaerg.pl|10050	NODE_72_length_83848_cov_7.19056	47941	48435	495	-1	YES	0	GCA_002238605.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__BD2-11;s__BD2-11 sp002238605
metaerg.pl|10052	NODE_72_length_83848_cov_7.19056	48637	48894	258	1	No	0	GCA_002313925.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002313925
metaerg.pl|10053	NODE_72_length_83848_cov_7.19056	49106	50272	1167	1	YES	3	GCA_003242735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__RSA9;f__RSA9;g__RSA9;s__RSA9 sp003242735
metaerg.pl|10056	NODE_72_length_83848_cov_7.19056	50316	52154	1839	1	No	13	GCA_003251175.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-544;s__SZUA-544 sp003251175
metaerg.pl|10058	NODE_72_length_83848_cov_7.19056	52199	52789	591	1	No	5	GCA_003242735.1	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__RSA9;f__RSA9;g__RSA9;s__RSA9 sp003242735
metaerg.pl|10060	NODE_72_length_83848_cov_7.19056	52801	53145	345	1	No	3	GCA_002721615.1	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-2721615;s__GCA-2721615 sp002721615
metaerg.pl|10062	NODE_72_length_83848_cov_7.19056	53208	54098	891	1	No	7	GCA_001788395.1	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__UBA12499;s__UBA12499 sp001788395
