metaerg.pl|00012	K00789
metaerg.pl|10831	K02023
metaerg.pl|10831	K11962
metaerg.pl|10832	K02045
metaerg.pl|10832	K01996
metaerg.pl|10832	K06861
metaerg.pl|10832	K02071
metaerg.pl|10832	K02017
metaerg.pl|10832	K01997
metaerg.pl|10832	K05847
metaerg.pl|10832	K02010
metaerg.pl|10832	K02006
metaerg.pl|10832	K02052
metaerg.pl|10832	K11962
metaerg.pl|10832	K01990
metaerg.pl|10832	K02023
metaerg.pl|10832	K05816
metaerg.pl|10832	K01995
metaerg.pl|10832	K02049
metaerg.pl|10832	K01998
metaerg.pl|10832	K10111
metaerg.pl|10833	K00825
metaerg.pl|10834	K13479
metaerg.pl|10834	K00106
metaerg.pl|10834	K00087
metaerg.pl|10834	K11178
metaerg.pl|10834	K03519
metaerg.pl|10834	K03518
metaerg.pl|10834	K11177
metaerg.pl|10834	K13482
metaerg.pl|10834	K13481
metaerg.pl|10834	K04109
metaerg.pl|10835	K00087
metaerg.pl|10835	K00106
metaerg.pl|10835	K13483
metaerg.pl|10835	K13481
metaerg.pl|10835	K13480
metaerg.pl|10835	K13482
metaerg.pl|10835	K03518
metaerg.pl|10835	K20446
metaerg.pl|10836	K11178
metaerg.pl|10836	K03519
metaerg.pl|10836	K03520
metaerg.pl|10836	K00157
metaerg.pl|10836	K00087
metaerg.pl|10836	K00106
metaerg.pl|10836	K13481
metaerg.pl|10836	K03518
metaerg.pl|10836	K11177
metaerg.pl|10836	K13482
metaerg.pl|10836	K20447
metaerg.pl|10837	K11178
metaerg.pl|10837	K00157
metaerg.pl|10837	K03520
metaerg.pl|10837	K00106
metaerg.pl|10837	K00087
metaerg.pl|10837	K13481
metaerg.pl|10837	K03518
metaerg.pl|10837	K11177
metaerg.pl|10837	K13482
metaerg.pl|10837	K20448
metaerg.pl|10843	K00018
metaerg.pl|10843	K00058
metaerg.pl|10843	K00015
metaerg.pl|10844	K00616
metaerg.pl|10845	K00363
metaerg.pl|10845	K00362
metaerg.pl|10845	K00382
metaerg.pl|10845	K01008
metaerg.pl|10845	K00266
metaerg.pl|10845	K00529
metaerg.pl|10845	K00356
metaerg.pl|10845	K03885
metaerg.pl|10845	K00384
metaerg.pl|10845	K00383
metaerg.pl|10847	K11541
metaerg.pl|10847	K01571
metaerg.pl|10847	K01965
metaerg.pl|10847	K01941
metaerg.pl|10847	K01457
metaerg.pl|10847	K01955
metaerg.pl|10847	K01959
metaerg.pl|10847	K01966
metaerg.pl|10847	K01954
metaerg.pl|10847	K11540
metaerg.pl|10847	K08289
metaerg.pl|10847	K01968
metaerg.pl|10847	K01960
metaerg.pl|10847	K00609
metaerg.pl|10847	K01958
metaerg.pl|10847	K03416
metaerg.pl|10847	K14541
metaerg.pl|10847	K01964
metaerg.pl|10847	K00658
metaerg.pl|10847	K01956
metaerg.pl|10847	K11263
metaerg.pl|10853	K01571
metaerg.pl|10853	K01959
metaerg.pl|10853	K15036
metaerg.pl|10853	K01966
metaerg.pl|10853	K01963
metaerg.pl|10853	K03416
metaerg.pl|10853	K19312
metaerg.pl|10854	K03524
metaerg.pl|10855	K00249
metaerg.pl|10855	K11731
metaerg.pl|10855	K11538
metaerg.pl|10855	K08098
metaerg.pl|10855	K06446
metaerg.pl|10855	K00253
metaerg.pl|10855	K00248
metaerg.pl|10855	K11410
metaerg.pl|10855	K09478
metaerg.pl|10855	K00120
metaerg.pl|10855	K00232
metaerg.pl|10855	K00252
metaerg.pl|10855	K14448
metaerg.pl|10862	K14448
metaerg.pl|10862	K06446
metaerg.pl|10862	K00248
metaerg.pl|10862	K00253
metaerg.pl|10862	K11731
metaerg.pl|10862	K00249
metaerg.pl|10862	K20035
metaerg.pl|10868	K00710
metaerg.pl|10868	K00721
metaerg.pl|10868	K16870
metaerg.pl|10869	K00677
metaerg.pl|10869	K00640
metaerg.pl|10869	K00975
metaerg.pl|10869	K01840
metaerg.pl|10869	K04042
metaerg.pl|10869	K02536
metaerg.pl|10869	K11528
metaerg.pl|10869	K00966
metaerg.pl|10869	K00972
metaerg.pl|10872	K09691
metaerg.pl|10872	K01995
metaerg.pl|10872	K02006
metaerg.pl|10872	K02045
metaerg.pl|10872	K09693
metaerg.pl|10873	K00694
metaerg.pl|10876	K12234
metaerg.pl|10877	K11212
metaerg.pl|10878	K11779
metaerg.pl|10880	K18955
metaerg.pl|10881	K00698
metaerg.pl|10881	K12997
metaerg.pl|10892	K01840
metaerg.pl|10892	K01835
metaerg.pl|10892	K03431
metaerg.pl|10892	K00966
metaerg.pl|10893	K00762
metaerg.pl|10894	K05808
metaerg.pl|10895	K02482
metaerg.pl|10895	K02480
metaerg.pl|10895	K07653
metaerg.pl|10895	K07636
metaerg.pl|10895	K11527
metaerg.pl|10895	K10715
metaerg.pl|10895	K07678
metaerg.pl|10895	K02668
metaerg.pl|10895	K03388
metaerg.pl|10895	K07674
metaerg.pl|10895	K08479
metaerg.pl|10895	K10916
metaerg.pl|10895	K02489
metaerg.pl|10895	K07716
metaerg.pl|10895	K07710
metaerg.pl|10895	K12767
metaerg.pl|10895	K02486
metaerg.pl|10895	K11383
metaerg.pl|10895	K11617
metaerg.pl|10895	K04757
metaerg.pl|10895	K10125
metaerg.pl|10895	K11357
metaerg.pl|10895	K07647
metaerg.pl|10895	K07675
metaerg.pl|10895	K07717
metaerg.pl|10895	K01769
metaerg.pl|10895	K06379
metaerg.pl|10895	K07676
metaerg.pl|10895	K10681
metaerg.pl|10895	K07709
metaerg.pl|10895	K07644
metaerg.pl|10895	K07778
metaerg.pl|10895	K07768
metaerg.pl|10895	K02575
metaerg.pl|10895	K07711
metaerg.pl|10895	K07679
metaerg.pl|10895	K02478
metaerg.pl|10895	K07648
metaerg.pl|10895	K07651
metaerg.pl|10895	K07718
metaerg.pl|10895	K07654
metaerg.pl|10895	K07682
metaerg.pl|10895	K03407
metaerg.pl|10895	K07641
metaerg.pl|10895	K07646
metaerg.pl|10895	K07639
metaerg.pl|10895	K01120
metaerg.pl|10895	K07673
metaerg.pl|10895	K07652
metaerg.pl|10895	K07677
metaerg.pl|10895	K07708
metaerg.pl|10895	K10909
metaerg.pl|10895	K07704
metaerg.pl|10895	K01937
metaerg.pl|10895	K08282
metaerg.pl|10895	K11231
metaerg.pl|10895	K11711
metaerg.pl|10895	K07642
metaerg.pl|10895	K02484
metaerg.pl|10895	K11356
metaerg.pl|10895	K11640
metaerg.pl|10895	K07692
metaerg.pl|10896	K03070
metaerg.pl|10900	K03088
metaerg.pl|10902	K00356
metaerg.pl|10902	K01711
metaerg.pl|10902	K01784
metaerg.pl|10902	K03953
metaerg.pl|10902	K00329
metaerg.pl|10903	K00820
metaerg.pl|10906	K04757
metaerg.pl|10906	K06379
metaerg.pl|10906	K01769
metaerg.pl|10906	K07636
metaerg.pl|10906	K07653
metaerg.pl|10906	K02480
metaerg.pl|10906	K08801
metaerg.pl|10906	K02668
metaerg.pl|10906	K01768
metaerg.pl|10906	K08282
metaerg.pl|10906	K07642
metaerg.pl|10906	K02484
metaerg.pl|10906	K07654
metaerg.pl|10906	K07641
metaerg.pl|10906	K00936
metaerg.pl|10907	K18955
metaerg.pl|10909	K05367
metaerg.pl|10909	K08884
metaerg.pl|10909	K05366
metaerg.pl|10909	K08282
metaerg.pl|10909	K04478
metaerg.pl|10909	K12555
metaerg.pl|10909	K03587
metaerg.pl|10909	K05364
metaerg.pl|10909	K08384
metaerg.pl|10909	K05365
metaerg.pl|10909	K12556
metaerg.pl|10912	K01760
metaerg.pl|10912	K01739
metaerg.pl|10913	K10150
metaerg.pl|10913	K01738
metaerg.pl|10913	K12339
metaerg.pl|10913	K01733
metaerg.pl|10913	K01697
metaerg.pl|10913	K01754
metaerg.pl|10913	K13034
metaerg.pl|10915	K11527
metaerg.pl|10915	K10715
metaerg.pl|10915	K07678
metaerg.pl|10915	K02482
metaerg.pl|10915	K02480
metaerg.pl|10915	K07638
metaerg.pl|10915	K07653
metaerg.pl|10915	K07636
metaerg.pl|10915	K02489
metaerg.pl|10915	K07716
metaerg.pl|10915	K07710
metaerg.pl|10915	K01768
metaerg.pl|10915	K02668
metaerg.pl|10915	K03388
metaerg.pl|10915	K08479
metaerg.pl|10915	K10916
metaerg.pl|10915	K07647
metaerg.pl|10915	K07675
metaerg.pl|10915	K07717
metaerg.pl|10915	K12767
metaerg.pl|10915	K02486
metaerg.pl|10915	K13761
metaerg.pl|10915	K11383
metaerg.pl|10915	K04757
metaerg.pl|10915	K10125
metaerg.pl|10915	K11357
metaerg.pl|10915	K07709
metaerg.pl|10915	K07644
metaerg.pl|10915	K07650
metaerg.pl|10915	K06379
metaerg.pl|10915	K10681
metaerg.pl|10915	K07676
metaerg.pl|10915	K07679
metaerg.pl|10915	K02478
metaerg.pl|10915	K07648
metaerg.pl|10915	K07651
metaerg.pl|10915	K07718
metaerg.pl|10915	K07778
metaerg.pl|10915	K11354
metaerg.pl|10915	K07768
metaerg.pl|10915	K00873
metaerg.pl|10915	K07711
metaerg.pl|10915	K07641
metaerg.pl|10915	K07646
metaerg.pl|10915	K07639
metaerg.pl|10915	K08475
metaerg.pl|10915	K07673
metaerg.pl|10915	K01120
metaerg.pl|10915	K07652
metaerg.pl|10915	K07654
metaerg.pl|10915	K07682
metaerg.pl|10915	K03407
metaerg.pl|10915	K07637
metaerg.pl|10915	K11231
metaerg.pl|10915	K02491
metaerg.pl|10915	K13490
metaerg.pl|10915	K07708
metaerg.pl|10915	K07645
metaerg.pl|10915	K07677
metaerg.pl|10915	K10909
metaerg.pl|10915	K07704
metaerg.pl|10915	K08282
metaerg.pl|10915	K00760
metaerg.pl|10915	K02484
metaerg.pl|10915	K11356
metaerg.pl|10915	K11640
metaerg.pl|10915	K11711
metaerg.pl|10915	K07642
metaerg.pl|10915	K02488
metaerg.pl|10916	K01887
metaerg.pl|10917	K01586
metaerg.pl|10917	K12526
metaerg.pl|10917	K01581
metaerg.pl|10919	K01711
metaerg.pl|10919	K00356
metaerg.pl|10919	K00329
metaerg.pl|10919	K03953
metaerg.pl|10920	K01265
metaerg.pl|10921	K00940
metaerg.pl|10922	K06861
metaerg.pl|10922	K02071
metaerg.pl|10922	K01996
metaerg.pl|10922	K02045
metaerg.pl|10922	K02006
metaerg.pl|10922	K02052
metaerg.pl|10922	K02010
metaerg.pl|10922	K05847
metaerg.pl|10922	K01997
metaerg.pl|10922	K02023
metaerg.pl|10922	K01990
metaerg.pl|10922	K01998
metaerg.pl|10922	K02031
metaerg.pl|10922	K02049
metaerg.pl|10922	K01995
metaerg.pl|10922	K09687
metaerg.pl|10922	K02013
metaerg.pl|10922	K06158
metaerg.pl|10923	K05595
metaerg.pl|10925	K06985
metaerg.pl|10927	K02339
metaerg.pl|10928	K01259
metaerg.pl|10928	K01255
metaerg.pl|10928	K11142
metaerg.pl|10929	K11720
metaerg.pl|10929	K07091
metaerg.pl|10931	K11720
metaerg.pl|10937	K00097
metaerg.pl|10938	K02528
metaerg.pl|10940	K02493
metaerg.pl|10941	K02835
metaerg.pl|10944	K01480
metaerg.pl|10944	K12255
metaerg.pl|10945	K01480
metaerg.pl|10946	K01451
metaerg.pl|10946	K13048
metaerg.pl|10947	K02428
metaerg.pl|10947	K04765
metaerg.pl|10948	K02012
metaerg.pl|10950	K01998
metaerg.pl|10950	K02049
metaerg.pl|10950	K01995
metaerg.pl|10950	K09687
metaerg.pl|10950	K02013
metaerg.pl|10950	K02023
metaerg.pl|10950	K01990
metaerg.pl|10950	K02052
metaerg.pl|10950	K02006
metaerg.pl|10950	K02010
metaerg.pl|10950	K09817
metaerg.pl|10950	K01997
metaerg.pl|10950	K02032
metaerg.pl|10950	K02017
metaerg.pl|10950	K06861
metaerg.pl|10950	K01996
metaerg.pl|10950	K02045
metaerg.pl|10950	K15738
metaerg.pl|10952	K12267
metaerg.pl|10952	K07305
metaerg.pl|10952	K07304
metaerg.pl|10958	K02911
metaerg.pl|10959	K03621
metaerg.pl|10960	K00648
metaerg.pl|10961	K04764
metaerg.pl|10964	K01494
metaerg.pl|10966	K06024
metaerg.pl|10967	K05896
metaerg.pl|10968	K01207
metaerg.pl|10971	K01887
metaerg.pl|10972	K01129
metaerg.pl|10973	K15724
metaerg.pl|10974	K10772
metaerg.pl|10974	K01741
metaerg.pl|10975	K00480
metaerg.pl|10978	K06204
metaerg.pl|10988	K06969
metaerg.pl|10991	K01690
metaerg.pl|10992	K03799
metaerg.pl|10994	K07393
metaerg.pl|11000	K13767
metaerg.pl|11000	K13816
metaerg.pl|11000	K15016
metaerg.pl|11000	K07516
metaerg.pl|11000	K01782
metaerg.pl|11000	K00022
metaerg.pl|11000	K01692
metaerg.pl|11000	K07511
metaerg.pl|11000	K07515
metaerg.pl|11000	K01825
metaerg.pl|11000	K10527
metaerg.pl|11000	K07514
metaerg.pl|11001	K07550
metaerg.pl|11001	K00626
metaerg.pl|11001	K07509
metaerg.pl|11001	K00632
metaerg.pl|11001	K02615
metaerg.pl|11001	K07513
metaerg.pl|11001	K07508
metaerg.pl|11002	K14448
metaerg.pl|11002	K06446
metaerg.pl|11002	K00248
metaerg.pl|11002	K00249
metaerg.pl|11002	K06445
metaerg.pl|11007	K00627
metaerg.pl|11008	K11690
metaerg.pl|11014	K17950
metaerg.pl|11015	K21645
metaerg.pl|11018	K01239
metaerg.pl|11024	K01802
metaerg.pl|11026	K01802
metaerg.pl|11027	K00927
metaerg.pl|11030	K01623
metaerg.pl|11030	K11645
metaerg.pl|11034	K00004
metaerg.pl|11034	K00102
metaerg.pl|11036	K05896
metaerg.pl|11037	K06024
metaerg.pl|11038	K01286
metaerg.pl|11038	K07258
metaerg.pl|11040	K01000
metaerg.pl|11042	K03588
metaerg.pl|11044	K02563
metaerg.pl|11044	K07441
metaerg.pl|11044	K07432
metaerg.pl|11045	K01885
metaerg.pl|11049	K06878
metaerg.pl|11052	K00845
metaerg.pl|11059	K02899
metaerg.pl|11063	K02939
metaerg.pl|11064	K03797
metaerg.pl|11067	K01883
metaerg.pl|11068	K02314
metaerg.pl|11069	K06187
metaerg.pl|11070	K02888
metaerg.pl|11077	K03177
metaerg.pl|11096	K00599
metaerg.pl|11097	K02469
metaerg.pl|11101	K00962
metaerg.pl|11101	K03049
metaerg.pl|11101	K03022
metaerg.pl|11101	K12818
metaerg.pl|11102	K01056
metaerg.pl|11103	K03100
metaerg.pl|11105	K01892
metaerg.pl|11107	K03590
metaerg.pl|11108	K03531
metaerg.pl|11112	K00384
metaerg.pl|11112	K03388
metaerg.pl|11112	K00383
metaerg.pl|11112	K00266
metaerg.pl|11112	K00382
metaerg.pl|11112	K00362
metaerg.pl|11112	K00302
metaerg.pl|11112	K03387
metaerg.pl|11116	K04854
metaerg.pl|11120	K01929
metaerg.pl|11121	K12556
metaerg.pl|11121	K08384
metaerg.pl|11121	K05364
metaerg.pl|11121	K03587
metaerg.pl|11121	K08282
metaerg.pl|11121	K08884
metaerg.pl|11125	K03438
metaerg.pl|11126	K03925
metaerg.pl|11127	K04567
metaerg.pl|11128	K03624
metaerg.pl|11129	K03587
metaerg.pl|11129	K12556
metaerg.pl|11129	K08384
metaerg.pl|11129	K05364
metaerg.pl|11129	K08884
metaerg.pl|11134	K03569
metaerg.pl|11135	K01881
metaerg.pl|11136	K11749
metaerg.pl|11139	K02838
metaerg.pl|11140	K02343
metaerg.pl|11140	K02340
metaerg.pl|11140	K02341
metaerg.pl|11144	K03569
metaerg.pl|11145	K00619
metaerg.pl|11145	K01486
metaerg.pl|11145	K00012
metaerg.pl|11145	K00891
metaerg.pl|11145	K00558
metaerg.pl|11145	K00790
metaerg.pl|11145	K00517
metaerg.pl|11147	K01462
metaerg.pl|11148	K00604
metaerg.pl|11154	K00282
metaerg.pl|11154	K00314
metaerg.pl|11154	K00302
metaerg.pl|11154	K00605
metaerg.pl|11155	K02437
metaerg.pl|11156	K00283
metaerg.pl|11156	K00281
metaerg.pl|11156	K00282
metaerg.pl|11159	K09571
metaerg.pl|11159	K01768
metaerg.pl|11159	K09574
metaerg.pl|11159	K04460
metaerg.pl|11159	K01090
metaerg.pl|11159	K01802
metaerg.pl|11159	K09667
metaerg.pl|11159	K08884
metaerg.pl|11159	K03040
metaerg.pl|11159	K05864
metaerg.pl|11163	K01265
metaerg.pl|11164	K13016
metaerg.pl|11164	K00078
metaerg.pl|11165	K00529
metaerg.pl|11165	K00366
metaerg.pl|11169	K03100
metaerg.pl|11175	K04372
metaerg.pl|11175	K04443
metaerg.pl|11175	K07675
metaerg.pl|11175	K02178
metaerg.pl|11175	K04688
metaerg.pl|11175	K02486
metaerg.pl|11175	K13303
metaerg.pl|11175	K05688
metaerg.pl|11175	K13304
metaerg.pl|11175	K01768
metaerg.pl|11175	K08286
metaerg.pl|11175	K08809
metaerg.pl|11175	K04373
metaerg.pl|11175	K08792
metaerg.pl|11175	K05098
metaerg.pl|11175	K05097
metaerg.pl|11175	K05096
metaerg.pl|11175	K02480
metaerg.pl|11175	K04445
metaerg.pl|11175	K08790
metaerg.pl|11175	K04444
metaerg.pl|11175	K08282
metaerg.pl|11175	K07673
metaerg.pl|11175	K11265
metaerg.pl|11175	K07682
metaerg.pl|11175	K13302
metaerg.pl|11175	K03407
metaerg.pl|11175	K04442
metaerg.pl|11175	K11623
metaerg.pl|11175	K07683
metaerg.pl|11175	K07778
metaerg.pl|11175	K08810
metaerg.pl|11175	K08884
metaerg.pl|11176	K02053
metaerg.pl|11176	K02011
metaerg.pl|11176	K11074
metaerg.pl|11178	K00712
metaerg.pl|11178	K00749
metaerg.pl|11178	K13677
metaerg.pl|11178	K03867
metaerg.pl|11178	K13668
metaerg.pl|11178	K00703
metaerg.pl|11178	K03844
metaerg.pl|11178	K02844
metaerg.pl|11181	K00428
metaerg.pl|11185	K01448
metaerg.pl|11188	K02010
metaerg.pl|11188	K02006
metaerg.pl|11188	K02071
metaerg.pl|11188	K06861
metaerg.pl|11188	K01996
metaerg.pl|11188	K02045
metaerg.pl|11188	K01995
metaerg.pl|11188	K10111
metaerg.pl|11193	K09510
metaerg.pl|11193	K00428
metaerg.pl|11193	K00122
metaerg.pl|11193	K05516
metaerg.pl|11194	K04043
metaerg.pl|11205	K03388
metaerg.pl|11213	K00005
metaerg.pl|11214	K14261
metaerg.pl|11214	K01760
metaerg.pl|11214	K00821
metaerg.pl|11214	K00842
metaerg.pl|11214	K10907
metaerg.pl|11214	K00837
metaerg.pl|11214	K10206
metaerg.pl|11214	K14155
metaerg.pl|11214	K00825
metaerg.pl|11220	K00134
metaerg.pl|11220	K10705
metaerg.pl|11221	K08222
metaerg.pl|11221	K08219
metaerg.pl|11221	K08217
metaerg.pl|11223	K03325
metaerg.pl|11225	K11811
metaerg.pl|11226	K03394
metaerg.pl|11227	K06042
metaerg.pl|11228	K00441
metaerg.pl|11228	K11181
metaerg.pl|11228	K00362
metaerg.pl|11228	K00392
metaerg.pl|11228	K00366
metaerg.pl|11228	K00381
metaerg.pl|11228	K11180
metaerg.pl|11229	K00595
metaerg.pl|11231	K00695
metaerg.pl|11231	K12989
metaerg.pl|11232	K03731
metaerg.pl|11232	K05344
metaerg.pl|11232	K01838
metaerg.pl|11232	K00691
metaerg.pl|11232	K01194
metaerg.pl|11232	K10231
metaerg.pl|11233	K01665
metaerg.pl|11233	K01664
metaerg.pl|11233	K03342
metaerg.pl|11233	K02619
metaerg.pl|11233	K01657
metaerg.pl|11233	K01656
metaerg.pl|11233	K01663
metaerg.pl|11233	K13950
metaerg.pl|11233	K13497
metaerg.pl|11233	K01658
metaerg.pl|11233	K13501
metaerg.pl|11233	K02552
metaerg.pl|11234	K00810
metaerg.pl|11234	K03179
metaerg.pl|11234	K02548
metaerg.pl|11234	K23094
metaerg.pl|11236	K02549
metaerg.pl|11237	K01904
metaerg.pl|11237	K01909
metaerg.pl|11237	K01652
metaerg.pl|11237	K01897
metaerg.pl|11237	K00143
metaerg.pl|11237	K05939
metaerg.pl|11237	K01586
metaerg.pl|11237	K01779
metaerg.pl|11237	K00992
metaerg.pl|11237	K02364
metaerg.pl|11238	K12073
metaerg.pl|11240	K00899
metaerg.pl|11246	K01251
metaerg.pl|11249	K00383
metaerg.pl|11252	K03403
metaerg.pl|11255	K11731
metaerg.pl|11255	K00249
metaerg.pl|11255	K14448
metaerg.pl|11255	K00252
metaerg.pl|11255	K09478
metaerg.pl|11255	K00253
metaerg.pl|11255	K11410
metaerg.pl|11255	K00248
metaerg.pl|11255	K06446
metaerg.pl|11255	K18244
metaerg.pl|11256	K00120
metaerg.pl|11256	K08325
metaerg.pl|11257	K02010
metaerg.pl|11257	K05847
metaerg.pl|11257	K02006
metaerg.pl|11257	K02052
metaerg.pl|11257	K02017
metaerg.pl|11257	K06861
metaerg.pl|11257	K02071
metaerg.pl|11257	K01996
metaerg.pl|11257	K02045
metaerg.pl|11257	K11072
metaerg.pl|11257	K01995
metaerg.pl|11257	K02049
metaerg.pl|11257	K10111
metaerg.pl|11257	K02023
metaerg.pl|11257	K02000
metaerg.pl|11270	K03771
metaerg.pl|11280	K02482
metaerg.pl|11280	K02480
metaerg.pl|11280	K07638
metaerg.pl|11280	K07653
metaerg.pl|11280	K07636
metaerg.pl|11280	K11527
metaerg.pl|11280	K07678
metaerg.pl|11280	K10715
metaerg.pl|11280	K02668
metaerg.pl|11280	K03388
metaerg.pl|11280	K08479
metaerg.pl|11280	K10916
metaerg.pl|11280	K02489
metaerg.pl|11280	K07716
metaerg.pl|11280	K07640
metaerg.pl|11280	K07710
metaerg.pl|11280	K01768
metaerg.pl|11280	K13761
metaerg.pl|11280	K11383
metaerg.pl|11280	K02486
metaerg.pl|11280	K12767
metaerg.pl|11280	K04757
metaerg.pl|11280	K11357
metaerg.pl|11280	K10125
metaerg.pl|11280	K07647
metaerg.pl|11280	K07717
metaerg.pl|11280	K07675
metaerg.pl|11280	K07650
metaerg.pl|11280	K07676
metaerg.pl|11280	K10681
metaerg.pl|11280	K06379
metaerg.pl|11280	K07709
metaerg.pl|11280	K07644
metaerg.pl|11280	K11354
metaerg.pl|11280	K07778
metaerg.pl|11280	K02575
metaerg.pl|11280	K07768
metaerg.pl|11280	K08884
metaerg.pl|11280	K07711
metaerg.pl|11280	K02478
metaerg.pl|11280	K07679
metaerg.pl|11280	K07648
metaerg.pl|11280	K07651
metaerg.pl|11280	K07718
metaerg.pl|11280	K07654
metaerg.pl|11280	K07682
metaerg.pl|11280	K03407
metaerg.pl|11280	K07637
metaerg.pl|11280	K07646
metaerg.pl|11280	K07641
metaerg.pl|11280	K07673
metaerg.pl|11280	K01120
metaerg.pl|11280	K08475
metaerg.pl|11280	K07639
metaerg.pl|11280	K07652
metaerg.pl|11280	K07708
metaerg.pl|11280	K07677
metaerg.pl|11280	K10909
metaerg.pl|11280	K07704
metaerg.pl|11280	K08282
metaerg.pl|11280	K01937
metaerg.pl|11280	K11231
metaerg.pl|11280	K11711
metaerg.pl|11280	K07642
metaerg.pl|11280	K00760
metaerg.pl|11280	K02484
metaerg.pl|11280	K11356
metaerg.pl|11280	K11640
metaerg.pl|11280	K07657
metaerg.pl|11281	K02480
metaerg.pl|11281	K14489
metaerg.pl|11281	K08801
metaerg.pl|11281	K02482
metaerg.pl|11281	K07636
metaerg.pl|11281	K07653
metaerg.pl|11281	K07638
metaerg.pl|11281	K13587
metaerg.pl|11281	K02030
metaerg.pl|11281	K11527
metaerg.pl|11281	K07655
metaerg.pl|11281	K07678
metaerg.pl|11281	K10715
metaerg.pl|11281	K03388
metaerg.pl|11281	K02668
metaerg.pl|11281	K10916
metaerg.pl|11281	K08479
metaerg.pl|11281	K07674
metaerg.pl|11281	K07716
metaerg.pl|11281	K02489
metaerg.pl|11281	K07697
metaerg.pl|11281	K01768
metaerg.pl|11281	K07656
metaerg.pl|11281	K07710
metaerg.pl|11281	K07640
metaerg.pl|11281	K11520
metaerg.pl|11281	K14509
metaerg.pl|11281	K07769
metaerg.pl|11281	K02486
metaerg.pl|11281	K11383
metaerg.pl|11281	K12767
metaerg.pl|11281	K11357
metaerg.pl|11281	K10125
metaerg.pl|11281	K11629
metaerg.pl|11281	K04757
metaerg.pl|11281	K10942
metaerg.pl|11281	K13040
metaerg.pl|11281	K07647
metaerg.pl|11281	K07717
metaerg.pl|11281	K07675
metaerg.pl|11281	K01769
metaerg.pl|11281	K10681
metaerg.pl|11281	K07676
metaerg.pl|11281	K06379
metaerg.pl|11281	K07650
metaerg.pl|11281	K13532
metaerg.pl|11281	K07709
metaerg.pl|11281	K07644
metaerg.pl|11281	K11633
metaerg.pl|11281	K07768
metaerg.pl|11281	K11354
metaerg.pl|11281	K07778
metaerg.pl|11281	K11328
metaerg.pl|11281	K13533
metaerg.pl|11281	K08884
metaerg.pl|11281	K07711
metaerg.pl|11281	K00873
metaerg.pl|11281	K07648
metaerg.pl|11281	K02478
metaerg.pl|11281	K07679
metaerg.pl|11281	K07698
metaerg.pl|11281	K07718
metaerg.pl|11281	K07651
metaerg.pl|11281	K07777
metaerg.pl|11281	K00936
metaerg.pl|11281	K07682
metaerg.pl|11281	K07649
metaerg.pl|11281	K07654
metaerg.pl|11281	K07637
metaerg.pl|11281	K03407
metaerg.pl|11281	K07673
metaerg.pl|11281	K08475
metaerg.pl|11281	K07639
metaerg.pl|11281	K07646
metaerg.pl|11281	K07641
metaerg.pl|11281	K13598
metaerg.pl|11281	K07652
metaerg.pl|11281	K07677
metaerg.pl|11281	K07708
metaerg.pl|11281	K07645
metaerg.pl|11281	K08282
metaerg.pl|11281	K07704
metaerg.pl|11281	K10909
metaerg.pl|11281	K11231
metaerg.pl|11281	K07643
metaerg.pl|11281	K02491
metaerg.pl|11281	K11711
metaerg.pl|11281	K07642
metaerg.pl|11281	K02484
metaerg.pl|11281	K11640
metaerg.pl|11281	K11356
metaerg.pl|11285	K07402
metaerg.pl|11285	K00087
metaerg.pl|11286	K02536
metaerg.pl|11286	K04042
metaerg.pl|11286	K11528
metaerg.pl|11287	K01483
metaerg.pl|11288	K02340
metaerg.pl|11291	K05847
metaerg.pl|11291	K00974
metaerg.pl|11295	K00558
metaerg.pl|11296	K00821
metaerg.pl|11296	K00818
metaerg.pl|11296	K05830
metaerg.pl|11297	K02030
metaerg.pl|11297	K10716
metaerg.pl|11302	K09472
metaerg.pl|11302	K14085
metaerg.pl|11302	K00294
metaerg.pl|11302	K00151
metaerg.pl|11302	K00128
metaerg.pl|11302	K13821
metaerg.pl|11302	K10217
metaerg.pl|11302	K00130
metaerg.pl|11302	K00318
metaerg.pl|11302	K00155
metaerg.pl|11304	K09810
metaerg.pl|11304	K11072
metaerg.pl|11304	K02068
metaerg.pl|11304	K02045
metaerg.pl|11304	K06861
metaerg.pl|11304	K02071
metaerg.pl|11304	K01996
metaerg.pl|11304	K11084
metaerg.pl|11304	K02032
metaerg.pl|11304	K02017
metaerg.pl|11304	K02010
metaerg.pl|11304	K05847
metaerg.pl|11304	K01997
metaerg.pl|11304	K02003
metaerg.pl|11304	K02004
metaerg.pl|11304	K02006
metaerg.pl|11304	K02052
metaerg.pl|11304	K02000
metaerg.pl|11304	K11962
metaerg.pl|11304	K09812
metaerg.pl|11304	K01990
metaerg.pl|11304	K10000
metaerg.pl|11304	K02023
metaerg.pl|11304	K02018
metaerg.pl|11304	K10235
metaerg.pl|11304	K05816
metaerg.pl|11304	K11076
metaerg.pl|11304	K02049
metaerg.pl|11304	K01995
metaerg.pl|11304	K02065
metaerg.pl|11304	K10111
metaerg.pl|11304	K10112
metaerg.pl|11304	K01998
metaerg.pl|11304	K02031
metaerg.pl|11305	K02004
metaerg.pl|11311	K20024
metaerg.pl|11317	K01120
metaerg.pl|11317	K03651
metaerg.pl|11319	K08884
metaerg.pl|11321	K00712
metaerg.pl|11321	K12989
metaerg.pl|11321	K00749
