metaerg.pl|00012	2.5.1.6
metaerg.pl|08502	2.4.2.22
metaerg.pl|08503	3.2.1.52
metaerg.pl|08506	3.4.21.88
metaerg.pl|08509	3.5.1.10
metaerg.pl|08510	3.1.-.-
metaerg.pl|08511	2.8.1.12
metaerg.pl|08516	2.4.2.9
metaerg.pl|08517	3.2.2.27
metaerg.pl|08518	2.4.2.22
metaerg.pl|08519	2.4.2.7
metaerg.pl|08522	2.5.1.9
metaerg.pl|08523	3.6.3.-
metaerg.pl|08532	4.2.1.2
metaerg.pl|08537	6.3.3.1
metaerg.pl|08538	2.1.2.2
metaerg.pl|08539	3.5.4.13
metaerg.pl|08543	2.1.1.107
metaerg.pl|08543	1.3.1.76
metaerg.pl|08543	4.99.1.4
metaerg.pl|08545	4.2.1.96
metaerg.pl|08546	2.6.1.57
metaerg.pl|08553	2.5.1.-
metaerg.pl|08553	4.2.99.-
metaerg.pl|08554	2.4.2.14
metaerg.pl|08560	6.3.2.12
metaerg.pl|08560	6.3.2.-
metaerg.pl|08561	2.1.3.15
metaerg.pl|08561	6.4.1.2
metaerg.pl|08562	4.2.1.20
metaerg.pl|08563	4.2.1.20
metaerg.pl|08564	5.3.1.24
metaerg.pl|08565	5.4.99.12
metaerg.pl|08569	1.2.1.11
metaerg.pl|08570	1.1.1.85
metaerg.pl|08571	6.1.1.1
metaerg.pl|08577	3.1.3.15
metaerg.pl|08582	2.8.1.7
metaerg.pl|08583	2.8.1.4
metaerg.pl|08584	3.5.-.-
metaerg.pl|08585	2.7.1.23
metaerg.pl|08586	3.4.21.-
metaerg.pl|08586	3.4.-.-
metaerg.pl|08591	1.11.1.15
metaerg.pl|08593	2.7.2.1
metaerg.pl|08595	1.-.-.-
metaerg.pl|08596	3.4.13.-
metaerg.pl|08602	3.1.-.-
metaerg.pl|08603	2.7.7.7
metaerg.pl|08604	1.1.1.38
metaerg.pl|08606	2.1.3.15
metaerg.pl|08606	6.4.1.2
metaerg.pl|08607	2.1.3.15
metaerg.pl|08607	6.4.1.2
metaerg.pl|08608	2.7.1.11
metaerg.pl|08609	2.7.1.40
metaerg.pl|08614	2.3.3.16
metaerg.pl|08615	1.1.1.42
metaerg.pl|08616	1.1.1.37
metaerg.pl|08620	2.7.13.3
metaerg.pl|08624	2.7.7.7
metaerg.pl|08625	3.2.2.23
metaerg.pl|08626	2.7.1.24
metaerg.pl|08627	1.2.1.59
metaerg.pl|08627	1.2.1.-
metaerg.pl|08629	4.1.1.50
metaerg.pl|08634	1.21.98.1
metaerg.pl|08635	6.1.1.3
metaerg.pl|08646	3.4.11.-
metaerg.pl|08649	2.1.1.-
metaerg.pl|08650	6.1.1.20
metaerg.pl|08651	6.1.1.20
metaerg.pl|08652	3.1.26.4
metaerg.pl|08656	2.7.7.7
metaerg.pl|08656	3.1.11.1
metaerg.pl|08657	3.1.-.-
metaerg.pl|08660	6.2.1.3
metaerg.pl|08661	6.2.1.3
metaerg.pl|08663	4.2.1.17
metaerg.pl|08666	7.1.1.7
metaerg.pl|08673	2.7.8.-
metaerg.pl|08677	2.6.1.42
metaerg.pl|08682	1.14.19.-
metaerg.pl|08684	1.1.5.-
metaerg.pl|08686	1.17.99.6
metaerg.pl|08686	1.-.-.-
metaerg.pl|08688	2.4.1.129
metaerg.pl|08688	2.4.2.-
metaerg.pl|08690	1.4.1.13
metaerg.pl|08695	1.4.1.13
metaerg.pl|08696	3.6.1.27
metaerg.pl|08700	7.1.2.2
metaerg.pl|08700	3.6.3.14
metaerg.pl|08739	3.6.3.-
metaerg.pl|08746	3.2.1.55
metaerg.pl|08749	1.1.1.18
metaerg.pl|08766	4.2.1.6
metaerg.pl|08767	1.-.-.-
metaerg.pl|08774	2.3.1.234
metaerg.pl|08775	1.1.1.94
metaerg.pl|08782	3.3.1.1
metaerg.pl|08786	3.1.13.5
metaerg.pl|08787	5.3.1.13
metaerg.pl|08800	2.7.7.9
metaerg.pl|08801	2.7.7.38
metaerg.pl|08802	3.1.3.7
metaerg.pl|08809	1.4.1.4
metaerg.pl|08814	2.7.8.-
metaerg.pl|08823	1.9.3.1
metaerg.pl|08825	1.10.3.-
metaerg.pl|08832	2.7.1.26
metaerg.pl|08832	2.7.7.2
metaerg.pl|08832	2.7.1.26 2.7.7.2
metaerg.pl|08833	4.2.1.119
metaerg.pl|08835	3.6.1.1
metaerg.pl|08843	5.4.99.18
metaerg.pl|08843	4.1.1.21
metaerg.pl|08844	6.3.4.18
metaerg.pl|08844	4.1.1.21
metaerg.pl|08848	1.8.1.9
metaerg.pl|08876	2.8.3.5
metaerg.pl|08876	2.8.3.-
metaerg.pl|08877	2.8.3.5
metaerg.pl|08877	2.8.3.-
metaerg.pl|08879	5.6.2.2
metaerg.pl|08879	5.99.1.2
metaerg.pl|08881	3.4.-.-
metaerg.pl|08882	1.9.3.1
metaerg.pl|08885	2.5.1.141
metaerg.pl|08885	2.5.1.-
metaerg.pl|08891	1.9.3.1
metaerg.pl|08895	4.2.3.1
metaerg.pl|08896	3.4.24.-
metaerg.pl|08898	1.1.99.39
metaerg.pl|08906	1.5.5.1
metaerg.pl|08909	2.7.1.148
metaerg.pl|08910	2.5.1.90
metaerg.pl|08913	4.2.99.18
metaerg.pl|08914	2.7.1.-
metaerg.pl|08917	3.4.24.-
metaerg.pl|08920	1.1.1.95
metaerg.pl|08921	2.6.1.52
metaerg.pl|08922	3.1.3.3
metaerg.pl|08923	3.5.1.32
metaerg.pl|08938	1.2.1.2
metaerg.pl|08948	6.1.1.11
metaerg.pl|08959	4.1.1.48
metaerg.pl|08960	2.4.2.18
metaerg.pl|08961	4.1.3.27
metaerg.pl|08962	1.17.1.9
metaerg.pl|08962	1.2.1.2
metaerg.pl|08967	4.1.3.27
metaerg.pl|08968	3.1.3.18
metaerg.pl|08969	1.6.99.3
metaerg.pl|08970	5.1.3.1
metaerg.pl|08977	7.3.2.3
metaerg.pl|08977	3.6.3.25
metaerg.pl|08978	1.14.11.33
metaerg.pl|08979	3.4.13.-
metaerg.pl|08981	6.3.2.47
metaerg.pl|08985	2.1.1.320
metaerg.pl|08987	2.5.1.47
metaerg.pl|08991	2.1.1.n11
metaerg.pl|08991	2.1.1.63
metaerg.pl|08998	2.1.1.67
metaerg.pl|09005	2.1.1.-
metaerg.pl|09009	3.1.1.32
metaerg.pl|09028	3.6.3.31
metaerg.pl|09031	1.11.1.15
metaerg.pl|09032	1.8.1.-
metaerg.pl|09033	2.3.1.-
metaerg.pl|09036	4.2.3.5
metaerg.pl|09037	2.1.1.298
metaerg.pl|09037	2.1.1.-
metaerg.pl|09038	3.1.-.-
metaerg.pl|09040	3.1.-.-
metaerg.pl|09044	3.1.1.1
metaerg.pl|09057	1.1.1.42
metaerg.pl|09059	3.5.1.3
metaerg.pl|09060	3.4.21.88
metaerg.pl|09069	4.2.1.96
metaerg.pl|09070	1.14.16.1
metaerg.pl|09072	4.1.3.30
metaerg.pl|09073	2.3.3.5
metaerg.pl|09090	1.11.1.15
metaerg.pl|09091	1.11.1.15
metaerg.pl|09098	1.3.99.-
metaerg.pl|09101	2.1.1.166
metaerg.pl|09102	3.4.24.-
metaerg.pl|09104	2.5.1.15
metaerg.pl|09105	5.4.2.10
metaerg.pl|09106	1.14.11.-
metaerg.pl|09108	3.1.11.6
metaerg.pl|09109	2.4.1.-
metaerg.pl|09110	3.5.-.-
metaerg.pl|09123	2.7.-.-
metaerg.pl|09130	3.4.19.-
metaerg.pl|09130	3.4.19.5
metaerg.pl|09131	3.1.3.11
metaerg.pl|09139	3.6.4.13
metaerg.pl|09165	2.4.99.17
metaerg.pl|09166	3.6.4.12
metaerg.pl|09167	3.6.4.12
metaerg.pl|09168	3.1.22.4
metaerg.pl|09172	6.3.2.4
metaerg.pl|09173	4.2.1.22
metaerg.pl|09177	3.2.2.15
metaerg.pl|09182	6.5.1.1
metaerg.pl|09185	1.11.1.6
metaerg.pl|09190	2.5.1.140
metaerg.pl|09197	1.11.2.4
metaerg.pl|09199	2.4.1.1
metaerg.pl|09202	3.2.1.-
metaerg.pl|09203	5.4.99.15
metaerg.pl|09204	3.2.1.141
metaerg.pl|09205	2.4.1.18
metaerg.pl|09206	2.4.1.25
metaerg.pl|09207	5.4.99.16
metaerg.pl|09208	2.4.99.16
metaerg.pl|09211	2.4.2.53
metaerg.pl|09216	2.4.2.45
metaerg.pl|09220	1.-.-.-
metaerg.pl|09221	1.1.98.3
metaerg.pl|09222	1.1.1.284
metaerg.pl|09228	2.4.1.15
metaerg.pl|09230	1.1.98.2
metaerg.pl|09230	1.-.-.-
metaerg.pl|09231	3.2.1.28
metaerg.pl|09238	3.1.3.27
metaerg.pl|09248	1.1.1.42
metaerg.pl|09249	2.5.1.47
metaerg.pl|09258	6.2.1.3
metaerg.pl|09266	4.2.1.17
metaerg.pl|09267	4.2.1.17
metaerg.pl|09270	2.3.2.2
metaerg.pl|09279	1.11.1.9
metaerg.pl|09282	3.5.1.98
metaerg.pl|09286	4.2.1.11
metaerg.pl|09293	6.1.1.7
metaerg.pl|09298	2.5.1.-
metaerg.pl|09317	4.1.99.13
metaerg.pl|09318	1.1.1.362
metaerg.pl|09320	1.5.1.49
metaerg.pl|09333	7.4.2.10
metaerg.pl|09333	3.6.3.24
metaerg.pl|09334	2.7.7.27
metaerg.pl|09335	2.4.1.21
metaerg.pl|09336	3.2.1.-
metaerg.pl|09337	2.4.1.25
metaerg.pl|09338	5.4.2.2
metaerg.pl|09341	2.7.7.7
metaerg.pl|09342	4.1.1.37
metaerg.pl|09343	6.6.1.2
metaerg.pl|09348	6.6.1.2
metaerg.pl|09349	5.3.3.2
metaerg.pl|09350	1.3.1.83
metaerg.pl|09350	1.3.1.-
metaerg.pl|09353	2.5.1.-
metaerg.pl|09357	7.1.1.1
metaerg.pl|09359	7.1.1.1
metaerg.pl|09359	1.6.1.2
metaerg.pl|09361	2.7.4.1
metaerg.pl|09370	1.1.98.3
metaerg.pl|09371	1.1.1.62
metaerg.pl|09382	3.2.1.52
metaerg.pl|09392	3.6.4.-
metaerg.pl|09392	3.6.1.-
metaerg.pl|09420	2.4.1.13
metaerg.pl|09427	2.1.1.107
metaerg.pl|09428	2.1.1.-
metaerg.pl|09430	1.14.13.232
metaerg.pl|09434	5.4.99.-
metaerg.pl|09439	4.-.-.-
metaerg.pl|09440	4.-.-.-
metaerg.pl|09453	1.1.-.-
metaerg.pl|09454	1.2.1.88
metaerg.pl|09464	2.1.1.11
metaerg.pl|09467	3.5.1.25
metaerg.pl|09468	5.4.99.18
metaerg.pl|09468	4.1.1.21
metaerg.pl|09472	1.17.7.4
metaerg.pl|09472	1.17.1.2
metaerg.pl|09473	3.1.25.-
metaerg.pl|09478	4.2.1.17
metaerg.pl|09493	4.2.1.116
metaerg.pl|09496	5.3.1.8
metaerg.pl|09496	2.7.7.13
metaerg.pl|09496	5.3.1.8 2.7.7.13
metaerg.pl|09497	1.1.1.133
metaerg.pl|09498	5.1.3.13
metaerg.pl|09499	2.7.7.24
metaerg.pl|09500	4.2.1.46
metaerg.pl|09502	2.5.1.90
metaerg.pl|09503	6.3.2.53
metaerg.pl|09503	6.3.2.9
metaerg.pl|09504	5.1.1.23
metaerg.pl|09509	2.7.1.49
metaerg.pl|09509	2.7.1.49 2.7.4.7
metaerg.pl|09510	1.1.1.41
metaerg.pl|09512	2.8.1.-
metaerg.pl|09514	3.4.-.-
metaerg.pl|09516	2.7.4.1
metaerg.pl|09517	3.6.1.11
metaerg.pl|09518	6.3.1.-
metaerg.pl|09522	4.1.99.3
metaerg.pl|09523	2.4.2.14
metaerg.pl|09528	6.3.2.12
metaerg.pl|09528	6.3.2.-
metaerg.pl|09529	2.1.3.15
metaerg.pl|09529	6.4.1.2
metaerg.pl|09530	4.2.1.20
metaerg.pl|09531	4.2.1.20
metaerg.pl|09532	5.3.1.24
metaerg.pl|09533	5.4.99.12
metaerg.pl|09537	1.2.1.11
metaerg.pl|09538	4.2.3.5
metaerg.pl|09539	1.5.5.1
metaerg.pl|09540	3.1.1.1
metaerg.pl|09556	3.4.24.70
metaerg.pl|09566	2.7.13.3
metaerg.pl|09567	2.6.99.2
metaerg.pl|09570	3.1.26.3
metaerg.pl|09573	3.4.21.89
metaerg.pl|09575	3.6.5.n1
metaerg.pl|09575	3.6.5.-
metaerg.pl|09576	3.4.21.107
metaerg.pl|09576	3.4.21.-
metaerg.pl|09584	1.2.1.31
metaerg.pl|09592	3.1.26.4
metaerg.pl|09594	2.1.1.228
metaerg.pl|09598	6.3.4.4
metaerg.pl|09599	4.1.3.16
metaerg.pl|09601	6.1.1.2
metaerg.pl|09602	3.1.3.25
metaerg.pl|09604	2.7.2.4
metaerg.pl|09605	1.17.1.8
metaerg.pl|09606	4.3.3.7
metaerg.pl|09609	2.7.1.-
metaerg.pl|09617	3.2.1.52
metaerg.pl|09633	2.6.1.21
metaerg.pl|09636	3.1.25.-
metaerg.pl|09637	3.4.24.-
metaerg.pl|09645	2.3.1.234
metaerg.pl|09650	2.7.11.1
metaerg.pl|09652	2.1.1.176
metaerg.pl|09653	2.8.1.10
metaerg.pl|09654	2.8.1.10
metaerg.pl|09655	2.5.1.3
metaerg.pl|09656	2.1.2.9
metaerg.pl|09657	3.5.1.88
metaerg.pl|09660	2.4.2.29
metaerg.pl|09661	2.4.99.17
metaerg.pl|09662	3.6.4.12
metaerg.pl|09664	3.6.4.12
metaerg.pl|09665	3.1.22.4
metaerg.pl|09667	2.3.2.2
metaerg.pl|09672	2.7.13.3
metaerg.pl|09688	6.3.2.4
metaerg.pl|09689	4.2.1.22
metaerg.pl|09710	2.7.7.49
metaerg.pl|09723	3.5.4.33
metaerg.pl|09744	3.6.1.27
metaerg.pl|09762	2.1.1.-
metaerg.pl|09790	2.7.11.1
metaerg.pl|09792	1.1.1.1
metaerg.pl|09793	1.14.19.-
metaerg.pl|09795	2.3.1.-
metaerg.pl|09803	2.1.1.148
metaerg.pl|09804	4.1.1.37
metaerg.pl|09805	4.99.1.1
metaerg.pl|09811	1.3.3.4
metaerg.pl|09816	1.2.1.88
metaerg.pl|09829	1.3.99.31
metaerg.pl|09829	1.14.99.-
metaerg.pl|09830	1.3.3.4
metaerg.pl|09831	6.6.1.1
metaerg.pl|09832	6.6.1.1
metaerg.pl|09835	2.1.1.210
metaerg.pl|09836	3.4.24.70
metaerg.pl|09843	7.3.2.1
metaerg.pl|09843	3.6.3.27
metaerg.pl|09861	1.1.1.381
metaerg.pl|09865	3.2.2.-
metaerg.pl|09866	2.1.3.15
metaerg.pl|09866	6.4.1.2
metaerg.pl|09868	6.1.1.10
metaerg.pl|09877	4.2.1.17
metaerg.pl|09877	5.1.2.3
metaerg.pl|09877	1.1.1.35
metaerg.pl|09885	4.3.1.17
metaerg.pl|09886	5.6.2.3
metaerg.pl|09886	5.99.1.3
metaerg.pl|09893	1.3.1.83
metaerg.pl|09893	1.3.1.-
metaerg.pl|09895	2.5.1.10
metaerg.pl|09896	1.2.1.70
metaerg.pl|09897	1.3.3.3
metaerg.pl|09898	2.7.9.2
metaerg.pl|09904	3.6.1.1
metaerg.pl|09907	5.6.2.3
metaerg.pl|09907	5.99.1.3
metaerg.pl|09910	4.2.1.150
metaerg.pl|09918	1.1.1.157
metaerg.pl|09920	2.3.1.16
metaerg.pl|09923	1.1.1.85
metaerg.pl|09928	3.5.2.9
metaerg.pl|09934	2.3.1.242
metaerg.pl|09935	7.5.2.6
metaerg.pl|09938	3.6.3.41
metaerg.pl|09944	1.9.3.1
metaerg.pl|09952	2.5.1.141
metaerg.pl|09952	2.5.1.-
metaerg.pl|09954	3.4.11.25
metaerg.pl|09956	1.4.1.3
metaerg.pl|09972	3.1.21.2
metaerg.pl|09973	4.2.1.2
metaerg.pl|09974	1.1.1.385
metaerg.pl|09975	1.3.1.104
metaerg.pl|09976	1.8.1.9
metaerg.pl|09977	1.18.1.2
metaerg.pl|09980	3.6.1.-
metaerg.pl|09987	3.6.4.-
metaerg.pl|09999	3.6.-.-
metaerg.pl|10009	2.8.1.8
metaerg.pl|10010	1.2.4.1
metaerg.pl|10011	1.2.4.1
metaerg.pl|10012	2.3.1.12
metaerg.pl|10019	1.8.1.4
metaerg.pl|10021	1.17.7.4
metaerg.pl|10021	1.17.1.2
metaerg.pl|10024	3.4.11.-
metaerg.pl|10025	2.5.1.141
metaerg.pl|10028	3.1.-.-
metaerg.pl|10033	4.2.1.113
metaerg.pl|10034	3.5.1.81
metaerg.pl|10053	1.9.3.1
metaerg.pl|10056	1.9.3.1
metaerg.pl|10058	1.9.3.1
metaerg.pl|10067	5.1.-.-
metaerg.pl|10069	3.2.2.31
metaerg.pl|10069	3.2.2.-
metaerg.pl|10073	1.5.5.1
metaerg.pl|10079	3.6.3.-
metaerg.pl|10080	3.6.3.-
metaerg.pl|10084	1.1.1.300
metaerg.pl|10089	3.5.1.97
metaerg.pl|10098	2.4.99.12
metaerg.pl|10099	2.6.1.9
metaerg.pl|10102	6.3.2.9
metaerg.pl|10106	2.4.1.129
metaerg.pl|10108	2.4.1.227
metaerg.pl|10109	6.3.2.8
metaerg.pl|10115	1.3.1.98
metaerg.pl|10116	6.3.2.4
metaerg.pl|10120	3.5.1.108
metaerg.pl|10120	3.5.1.-
metaerg.pl|10130	1.3.8.-
metaerg.pl|10141	1.5.5.1
metaerg.pl|10144	2.7.1.148
metaerg.pl|10145	2.5.1.90
metaerg.pl|10150	1.1.1.36
metaerg.pl|10152	2.3.1.9
metaerg.pl|10152	2.3.1.16
metaerg.pl|10153	3.1.4.52
metaerg.pl|10154	4.3.2.1
metaerg.pl|10157	4.1.1.20
metaerg.pl|10160	2.1.2.10
metaerg.pl|10162	1.4.4.2
metaerg.pl|10163	2.7.9.1
metaerg.pl|10168	2.5.1.15
metaerg.pl|10170	1.14.13.2
metaerg.pl|10171	4.1.1.44
metaerg.pl|10172	1.13.11.3
metaerg.pl|10173	1.13.11.3
metaerg.pl|10174	2.3.1.247
metaerg.pl|10179	3.4.21.88
metaerg.pl|10199	2.7.7.-
metaerg.pl|10202	1.2.1.98
metaerg.pl|10203	7.4.2.10
metaerg.pl|10203	3.6.3.24
metaerg.pl|10212	3.5.1.-
metaerg.pl|10220	3.3.2.12
metaerg.pl|10220	1.2.1.91
metaerg.pl|10222	1.-.-.-
metaerg.pl|10226	1.14.13.149
metaerg.pl|10227	2.3.1.174
metaerg.pl|10227	2.3.1.16
metaerg.pl|10232	4.2.1.19
metaerg.pl|10233	4.3.2.10
metaerg.pl|10233	2.4.2.-
metaerg.pl|10241	4.2.1.49
metaerg.pl|10242	3.5.1.68
metaerg.pl|10243	4.3.1.3
metaerg.pl|10244	3.5.2.7
metaerg.pl|10245	3.5.3.13
metaerg.pl|10251	3.1.4.16
metaerg.pl|10254	6.2.1.30
metaerg.pl|10255	3.1.2.-
metaerg.pl|10256	5.3.3.18
metaerg.pl|10256	4.2.1.17
metaerg.pl|10258	1.5.1.2
metaerg.pl|10260	1.1.1.26
metaerg.pl|10263	2.3.1.117
metaerg.pl|10266	3.5.1.18
metaerg.pl|10267	3.1.13.1
metaerg.pl|10268	6.2.1.1
metaerg.pl|10270	4.2.1.17
metaerg.pl|10270	5.1.2.3
metaerg.pl|10270	1.1.1.35
metaerg.pl|10271	2.3.1.-
metaerg.pl|10271	2.3.1.16
metaerg.pl|10272	2.5.1.18
metaerg.pl|10273	1.3.8.8
metaerg.pl|10275	1.3.8.-
metaerg.pl|10284	3.1.3.5
metaerg.pl|10288	6.3.5.5
metaerg.pl|10289	1.3.1.104
metaerg.pl|10295	3.1.2.-
metaerg.pl|10296	1.8.1.8
metaerg.pl|10299	3.1.26.4
metaerg.pl|10303	2.7.7.72
metaerg.pl|10303	3.1.3.-
metaerg.pl|10303	3.1.4.-
metaerg.pl|10322	3.6.1.-
metaerg.pl|10323	3.4.17.-
metaerg.pl|10338	1.3.8.7
metaerg.pl|10383	2.7.13.3
metaerg.pl|10386	2.7.11.1
metaerg.pl|10412	6.3.2.3
metaerg.pl|10421	1.16.-.-
metaerg.pl|10422	2.1.1.193
metaerg.pl|10422	2.1.1.-
metaerg.pl|10423	1.5.1.20
metaerg.pl|10424	2.5.1.6
metaerg.pl|10425	2.2.1.1
metaerg.pl|10426	2.7.2.3
metaerg.pl|10428	3.3.2.10
metaerg.pl|10440	2.7.6.1
metaerg.pl|10441	4.2.1.12
metaerg.pl|10442	4.1.2.14
metaerg.pl|10442	4.1.2.14 4.1.3.16
metaerg.pl|10448	2.4.1.-
metaerg.pl|10456	3.1.3.48
metaerg.pl|10463	4.3.1.16
metaerg.pl|10465	1.3.99.-
metaerg.pl|10466	1.-.-.-
metaerg.pl|10475	1.-.-.-
metaerg.pl|10477	3.6.4.12
metaerg.pl|10480	2.3.1.-
metaerg.pl|10485	1.4.1.1
metaerg.pl|10490	4.1.2.13
metaerg.pl|10499	1.8.4.-
metaerg.pl|10500	3.1.1.45
metaerg.pl|10504	1.17.1.9
metaerg.pl|10504	1.2.1.2
metaerg.pl|10505	3.6.4.13
metaerg.pl|10523	6.3.2.9
metaerg.pl|10533	2.7.1.71
metaerg.pl|10534	4.2.3.4
metaerg.pl|10541	3.4.11.9
metaerg.pl|10552	6.1.1.15
metaerg.pl|10555	1.-.-.-
metaerg.pl|10557	3.1.3.15
metaerg.pl|10558	3.1.1.93
metaerg.pl|10561	6.1.1.3
metaerg.pl|10564	3.5.1.28
metaerg.pl|10567	2.4.1.129
metaerg.pl|10567	3.4.16.4
metaerg.pl|10577	2.5.1.-
metaerg.pl|10581	4.3.2.3
metaerg.pl|10585	6.2.1.3
metaerg.pl|10598	4.1.2.48
metaerg.pl|10601	1.8.3.1
metaerg.pl|10605	2.3.1.128
metaerg.pl|10618	1.2.1.12
metaerg.pl|10618	1.2.1.-
metaerg.pl|10622	1.6.5.5
metaerg.pl|10623	1.-.-.-
metaerg.pl|10624	4.2.1.149
metaerg.pl|10630	1.1.1.1
metaerg.pl|10630	1.1.1.284 1.1.1.1
metaerg.pl|10632	3.1.11.6
metaerg.pl|10633	2.5.1.10
metaerg.pl|10634	2.2.1.7
metaerg.pl|10635	3.2.2.4
metaerg.pl|10637	2.1.1.13
metaerg.pl|10638	3.4.21.107
metaerg.pl|10638	3.4.21.-
metaerg.pl|10649	2.5.1.-
metaerg.pl|10649	2.5.1.31
metaerg.pl|10650	2.7.7.41
metaerg.pl|10652	1.1.1.267
metaerg.pl|10653	3.4.24.-
metaerg.pl|10662	1.14.15.3
metaerg.pl|10664	4.4.1.5
metaerg.pl|10665	3.2.2.31
metaerg.pl|10670	2.-.-.-
metaerg.pl|10675	1.2.5.3
metaerg.pl|10678	1.2.5.3
metaerg.pl|10679	1.2.5.3
metaerg.pl|10680	3.4.24.-
metaerg.pl|10685	3.4.-.-
metaerg.pl|10689	3.6.3.-
metaerg.pl|10692	2.7.1.23
metaerg.pl|10693	6.3.5.4
metaerg.pl|10694	2.1.2.1
metaerg.pl|10695	3.-.-.-
metaerg.pl|10699	1.-.-.-
metaerg.pl|10705	2.5.1.61
metaerg.pl|10706	2.9.1.-
metaerg.pl|10707	3.1.1.1
metaerg.pl|10716	2.7.7.7
metaerg.pl|10718	2.7.4.1
metaerg.pl|10731	5.4.99.2
metaerg.pl|10731	5.4.99.-
metaerg.pl|10732	5.4.99.2
metaerg.pl|10733	3.1.3.6
metaerg.pl|10733	3.1.4.16
metaerg.pl|10733	3.1.3.5
metaerg.pl|10735	3.1.3.5
metaerg.pl|10740	3.6.-.-
metaerg.pl|10740	2.7.-.-
metaerg.pl|10752	2.6.1.42
metaerg.pl|10757	3.6.3.-
metaerg.pl|10762	6.2.1.5
metaerg.pl|10762	6.2.1.-
metaerg.pl|10769	3.6.3.41
metaerg.pl|10771	3.1.-.-
metaerg.pl|10774	2.7.1.30
metaerg.pl|10775	1.1.5.3
metaerg.pl|10787	2.4.1.182
metaerg.pl|10788	4.2.3.12
metaerg.pl|10790	4.3.99.3
metaerg.pl|10792	3.1.4.1
metaerg.pl|10792	3.6.1.9
metaerg.pl|10801	2.7.7.7
metaerg.pl|10810	2.7.7.7
metaerg.pl|10810	3.1.11.1
metaerg.pl|10814	2.4.2.9
metaerg.pl|10815	2.1.3.2
metaerg.pl|10820	3.4.21.53
metaerg.pl|10821	3.4.24.-
metaerg.pl|10823	1.1.1.267
metaerg.pl|10824	3.4.21.107
metaerg.pl|10834	1.3.7.9
metaerg.pl|10835	1.17.1.5
metaerg.pl|10836	1.17.1.5
metaerg.pl|10837	1.17.1.5
metaerg.pl|10842	3.-.-.-
metaerg.pl|10843	1.1.1.26
metaerg.pl|10844	2.2.1.2
metaerg.pl|10845	1.6.5.2
metaerg.pl|10847	6.3.4.14
metaerg.pl|10853	6.4.1.3
metaerg.pl|10854	6.3.4.15
metaerg.pl|10855	1.3.99.-
metaerg.pl|10862	1.3.8.-
metaerg.pl|10868	2.4.1.289
metaerg.pl|10869	2.7.7.13
metaerg.pl|10876	6.3.2.31
metaerg.pl|10876	6.3.2.34
metaerg.pl|10876	1.3.8.-
metaerg.pl|10877	2.7.8.28
metaerg.pl|10878	4.3.1.32
metaerg.pl|10878	2.5.1.147
metaerg.pl|10878	2.5.1.77
metaerg.pl|10892	5.4.2.8
metaerg.pl|10902	5.1.3.2
metaerg.pl|10906	2.7.13.3
metaerg.pl|10909	2.4.1.129
metaerg.pl|10909	3.4.16.4
metaerg.pl|10912	2.5.1.48
metaerg.pl|10913	4.2.1.22
metaerg.pl|10915	2.7.7.65
metaerg.pl|10916	6.1.1.19
metaerg.pl|10917	4.1.1.20
metaerg.pl|10920	3.4.11.18
metaerg.pl|10921	2.7.4.6
metaerg.pl|10925	3.4.23.-
metaerg.pl|10928	3.4.11.1
metaerg.pl|10937	1.1.1.262
metaerg.pl|10938	2.1.1.182
metaerg.pl|10940	2.1.1.297
metaerg.pl|10940	2.1.1.-
metaerg.pl|10944	3.5.3.7
metaerg.pl|10944	3.5.3.11
metaerg.pl|10945	3.5.3.11
metaerg.pl|10946	3.4.17.-
metaerg.pl|10947	3.6.1.8
metaerg.pl|10947	3.6.1.31
metaerg.pl|10950	3.6.3.41
metaerg.pl|10952	1.8.4.12
metaerg.pl|10952	1.8.4.-
metaerg.pl|10959	2.3.1.274
metaerg.pl|10960	2.3.1.180
metaerg.pl|10968	3.2.1.52
metaerg.pl|10971	6.1.1.19
metaerg.pl|10972	3.1.5.1
metaerg.pl|10974	3.1.11.2
metaerg.pl|10975	1.14.13.24
metaerg.pl|10988	2.1.1.191
metaerg.pl|10991	4.2.1.12
metaerg.pl|10992	3.4.24.-
metaerg.pl|10994	1.8.5.7
metaerg.pl|11000	4.2.1.17
metaerg.pl|11000	5.1.2.3
metaerg.pl|11000	1.1.1.35
metaerg.pl|11001	2.3.1.16
metaerg.pl|11002	1.3.8.7
metaerg.pl|11007	2.3.1.12
metaerg.pl|11014	4.4.1.25
metaerg.pl|11019	2.7.7.-
metaerg.pl|11024	5.2.1.8
metaerg.pl|11026	5.2.1.8
metaerg.pl|11027	2.7.2.3
metaerg.pl|11030	4.1.2.13
metaerg.pl|11035	3.6.4.12
metaerg.pl|11038	3.4.16.4
metaerg.pl|11040	2.7.8.13
metaerg.pl|11044	2.4.1.227
metaerg.pl|11045	6.1.1.17
metaerg.pl|11064	3.4.21.102
metaerg.pl|11064	3.4.21.-
metaerg.pl|11067	6.1.1.16
metaerg.pl|11068	3.6.4.12
metaerg.pl|11077	5.4.99.25
metaerg.pl|11097	5.6.2.3
metaerg.pl|11097	5.99.1.3
metaerg.pl|11102	3.1.1.29
metaerg.pl|11103	3.4.21.89
metaerg.pl|11105	6.1.1.21
metaerg.pl|11112	1.6.99.3
metaerg.pl|11120	6.3.2.10
metaerg.pl|11121	3.4.16.4
