#accession	id	type	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	desc
PF09925.9	DUF2157	Family	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0	0	0	0	Predicted membrane protein (DUF2157)
PF09952.9	AbiEi_2	Family	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	Transcriptional regulator, AbiEi antitoxin, Type IV TA system
PF09980.9	DUF2214	Family	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0.02	0.01	0.02	0.02	Predicted membrane protein (DUF2214)
PF09991.9	DUF2232	Family	1	0.02	6452.11	0.02	1524.05	0.02	1964.40	0.02	1064.76	0.02	1898.91	0.02	0	0	0	0	Predicted membrane protein (DUF2232)
PF09992.9	NAGPA	Domain	1	0.02	6457.71	0.02	1531.97	0.02	1934.38	0.02	1081.78	0.02	1909.58	0.02	0.03	0.03	0.02	0.03	Phosphodiester glycosidase
PF09996.9	DUF2237	Family	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0	0	0	0	Uncharacterized protein conserved in bacteria (DUF2237)
PF10017.9	Methyltransf_33	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	Histidine-specific methyltransferase, SAM-dependent
PF10040.9	CRISPR_Cas6	Family	3	0.07	19230.89	0.07	4543.61	0.07	5814.45	0.07	3266.69	0.07	5606.13	0.07	0.09	0.09	0.12	0.09	CRISPR-associated endoribonuclease Cas6
PF10047.9	DUF2281	Family	4	0.09	26595.50	0.09	6277.89	0.09	8122.83	0.10	4382.32	0.09	7812.45	0.09	0.09	0.11	0.08	0.10	Protein of unknown function (DUF2281)
PF10049.9	DUF2283	Family	3	0.07	19387.96	0.07	4584.10	0.07	5680.31	0.07	3501.40	0.08	5622.13	0.07	0	0	0	0	Protein of unknown function (DUF2283)
PF10063.9	DUF2301	Family	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0	0.00	0	0	Uncharacterized integral membrane protein (DUF2301)
PF10069.9	DICT	Domain	2	0.05	12810.11	0.05	3016.80	0.05	3931.54	0.05	2083.83	0.05	3777.95	0.05	0	0	0	0	Sensory domain in DIguanylate Cyclases and Two-component system
PF10087.9	DUF2325	Family	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0.01	0.01	0.01	0.01	Uncharacterized protein conserved in bacteria (DUF2325)
PF10105.9	DUF2344	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	Uncharacterized protein conserved in bacteria (DUF2344)
PF10128.9	OpcA_G6PD_assem	Family	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0.01	0.01	0.01	0.01	Glucose-6-phosphate dehydrogenase subunit
PF10150.9	RNase_E_G	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	Ribonuclease E/G family
PF10216.9	ChpXY	Family	2	0.05	12787.96	0.05	3002.43	0.05	3948.14	0.05	2043.03	0.04	3794.36	0.05	0.36	0.56	0.31	0.79	CO2 hydration protein (ChpXY)
PF10369.9	ALS_ss_C	Family	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0	0	0	0	Small subunit of acetolactate synthase
PF10370.9	DUF2437	Domain	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	Domain of unknown function (DUF2437)
PF10371.9	EKR	Domain	1	0.02	6280.76	0.02	1511.66	0.02	1820.41	0.02	1117.33	0.02	1831.36	0.02	0.01	0.01	0.02	0.01	Domain of unknown function
PF10385.9	RNA_pol_Rpb2_45	Domain	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0.00	0.01	0.01	0.00	RNA polymerase beta subunit external 1 domain
PF10387.9	DUF2442	Domain	2	0.05	12872.15	0.05	3033.45	0.05	3973.37	0.05	2073.30	0.04	3792.03	0.05	0	0.01	0.01	0.00	Protein of unknown function (DUF2442)
PF10396.9	TrmE_N	Family	1	0.02	6330.23	0.02	1498.80	0.02	1884.33	0.02	1108.40	0.02	1838.70	0.02	0	0	0	0	GTP-binding protein TrmE N-terminus
PF10397.9	ADSL_C	Domain	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0.18	0.18	0.19	0.18	Adenylosuccinate lyase C-terminus
PF10410.9	DnaB_bind	Domain	1	0.02	6642.20	0.02	1562.36	0.02	2082.86	0.02	1046.06	0.02	1950.93	0.02	0	0	0	0	DnaB-helicase binding domain of primase
PF10415.9	FumaraseC_C	Domain	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0.00	0.00	0.00	0.00	Fumarase C C-terminus
PF10417.9	1-cysPrx_C	Domain	2	0.05	12848.52	0.05	3031.06	0.05	3935.15	0.05	2082.70	0.05	3799.62	0.05	0.02	0.01	0.01	0.01	C-terminal domain of 1-Cys peroxiredoxin
PF10431.9	Clp_N	Family	5	0.11	33186.34	0.12	7861.01	0.12	10010.41	0.12	5634.30	0.12	9680.62	0.12	0	0.00	0	0.00	Clp amino terminal domain, pathogenicity island component
PF10442.9	FIST_C	Domain	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	FIST C domain
PF10458.9	Val_tRNA-synt_C	Domain	1	0.02	6323.89	0.02	1501.81	0.02	1922.91	0.02	1018.22	0.02	1880.94	0.02	0	0	0	0	Valyl tRNA synthetase tRNA binding arm
PF10531.9	SLBB	Domain	2	0.05	12691.81	0.05	2998.78	0.05	3865.62	0.05	2063.03	0.04	3764.39	0.05	0	0	0	0	SLBB domain
PF10551.9	MULE	Domain	1	0.02	1525.10	0.01	279.04	0.00	675.09	0.01	98.44	0.00	472.53	0.01	0	0	0	0	MULE transposase domain
PF10555.9	MraY_sig1	Motif	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	Phospho-N-acetylmuramoyl-pentapeptide-transferase signature 1
PF10576.9	EndIII_4Fe-2S	Domain	1	0.02	6487.32	0.02	1519.45	0.02	2062.19	0.02	979.76	0.02	1925.93	0.02	0.00	0.00	0.00	0.01	Iron-sulfur binding domain of endonuclease III
PF10579.9	Rapsyn_N	Family	1	0.02	6370.02	0.02	1502.65	0.02	1948.84	0.02	1026.18	0.02	1892.35	0.02	0	0	0	0	Rapsyn N-terminal myristoylation and linker region
PF10588.9	NADH-G_4Fe-4S_3	Domain	1	0.02	6465.79	0.02	1533.83	0.02	1940.47	0.02	1079.51	0.02	1911.98	0.02	0	0	0	0.00	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region
PF10589.9	NADH_4Fe-4S	Domain	1	0.02	6465.79	0.02	1533.83	0.02	1940.47	0.02	1079.51	0.02	1911.98	0.02	0	0	0	0	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF10592.9	AIPR	Family	2	0.05	15227.76	0.05	3596.10	0.05	4686.44	0.05	2485.56	0.05	4459.68	0.05	0	0	0	0	AIPR protein
PF10604.9	Polyketide_cyc2	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.00	0.00	0.00	0.00	Polyketide cyclase / dehydrase and lipid transport
PF10613.9	Lig_chan-Glu_bd	Domain	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.04	0.07	0.03	0.08	Ligated ion channel L-glutamate- and glycine-binding site
PF10615.9	DUF2470	Family	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	Protein of unknown function (DUF2470)
PF10646.9	Germane	Domain	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	Sporulation and spore germination
PF10648.9	Gmad2	Domain	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Immunoglobulin-like domain of bacterial spore germination
PF10664.9	NdhM	Family	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0.15	0.30	0.17	0.21	Cyanobacterial and plastid NDH-1 subunit M
PF10674.9	Ycf54	Family	1	0.02	6272.96	0.02	1473.10	0.02	1949.04	0.02	973.35	0.02	1877.47	0.02	0	0	0	0	Protein of unknown function (DUF2488)
PF10693.9	DUF2499	Family	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0	0	Protein of unknown function (DUF2499)
PF10716.9	NdhL	Family	1	0.02	7613.88	0.03	1798.05	0.03	2343.22	0.03	1242.78	0.03	2229.84	0.03	0.00	0.01	0.00	0.00	NADH dehydrogenase transmembrane subunit
PF10718.9	Ycf34	Family	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0	0	0	0	Hypothetical chloroplast protein Ycf34
PF10719.9	ComFB	Family	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	Late competence development protein ComFB
PF10722.9	YbjN	Domain	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.05	0.05	0.05	0.05	Putative bacterial sensory transduction regulator
PF10726.9	DUF2518	Family	1	0.02	6547.24	0.02	1546.76	0.02	1983.14	0.02	1088.70	0.02	1928.63	0.02	0.00	0.00	0.01	0.00	Protein of function (DUF2518)
PF10742.9	DUF2555	Family	1	0.02	6349.50	0.02	1503.75	0.02	1966.54	0.02	999.05	0.02	1880.15	0.02	0.00	0.01	0	0.00	Protein of unknown function (DUF2555)
PF10792.9	DUF2605	Family	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	Protein of unknown function (DUF2605)
PF10929.8	DUF2811	Family	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	Protein of unknown function (DUF2811)
PF10989.8	DUF2808	Family	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	Protein of unknown function (DUF2808)
PF10990.8	DUF2809	Family	1	0.02	6284.50	0.02	1490.15	0.02	1888.18	0.02	1063.09	0.02	1843.09	0.02	0	0	0	0	Protein of unknown function (DUF2809)
PF10999.8	DUF2839	Family	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0.00	0.00	0.01	0.00	Protein of unknown function (DUF2839)
PF11016.8	DUF2854	Family	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	Protein of unknown function (DUF2854)
PF11051.8	Mannosyl_trans3	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	Mannosyltransferase putative
PF11061.8	DUF2862	Family	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0.01	0.02	0.02	0.02	Protein of unknown function (DUF2862)
PF11068.8	YlqD	Family	1	0.02	6642.20	0.02	1562.36	0.02	2082.86	0.02	1046.06	0.02	1950.93	0.02	0.00	0.00	0.00	0.00	YlqD protein
PF11103.8	DUF2887	Domain	2	0.05	11740.18	0.04	2744.40	0.04	3741.26	0.04	1745.42	0.04	3509.08	0.04	0	0	0	0	Protein of unknown function (DUF2887)
PF11104.8	PilM_2	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.00	0.01	0.00	0.00	Type IV pilus assembly protein PilM;
PF11127.8	DUF2892	Family	1	0.02	6251.14	0.02	1458.98	0.02	1957.54	0.02	923.00	0.02	1911.62	0.02	0	0	0	0	Protein of unknown function (DUF2892)
PF11152.8	CCB2_CCB4	Family	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0.03	0.03	0.04	0.02	Cofactor assembly of complex C subunit B, CCB2/CCB4
PF11165.8	DUF2949	Family	2	0.05	12906.30	0.05	3045.64	0.05	3973.35	0.05	2079.31	0.05	3808.00	0.05	0.00	0.01	0.01	0.01	Protein of unknown function (DUF2949)
PF11189.8	DUF2973	Family	1	0.02	6564.04	0.02	1565.29	0.02	1986.41	0.02	1090.71	0.02	1921.63	0.02	0	0	0	0	Protein of unknown function (DUF2973)
PF11196.8	DUF2834	Family	1	0.02	6831.70	0.02	1606.40	0.02	2159.43	0.03	980.91	0.02	2084.95	0.03	0	0	0	0	Protein of unknown function (DUF2834)
PF11209.8	DUF2993	Family	2	0.05	13211.05	0.05	3113.24	0.05	4012.54	0.05	2178.67	0.05	3906.60	0.05	0.03	0.03	0.01	0.02	Protein of unknown function (DUF2993)
PF11210.8	DUF2996	Family	1	0.02	6212.62	0.02	1460.35	0.02	1906.40	0.02	980.73	0.02	1865.14	0.02	0	0	0	0	Protein of unknown function (DUF2996)
PF11211.8	DUF2997	Family	1	0.02	6473.07	0.02	1528.08	0.02	1942.78	0.02	1103.81	0.02	1898.40	0.02	0	0	0	0	Protein of unknown function (DUF2997)
PF11237.8	DUF3038	Family	2	0.05	12960.88	0.05	3059.88	0.05	3979.95	0.05	2090.36	0.05	3830.69	0.05	0.00	0.01	0	0.00	Protein of unknown function (DUF3038)
PF11264.8	ThylakoidFormat	Family	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0.02	0.02	0.01	0.03	Thylakoid formation protein
PF11266.8	Ald_deCOase	Domain	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	Long-chain fatty aldehyde decarbonylase
PF11267.8	DUF3067	Domain	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	Domain of unknown function (DUF3067)
PF11282.8	DUF3082	Family	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	Protein of unknown function (DUF3082)
PF11283.8	DUF3084	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	Protein of unknown function (DUF3084)
PF11285.8	DUF3086	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.11	0.12	0.08	0.10	Protein of unknown function (DUF3086)
PF11317.8	DUF3119	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.01	0.00	0	0.00	Protein of unknown function (DUF3119)
PF11318.8	DUF3120	Family	1	0.02	6553.05	0.02	1544.02	0.02	1982.16	0.02	1099.75	0.02	1927.12	0.02	0.05	0.05	0.02	0.02	Protein of unknown function (DUF3120)
PF11320.8	DUF3122	Family	1	0.02	6547.24	0.02	1546.76	0.02	1983.14	0.02	1088.70	0.02	1928.63	0.02	0	0	0	0	Protein of unknown function (DUF3122)
PF11332.8	DUF3134	Family	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	Protein of unknown function (DUF3134)
PF11341.8	DUF3143	Family	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	Protein of unknown function (DUF3143)
PF11344.8	DUF3146	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	Protein of unknown function (DUF3146)
PF11347.8	DUF3148	Family	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	Protein of unknown function (DUF3148)
PF11352.8	DUF3155	Family	1	0.02	6521.33	0.02	1532.85	0.02	1979.57	0.02	1085.55	0.02	1923.36	0.02	0.02	0.03	0.03	0.02	Protein of unknown function (DUF3155)
PF11353.8	DUF3153	Family	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0.00	0	0.00	Protein of unknown function (DUF3153)
PF11360.8	DUF3110	Family	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	Protein of unknown function (DUF3110)
PF11371.8	DUF3172	Family	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	Protein of unknown function (DUF3172)
PF11375.8	DUF3177	Family	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0.00	0.00	0.00	0.00	Protein of unknown function (DUF3177)
PF11376.8	DUF3179	Family	1	0.02	6401.27	0.02	1501.25	0.02	1959.78	0.02	1041.93	0.02	1898.31	0.02	0.14	0.13	0.12	0.02	Protein of unknown function (DUF3179)
PF11378.8	DUF3181	Family	1	0.02	6294.95	0.02	1478.05	0.02	1879.43	0.02	1114.52	0.02	1822.95	0.02	0	0.00	0	0.00	Protein of unknown function (DUF3181)
PF11460.8	DUF3007	Family	1	0.02	7613.88	0.03	1798.05	0.03	2343.22	0.03	1242.78	0.03	2229.84	0.03	0	0	0	0	Protein of unknown function (DUF3007)
PF11623.8	NdhS	Family	1	0.02	6489.20	0.02	1530.35	0.02	2039.25	0.02	993.13	0.02	1926.47	0.02	0	0	0	0	NAD(P)H dehydrogenase subunit S
PF11638.8	DnaA_N	Domain	1	0.02	6142.66	0.02	1451.93	0.02	1823.46	0.02	1110.63	0.02	1756.64	0.02	0	0	0	0	DnaA N-terminal domain
PF11691.8	DUF3288	Family	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.00	0.01	0.01	0.00	Protein of unknown function (DUF3288)
PF11741.8	AMIN	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	AMIN domain
PF11760.8	CbiG_N	Domain	1	0.02	6927.58	0.02	1665.36	0.03	1961.92	0.02	1368.85	0.03	1931.45	0.02	0	0	0	0	Cobalamin synthesis G N-terminal
PF11780.8	DUF3318	Family	2	0.05	12942.27	0.05	3071.47	0.05	3866.85	0.05	2232.49	0.05	3771.46	0.05	0	0	0	0	Protein of unknown function (DUF3318)
PF11791.8	Aconitase_B_N	Domain	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	Aconitate B N-terminal domain
PF11805.8	DUF3326	Family	1	0.02	6343.85	0.02	1498.40	0.02	1918.96	0.02	1037.37	0.02	1889.12	0.02	0.00	0.00	0.00	0.00	Protein of unknown function (DUF3326)
PF11832.8	DUF3352	Family	4	0.09	26264.39	0.09	6195.04	0.09	8158.37	0.10	4139.22	0.09	7771.75	0.09	0.05	0.05	0.07	0.05	Protein of unknown function (DUF3352)
PF11833.8	CPP1-like	Family	1	0.02	6465.79	0.02	1533.83	0.02	1940.47	0.02	1079.51	0.02	1911.98	0.02	0	0	0	0	Protein CHAPERONE-LIKE PROTEIN OF POR1-like
PF11848.8	DUF3368	Family	3	0.07	20208.98	0.07	4764.72	0.07	6289.06	0.07	3159.88	0.07	5995.32	0.07	0.02	0.01	0.01	0.01	Domain of unknown function (DUF3368)
PF11866.8	DUF3386	Family	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	Protein of unknown function (DUF3386)
PF11909.8	NdhN	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.00	0.00	0.00	0.00	NADH-quinone oxidoreductase cyanobacterial subunit N
PF11910.8	NdhO	Family	1	0.02	7382.23	0.03	1753.91	0.03	2030.09	0.02	1518.06	0.03	2080.18	0.03	0	0	0	0	Cyanobacterial and plant NDH-1 subunit O
PF11941.8	DUF3459	Domain	2	0.05	13049.82	0.05	3068.74	0.05	3979.22	0.05	2157.93	0.05	3843.93	0.05	0.00	0.00	0	0.00	Domain of unknown function (DUF3459)
PF11946.8	DUF3463	Family	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	Domain of unknown function (DUF3463)
PF11947.8	DUF3464	Family	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0	0	0	0	Photosynthesis affected mutant 68
PF11965.8	DUF3479	Family	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	Domain of unknown function (DUF3479)
PF11967.8	RecO_N	Domain	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0	0	0	0	Recombination protein O N terminal
PF11969.8	DcpS_C	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.01	0.01	0.02	0.00	Scavenger mRNA decapping enzyme C-term binding
PF11987.8	IF-2	Domain	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	Translation-initiation factor 2
PF11992.8	DUF3488	Family	1	0.02	6584.83	0.02	1553.23	0.02	2076.31	0.02	1005.31	0.02	1949.99	0.02	0	0	0	0	Domain of unknown function (DUF3488)
PF11998.8	DUF3493	Family	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.02	0.01	0.01	0.01	Low psii accumulation1 / Rep27
PF12000.8	Glyco_trans_4_3	Family	1	0.02	6034.57	0.02	1428.50	0.02	1789.04	0.02	1040.69	0.02	1776.34	0.02	0.01	0.01	0.00	0.01	Glycosyl transferase family 4 group
PF12046.8	CCB1	Family	1	0.02	6521.33	0.02	1532.85	0.02	1979.57	0.02	1085.55	0.02	1923.36	0.02	0	0	0	0	Cofactor assembly of complex C subunit B
PF12049.8	DUF3531	Family	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	Protein of unknown function (DUF3531)
PF12055.8	DUF3536	Family	1	0.02	6439.52	0.02	1522.42	0.02	1897.64	0.02	1108.08	0.02	1911.37	0.02	0	0	0	0	Domain of unknown function (DUF3536)
PF12058.8	DUF3539	Family	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.00	0.00	0	0	Protein of unknown function (DUF3539)
PF12095.8	CRR7	Family	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0.00	0	0	0	Protein CHLORORESPIRATORY REDUCTION 7
PF12146.8	Hydrolase_4	Family	2	0.05	6673.56	0.02	1562.41	0.02	2108.09	0.02	1010.19	0.02	1992.88	0.02	0	0	0	0	Serine aminopeptidase, S33
PF12159.8	DUF3593	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	Protein of unknown function (DUF3593)
PF12161.8	HsdM_N	Domain	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0.01	0.01	0.01	0.01	HsdM N-terminal domain
PF12169.8	DNA_pol3_gamma3	Family	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0.01	0.00	0.01	0.01	DNA polymerase III subunits gamma and tau domain III
PF12204.8	DUF3598	Domain	1	0.02	6433.00	0.02	1512.10	0.02	1951.58	0.02	1077.40	0.02	1891.92	0.02	0	0	0	0	Domain of unknown function (DUF3598)
PF12215.8	Glyco_hydr_116N	Family	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	beta-glucosidase 2, glycosyl-hydrolase family 116 N-term
PF12263.8	DUF3611	Family	1	0.02	6465.79	0.02	1533.83	0.02	1940.47	0.02	1079.51	0.02	1911.98	0.02	0	0	0	0	Protein of unknown function (DUF3611)
PF12323.8	HTH_OrfB_IS605	Family	7	0.16	64653.87	0.23	15384.75	0.23	18865.55	0.22	11832.87	0.26	18570.68	0.23	0.03	0.03	0.03	0.02	Helix-turn-helix domain
PF12327.8	FtsZ_C	Domain	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.00	0	0.00	0.00	FtsZ family, C-terminal domain
PF12344.8	UvrB	Family	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.00	0.00	0.00	0.00	Ultra-violet resistance protein B
PF12345.8	DUF3641	Family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.04	0.04	0.02	0.04	Protein of unknown function (DUF3641) 
PF12385.8	Peptidase_C70	Family	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0	0	0	0	Papain-like cysteine protease AvrRpt2
PF12399.8	BCA_ABC_TP_C	Family	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	Branched-chain amino acid ATP-binding cassette transporter
PF12419.8	DUF3670	Family	2	0.05	12656.65	0.05	2967.03	0.04	3937.85	0.05	1982.13	0.04	3769.64	0.05	0.03	0.07	0.03	0.00	SNF2 Helicase protein 
PF12439.8	GDE_N	Family	2	0.05	13103.36	0.05	3080.32	0.05	4027.20	0.05	2131.19	0.05	3864.64	0.05	0.04	0.03	0.05	0.03	Glycogen debranching enzyme N terminal
PF12452.8	DUF3685	Family	1	0.02	6467.38	0.02	1525.95	0.02	2000.80	0.02	1031.52	0.02	1909.11	0.02	0	0	0	0	Protein of unknown function (DUF3685)
PF12469.8	DUF3692	Family	2	0.05	12577.58	0.04	2971.63	0.04	3777.08	0.04	2161.93	0.05	3666.93	0.04	0.00	0.00	0.00	0.00	CRISPR-associated protein
PF12527.8	DUF3727	Family	1	0.02	6389.65	0.02	1500.73	0.02	1926.77	0.02	1091.64	0.02	1870.50	0.02	0	0	0	0	Protein of unknown function (DUF3727)
PF12565.8	DUF3747	Family	4	0.09	26125.63	0.09	6127.73	0.09	8000.50	0.09	4297.03	0.09	7700.34	0.09	0	0	0	0.00	Protein of unknown function (DUF3747)
PF12576.8	DUF3754	Family	1	0.02	6554.57	0.02	1570.80	0.02	1926.32	0.02	1201.35	0.03	1856.10	0.02	0	0	0	0	Protein of unknown function (DUF3754)
PF12600.8	DUF3769	Family	1	0.02	6203.33	0.02	1458.46	0.02	1873.99	0.02	1053.97	0.02	1816.91	0.02	0	0	0	0	Protein of unknown function (DUF3769)
PF12617.8	LdpA_C	Family	1	0.02	6742.25	0.02	1604.07	0.02	1921.11	0.02	1283.15	0.03	1933.93	0.02	0	0	0	0.00	Iron-Sulfur binding protein C terminal
