#kegg_pathway_id	kegg_pathway_name	total_family_in_pathway	total_family_found_in_pathway	ko	ko_name	gene_num
00051	Fructose and mannose metabolism	50	21	K01803	TPI, tpiA	5
00051	Fructose and mannose metabolism	50	21	K01809	E5.3.1.8, manA	4
00051	Fructose and mannose metabolism	50	21	K01840	E5.4.2.8, manB	22
00051	Fructose and mannose metabolism	50	21	K02377	E1.1.1.271, fcl	1
00051	Fructose and mannose metabolism	50	21	K02446	glpX	1
00051	Fructose and mannose metabolism	50	21	K03332	E3.2.1.80	7
00051	Fructose and mannose metabolism	50	21	K03841	FBP	2
00051	Fructose and mannose metabolism	50	21	K11532	glpX-SEBP	1
02010	ABC transporters - General	293	133	K01995	livG	172
02010	ABC transporters - General	293	133	K01996	livF	168
02010	ABC transporters - General	293	133	K01997	livH	96
02010	ABC transporters - General	293	133	K01998	livM	116
02010	ABC transporters - General	293	133	K01999	livK	7
02010	ABC transporters - General	293	133	K02000	proV	125
02010	ABC transporters - General	293	133	K02001	proW	6
02010	ABC transporters - General	293	133	K02002	proX	2
02010	ABC transporters - General	293	133	K02003	ABC.CD.A	60
02010	ABC transporters - General	293	133	K02004	ABC.CD.P	50
02010	ABC transporters - General	293	133	K02006	cbiO	170
02010	ABC transporters - General	293	133	K02010	ABC.FE.A	126
02010	ABC transporters - General	293	133	K02011	ABC.FE.P	9
02010	ABC transporters - General	293	133	K02012	ABC.FE.S	5
02010	ABC transporters - General	293	133	K02013	ABC.FEV.A	47
02010	ABC transporters - General	293	133	K02015	ABC.FEV.P	6
02010	ABC transporters - General	293	133	K02016	ABC.FEV.S	17
02010	ABC transporters - General	293	133	K02017	modC	118
02010	ABC transporters - General	293	133	K02018	modB	42
02010	ABC transporters - General	293	133	K02020	modA	3
02010	ABC transporters - General	293	133	K02031	ABC.PE.A	57
02010	ABC transporters - General	293	133	K02032	ABC.PE.A1	77
02010	ABC transporters - General	293	133	K02033	ABC.PE.P	19
02010	ABC transporters - General	293	133	K02034	ABC.PE.P1	22
02010	ABC transporters - General	293	133	K02035	ABC.PE.S	21
02010	ABC transporters - General	293	133	K02036	pstB	9
02010	ABC transporters - General	293	133	K02037	pstC	7
02010	ABC transporters - General	293	133	K02038	pstA	6
02010	ABC transporters - General	293	133	K02040	pstS	10
02010	ABC transporters - General	293	133	K02041	phnC	7
02010	ABC transporters - General	293	133	K02042	phnE	3
02010	ABC transporters - General	293	133	K02045	cysA	168
02010	ABC transporters - General	293	133	K02046	cysU	1
02010	ABC transporters - General	293	133	K02047	cysW	1
02010	ABC transporters - General	293	133	K02048	cysP, sbp	5
02010	ABC transporters - General	293	133	K02049	ABC.SN.A, ssuB, tauB	124
02010	ABC transporters - General	293	133	K02050	ABC.SN.P, ssuC, tauC	10
02010	ABC transporters - General	293	133	K02051	ABC.SN.S, ssuA, tauA	6
02010	ABC transporters - General	293	133	K02062	ABC.VB1.A, thiQ	25
02010	ABC transporters - General	293	133	K02063	ABC.VB1.P, thiP	1
02010	ABC transporters - General	293	133	K02064	ABC.VB1.S, tbpA	1
02010	ABC transporters - General	293	133	K02065	ABC.X1.A	62
02010	ABC transporters - General	293	133	K02066	ABC.X1.P	3
02010	ABC transporters - General	293	133	K02067	ABC.X1.S	3
02010	ABC transporters - General	293	133	K02068	ABC.X2.A	47
02010	ABC transporters - General	293	133	K02071	ABC.MET.A, metN	134
02010	ABC transporters - General	293	133	K02072	ABC.MET.P, metI	3
02010	ABC transporters - General	293	133	K02073	ABC.MET.S, metQ	3
02010	ABC transporters - General	293	133	K02193	ccmA	19
02010	ABC transporters - General	293	133	K02194	ccmB	1
02010	ABC transporters - General	293	133	K02195	ccmC	2
02010	ABC transporters - General	293	133	K02424	fliY	1
02010	ABC transporters - General	293	133	K05685	ABC.MAC.P	4
02010	ABC transporters - General	293	133	K05776	modF	8
02010	ABC transporters - General	293	133	K05777	ABC.VB1X.S	1
02010	ABC transporters - General	293	133	K05813	ugpB	4
02010	ABC transporters - General	293	133	K05815	ugpE	1
02010	ABC transporters - General	293	133	K05816	ugpC	108
02010	ABC transporters - General	293	133	K05845	ABC.BCP1.S	4
02010	ABC transporters - General	293	133	K05846	ABC.BCP1.P	5
02010	ABC transporters - General	293	133	K05847	ABC.BCP1.A	148
02010	ABC transporters - General	293	133	K06073	ABC.VB12.P, btuC	1
02010	ABC transporters - General	293	133	K06857	ABC.TG.A	26
02010	ABC transporters - General	293	133	K06858	ABC.VB12.S1, btuF	2
02010	ABC transporters - General	293	133	K09686	ABC-2.AB.P	1
02010	ABC transporters - General	293	133	K09687	ABC-2.AB.A	20
02010	ABC transporters - General	293	133	K09689	ABC-2.CPSE.A	1
02010	ABC transporters - General	293	133	K09690	ABC-2.LPSE.P	1
02010	ABC transporters - General	293	133	K09691	ABC-2.LPSE.A	3
02010	ABC transporters - General	293	133	K09693	tagH	9
02010	ABC transporters - General	293	133	K09695	nodI	1
02010	ABC transporters - General	293	133	K09697	natA	1
02010	ABC transporters - General	293	133	K09808	ABC.LPT.P, lolC, lolE	8
02010	ABC transporters - General	293	133	K09810	ABC.LPT.A, lolD	10
02010	ABC transporters - General	293	133	K09811	ABC.FTS.P, ftsX	7
02010	ABC transporters - General	293	133	K09812	ABC.FTS.A, ftsE	29
02010	ABC transporters - General	293	133	K09813	ABC.HRT.P, hrtB	1
02010	ABC transporters - General	293	133	K09814	ABC.HRT.A, hrtA	1
02010	ABC transporters - General	293	133	K09815	znuA	5
02010	ABC transporters - General	293	133	K09816	znuB	3
02010	ABC transporters - General	293	133	K09817	znuC	25
02010	ABC transporters - General	293	133	K09819	ABC.MN.P	2
02010	ABC transporters - General	293	133	K09969	aapJ, bztA	2
02010	ABC transporters - General	293	133	K09970	aapQ, bztB	1
02010	ABC transporters - General	293	133	K09971	aapM, bztC	1
02010	ABC transporters - General	293	133	K09972	aapP, bztD	3
02010	ABC transporters - General	293	133	K10000	artP	31
02010	ABC transporters - General	293	133	K10004	gltL	1
02010	ABC transporters - General	293	133	K10009	ABC.CYST.P	2
02010	ABC transporters - General	293	133	K10010	ABC.CYST.A	3
02010	ABC transporters - General	293	133	K10017	hisP	8
02010	ABC transporters - General	293	133	K10019	occM, nocM	1
02010	ABC transporters - General	293	133	K10021	occP, nocP	8
02010	ABC transporters - General	293	133	K10025	aotP	8
02010	ABC transporters - General	293	133	K10038	glnQ	5
02010	ABC transporters - General	293	133	K10041	ABC.GLN1.A	5
02010	ABC transporters - General	293	133	K10107	ABC-2.CPSE.P1	1
02010	ABC transporters - General	293	133	K10109	malF	7
02010	ABC transporters - General	293	133	K10111	malK	143
02010	ABC transporters - General	293	133	K10112	msmX, msmK	59
02010	ABC transporters - General	293	133	K10117	msmE	1
02010	ABC transporters - General	293	133	K10119	msmG	1
02010	ABC transporters - General	293	133	K10190	lacG, araQ	2
02010	ABC transporters - General	293	133	K10191	lacK	3
02010	ABC transporters - General	293	133	K10195	togA	6
02010	ABC transporters - General	293	133	K10199	ABC.GLC.A	23
02010	ABC transporters - General	293	133	K10230	smoK, mtlK	11
02010	ABC transporters - General	293	133	K10232	aglE	1
02010	ABC transporters - General	293	133	K10233	aglF	1
02010	ABC transporters - General	293	133	K10235	aglK	40
02010	ABC transporters - General	293	133	K10239	thuK	7
02010	ABC transporters - General	293	133	K10243	ABC.CEB.A, msiK	47
02010	ABC transporters - General	293	133	K10439	rbsB	1
02010	ABC transporters - General	293	133	K10440	rbsC	2
02010	ABC transporters - General	293	133	K10441	rbsA	32
02010	ABC transporters - General	293	133	K10539	araG	12
02010	ABC transporters - General	293	133	K10542	mglA	6
02010	ABC transporters - General	293	133	K10543	xylF	1
02010	ABC transporters - General	293	133	K10544	xylH	1
02010	ABC transporters - General	293	133	K10545	xylG	12
02010	ABC transporters - General	293	133	K10551	alsA	6
02010	ABC transporters - General	293	133	K10558	lsrA, ego	1
02010	ABC transporters - General	293	133	K10562	rhaT	23
02010	ABC transporters - General	293	133	K11070	potC	1
02010	ABC transporters - General	293	133	K11071	potB	2
02010	ABC transporters - General	293	133	K11072	potA	111
02010	ABC transporters - General	293	133	K11073	potF	2
02010	ABC transporters - General	293	133	K11074	potI	3
02010	ABC transporters - General	293	133	K11075	potH	1
02010	ABC transporters - General	293	133	K11076	potG	47
02010	ABC transporters - General	293	133	K11080	attA1	6
02010	ABC transporters - General	293	133	K11084	phnT	55
02010	ABC transporters - General	293	133	K11085	ABCB-BAC.MSBA, msbA	5
00660	C5-Branched dibasic acid metabolism	9	5	K01652	E2.2.1.6L, ilvB, ilvG, ilvI	47
00660	C5-Branched dibasic acid metabolism	9	5	K01653	E2.2.1.6S, ilvH, ilvN	6
00660	C5-Branched dibasic acid metabolism	9	5	K01902	sucD	3
00660	C5-Branched dibasic acid metabolism	9	5	K01903	sucC	3
00660	C5-Branched dibasic acid metabolism	9	5	K10218	E4.1.3.17, ligK	1
00040	Pentose and glucuronate interconversions	41	12	K00012	E1.1.1.22, ugd	14
00040	Pentose and glucuronate interconversions	41	12	K00065	E1.1.1.125, kduD	3
00040	Pentose and glucuronate interconversions	41	12	K00848	E2.7.1.5, rhaB	5
00040	Pentose and glucuronate interconversions	41	12	K00853	E2.7.1.16, araB	1
00040	Pentose and glucuronate interconversions	41	12	K00854	E2.7.1.17	6
00040	Pentose and glucuronate interconversions	41	12	K00874	kdgK	2
00040	Pentose and glucuronate interconversions	41	12	K00880	E2.7.1.53, lyxK	5
00040	Pentose and glucuronate interconversions	41	12	K00963	E2.7.7.9, galU	8
00040	Pentose and glucuronate interconversions	41	12	K01625	eda	2
00040	Pentose and glucuronate interconversions	41	12	K01728	E4.2.2.2, pel	20
00040	Pentose and glucuronate interconversions	41	12	K01730	E4.2.2.6	19
00040	Pentose and glucuronate interconversions	41	12	K01783	E5.1.3.1, rpe	3
00340	Histidine metabolism	34	23	K00013	E1.1.1.23, hisD	5
00340	Histidine metabolism	34	23	K00128	E1.2.1.3	17
00340	Histidine metabolism	34	23	K00492	E1.14.13.-	10
00340	Histidine metabolism	34	23	K00599	E2.1.1.-	50
00340	Histidine metabolism	34	23	K00603	E2.1.2.5	1
00340	Histidine metabolism	34	23	K00765	E2.4.2.17, hisG	1
00340	Histidine metabolism	34	23	K00817	E2.6.1.9, hisC	10
00340	Histidine metabolism	34	23	K01089	E3.1.3.15A, hisB	2
00340	Histidine metabolism	34	23	K01270	E3.4.13.3, pepD	2
00340	Histidine metabolism	34	23	K01458	E3.5.1.68	1
00340	Histidine metabolism	34	23	K01468	E3.5.2.7, hutI	9
00340	Histidine metabolism	34	23	K01479	E3.5.3.8, hutG	1
00340	Histidine metabolism	34	23	K01496	E3.5.4.19, hisI	5
00340	Histidine metabolism	34	23	K01523	E3.6.1.31, hisI	1
00340	Histidine metabolism	34	23	K01593	E4.1.1.28, DDC	2
00340	Histidine metabolism	34	23	K01693	E4.2.1.19, hisB	2
00340	Histidine metabolism	34	23	K01712	E4.2.1.49, hutU	1
00340	Histidine metabolism	34	23	K01745	E4.3.1.3, hutH	1
00340	Histidine metabolism	34	23	K01814	E5.3.1.16, hisA	1
00340	Histidine metabolism	34	23	K01892	E6.1.1.21S, hisS	3
00340	Histidine metabolism	34	23	K02501	HISH	3
00340	Histidine metabolism	34	23	K04486	E3.1.3.15B	57
00340	Histidine metabolism	34	23	K05602	E3.1.3.15	3
03410	Base excision repair	34	20	K01151	E3.1.21.2, nfo	2
03410	Base excision repair	34	20	K01246	E3.2.2.20, tag	1
03410	Base excision repair	34	20	K01247	ALKA	3
03410	Base excision repair	34	20	K01971	E6.5.1.1, lig	1
03410	Base excision repair	34	20	K01972	E6.5.1.2, ligA, ligB	4
03410	Base excision repair	34	20	K02335	DPO1, polA	5
03410	Base excision repair	34	20	K03575	MUTY	10
03410	Base excision repair	34	20	K03648	UNG, UDG	4
03410	Base excision repair	34	20	K03649	MUG, TDG	1
03410	Base excision repair	34	20	K03652	MPG	9
03410	Base excision repair	34	20	K03660	OGG1	5
03410	Base excision repair	34	20	K05522	NEI	5
03410	Base excision repair	34	20	K07462	RECJ	4
03410	Base excision repair	34	20	K10563	MUTM, fpg	5
03410	Base excision repair	34	20	K10747	LIG1	3
03410	Base excision repair	34	20	K10771	APEX1	1
03410	Base excision repair	34	20	K10772	APEX2	5
03410	Base excision repair	34	20	K10773	NTH	7
03410	Base excision repair	34	20	K10800	SMUG1	4
03410	Base excision repair	34	20	K10801	MBD4	5
03430	Mismatch repair	32	12	K01141	E3.1.11.1, sbcB	1
03430	Mismatch repair	32	12	K01971	E6.5.1.1, lig	1
03430	Mismatch repair	32	12	K01972	E6.5.1.2, ligA, ligB	4
03430	Mismatch repair	32	12	K03111	SSB	5
03430	Mismatch repair	32	12	K03555	MUTS	6
03430	Mismatch repair	32	12	K03572	MUTL	4
03430	Mismatch repair	32	12	K03601	XSEA	1
03430	Mismatch repair	32	12	K03602	XSEB	2
03430	Mismatch repair	32	12	K03657	UVRD, pcrA	3
03430	Mismatch repair	32	12	K07456	MUTS2	2
03430	Mismatch repair	32	12	K07462	RECJ	4
03430	Mismatch repair	32	12	K10747	LIG1	3
01051	Biosynthesis of ansamycins	2	1	K00615	E2.2.1.1, tktA, tktB	20
00562	Inositol phosphate metabolism	31	3	K00010	E1.1.1.18, iolG	1
00562	Inositol phosphate metabolism	31	3	K01092	E3.1.3.25, IMPA, suhB	5
00562	Inositol phosphate metabolism	31	3	K01858	E5.5.1.4, INO1	1
00521	Streptomycin biosynthesis	14	8	K00067	E1.1.1.133, rfbD	3
00521	Streptomycin biosynthesis	14	8	K00845	glk	9
00521	Streptomycin biosynthesis	14	8	K00973	E2.7.7.24, rfbA	3
00521	Streptomycin biosynthesis	14	8	K01092	E3.1.3.25, IMPA, suhB	5
00521	Streptomycin biosynthesis	14	8	K01710	E4.2.1.46, rfbB	3
00521	Streptomycin biosynthesis	14	8	K01790	E5.1.3.13, rfbC	3
00521	Streptomycin biosynthesis	14	8	K01835	E5.4.2.2, pgm	12
00521	Streptomycin biosynthesis	14	8	K01858	E5.5.1.4, INO1	1
04111	Cell cycle - yeast	103	3	K02178	BUB1	15
04111	Cell cycle - yeast	103	3	K02831	RAD53	5
04111	Cell cycle - yeast	103	3	K03114	SWE1	3
01031	Glycan structures - biosynthesis 2	78	7	K02527	KDTA	1
01031	Glycan structures - biosynthesis 2	78	7	K02840	WAAB, rfaB	8
01031	Glycan structures - biosynthesis 2	78	7	K02844	WAAG, rfaG	16
01031	Glycan structures - biosynthesis 2	78	7	K03276	WAAR, rfaJ	1
01031	Glycan structures - biosynthesis 2	78	7	K03279	WAAJ, rfaJ	1
01031	Glycan structures - biosynthesis 2	78	7	K03857	PIGA, GPI3	3
01031	Glycan structures - biosynthesis 2	78	7	K08098	PIGZ, SMP3	13
00310	Lysine degradation	46	19	K00022	E1.1.1.35, fadB	50
00310	Lysine degradation	46	19	K00128	E1.2.1.3	17
00310	Lysine degradation	46	19	K00143	E1.2.1.31L	40
00310	Lysine degradation	46	19	K00149	E1.2.1.47	1
00310	Lysine degradation	46	19	K00164	OGDH, sucA	3
00310	Lysine degradation	46	19	K00252	E1.3.99.7, gcdH	19
00310	Lysine degradation	46	19	K00471	E1.14.11.1	1
00310	Lysine degradation	46	19	K00626	E2.3.1.9, atoB	20
00310	Lysine degradation	46	19	K00658	DLST, sucB	32
00310	Lysine degradation	46	19	K00824	E2.6.1.21, dat	2
00310	Lysine degradation	46	19	K00825	E2.6.1.39	47
00310	Lysine degradation	46	19	K01423	E3.4.-.-	2
00310	Lysine degradation	46	19	K01692	E4.2.1.17, paaG	36
00310	Lysine degradation	46	19	K01843	E5.4.3.2, kamA	2
00310	Lysine degradation	46	19	K01844	E5.4.3.3	8
00310	Lysine degradation	46	19	K07511	ECHS1	16
00310	Lysine degradation	46	19	K07514	EHHADH1	35
00310	Lysine degradation	46	19	K07515	HADHA1	35
00310	Lysine degradation	46	19	K07516	EHHADH2	35
03020	RNA polymerase	59	23	K02999	RPA1	2
03020	RNA polymerase	59	23	K03002	RPA2	1
03020	RNA polymerase	59	23	K03006	RPB1	2
03020	RNA polymerase	59	23	K03010	RPB2	1
03020	RNA polymerase	59	23	K03018	RPC1	9
03020	RNA polymerase	59	23	K03021	RPC2	1
03020	RNA polymerase	59	23	K03022	RPC25	11
03020	RNA polymerase	59	23	K03040	RPOA	7
03020	RNA polymerase	59	23	K03041	RPOA1	5
03020	RNA polymerase	59	23	K03042	RPOA2	2
03020	RNA polymerase	59	23	K03043	RPOB	3
03020	RNA polymerase	59	23	K03044	RPOB1	1
03020	RNA polymerase	59	23	K03045	RPOB2	1
03020	RNA polymerase	59	23	K03046	RPOC	3
03020	RNA polymerase	59	23	K03047	RPOD	3
03020	RNA polymerase	59	23	K03049	RPOE1	11
03020	RNA polymerase	59	23	K03055	RPOK	2
03020	RNA polymerase	59	23	K03060	RPOZ	2
03020	RNA polymerase	59	23	K03086	SIG1, rpoD	2
03020	RNA polymerase	59	23	K03087	SIG2, rpoS	1
03020	RNA polymerase	59	23	K03088	SIG3.2, rpoE	12
03020	RNA polymerase	59	23	K03089	SIG3.3.1, rpoH	1
03020	RNA polymerase	59	23	K03092	SIG54, rpoN	1
04110	Cell cycle	91	5	K02178	BUB1	15
04110	Cell cycle	91	5	K06067	HDAC1_2	1
04110	Cell cycle	91	5	K06632	WEE1	3
04110	Cell cycle	91	5	K06633	PKMYT	3
04110	Cell cycle	91	5	K06641	CHK2	3
00253	Tetracycline biosynthesis	4	4	K01961	ACCC	4
00253	Tetracycline biosynthesis	4	4	K01962	ACCA	5
00253	Tetracycline biosynthesis	4	4	K01963	ACCD	10
00253	Tetracycline biosynthesis	4	4	K02160	ACCB, bccP	2
05012	Parkinson's disease	109	19	K00234	SDHA, SDH1	5
05012	Parkinson's disease	109	19	K00235	SDHB, SDH2	17
05012	Parkinson's disease	109	19	K00411	RIP1	1
05012	Parkinson's disease	109	19	K00412	CYTB	1
05012	Parkinson's disease	109	19	K00413	CYT1	1
05012	Parkinson's disease	109	19	K02126	ATPeF0A, MTATP6	3
05012	Parkinson's disease	109	19	K02128	ATPeF0C, ATP5G	5
05012	Parkinson's disease	109	19	K03934	NDUFS1	7
05012	Parkinson's disease	109	19	K03935	NDUFS2	3
05012	Parkinson's disease	109	19	K03940	NDUFS7	2
05012	Parkinson's disease	109	19	K03941	NDUFS8	8
05012	Parkinson's disease	109	19	K03942	NDUFV1	9
05012	Parkinson's disease	109	19	K03943	NDUFV2	9
05012	Parkinson's disease	109	19	K03953	NDUFA9	13
05012	Parkinson's disease	109	19	K03955	NDUFAB1	3
05012	Parkinson's disease	109	19	K05688	PINK1	16
05012	Parkinson's disease	109	19	K05864	CYPD, PPID	18
05012	Parkinson's disease	109	19	K08738	CYC	2
05012	Parkinson's disease	109	19	K08844	LRRK2	1
00472	D-Arginine and D-ornithine metabolism	2	2	K00273	E1.4.3.3, DAO	1
00472	D-Arginine and D-ornithine metabolism	2	2	K00824	E2.6.1.21, dat	2
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00014	E1.1.1.25, aroE	10
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00210	E1.3.1.12	9
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00220	E1.3.1.43, tyrC	3
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00270	E1.4.1.20	7
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00500	E1.14.16.1, pah	1
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00766	E2.4.2.18, trpD	11
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00800	E2.5.1.19, aroA	7
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00812	E2.6.1.1A, aspB	6
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00813	E2.6.1.1B, aspC	1
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00817	E2.6.1.9, hisC	10
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00832	E2.6.1.57, tyrB	1
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K00891	E2.7.1.71, aroK	18
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01609	E4.1.1.48, trpC	5
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01626	E2.5.1.54, aroF, aroG, aroH	3
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01657	E4.1.3.27A, trpE	19
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01658	E4.1.3.27B, trpD	22
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01695	E4.2.1.20A, trpA	9
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01696	E4.2.1.20B, trpB	9
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01713	E4.2.1.51	10
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01735	E4.2.3.4, ARO1	8
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01736	E4.2.3.5, aroC	3
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01817	E5.3.1.24, trpF	15
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01850	E5.4.99.5	8
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01866	E6.1.1.1, tyrS	6
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01889	E6.1.1.20A, pheS	4
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K01890	E6.1.1.20B, pheT	4
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K03785	AROD	7
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K03786	AROQ, qutE	1
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K03856	AROA2, aroA	8
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K04092	TYRA1, tyrA	8
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K04093	PHEA1, pheA	16
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K04516	AROA1, aroA	5
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K04517	TYRA2, tyrA	11
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K04518	PHEA2, pheA	16
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K05358	E1.1.99.25, quiA	4
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K05359	E4.2.1.91	1
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K06001	E4.2.1.20BB, trpB	9
00400	Phenylalanine, tyrosine and tryptophan biosynthesis	48	38	K06208	AROH	2
00430	Taurine and hypotaurine metabolism	15	5	K00259	E1.4.1.1, ald	4
00430	Taurine and hypotaurine metabolism	15	5	K00625	E2.3.1.8, pta	6
00430	Taurine and hypotaurine metabolism	15	5	K00681	E2.3.2.2, ggt	8
00430	Taurine and hypotaurine metabolism	15	5	K00925	E2.7.2.1, ackA	4
00430	Taurine and hypotaurine metabolism	15	5	K03852	E2.3.3.15	7
00120	Bile acid biosynthesis	22	9	K00001	E1.1.1.1, adh	22
00120	Bile acid biosynthesis	22	9	K00100	E1.1.1.-	2
00120	Bile acid biosynthesis	22	9	K00128	E1.2.1.3	17
00120	Bile acid biosynthesis	22	9	K00492	E1.14.13.-	10
00120	Bile acid biosynthesis	22	9	K00632	E2.3.1.16, fadA	16
00120	Bile acid biosynthesis	22	9	K01442	E3.5.1.24	1
00120	Bile acid biosynthesis	22	9	K07508	ACAA2	15
00120	Bile acid biosynthesis	22	9	K07509	HADHB	16
00120	Bile acid biosynthesis	22	9	K07513	ACAA1	16
04140	Regulation of autophagy	21	1	K08333	PIK3R4, VPS15	17
00908	Zeatin biosynthesis	4	1	K00791	E2.5.1.8, miaA	1
04360	Axon guidance	80	8	K05102	EPHA1, EPH	12
04360	Axon guidance	80	8	K05103	EPHA2, ECK	12
04360	Axon guidance	80	8	K05105	EPHA4, SEK, TYRO1	12
04360	Axon guidance	80	8	K05111	EPHB2, ERK, DRT	12
04360	Axon guidance	80	8	K05112	EPHB3, HEK2, ETK2	12
04360	Axon guidance	80	8	K05113	EPHB4, HTK	12
04360	Axon guidance	80	8	K05743	LIMK1	10
04360	Axon guidance	80	8	K05744	LIMK2	10
03420	Nucleotide excision repair	48	9	K01971	E6.5.1.1, lig	1
03420	Nucleotide excision repair	48	9	K01972	E6.5.1.2, ligA, ligB	4
03420	Nucleotide excision repair	48	9	K02335	DPO1, polA	5
03420	Nucleotide excision repair	48	9	K03657	UVRD, pcrA	3
03420	Nucleotide excision repair	48	9	K03701	UVRA	3
03420	Nucleotide excision repair	48	9	K03702	UVRB	4
03420	Nucleotide excision repair	48	9	K03703	UVRC	4
03420	Nucleotide excision repair	48	9	K03723	MFD	4
03420	Nucleotide excision repair	48	9	K10747	LIG1	3
00520	Nucleotide sugars metabolism	20	12	K00012	E1.1.1.22, ugd	14
00520	Nucleotide sugars metabolism	20	12	K00067	E1.1.1.133, rfbD	3
00520	Nucleotide sugars metabolism	20	12	K00963	E2.7.7.9, galU	8
00520	Nucleotide sugars metabolism	20	12	K00973	E2.7.7.24, rfbA	3
00520	Nucleotide sugars metabolism	20	12	K01198	E3.2.1.37, xynB	1
00520	Nucleotide sugars metabolism	20	12	K01209	E3.2.1.55, abfA	1
00520	Nucleotide sugars metabolism	20	12	K01710	E4.2.1.46, rfbB	3
00520	Nucleotide sugars metabolism	20	12	K01784	E5.1.3.2, galE	21
00520	Nucleotide sugars metabolism	20	12	K01790	E5.1.3.13, rfbC	3
00520	Nucleotide sugars metabolism	20	12	K08678	E4.1.1.35, UXS1	1
00520	Nucleotide sugars metabolism	20	12	K08679	E5.1.3.6	1
00520	Nucleotide sugars metabolism	20	12	K10012	ARNC, pmrF	1
00052	Galactose metabolism	38	12	K00035	E1.1.1.48, gal	1
00052	Galactose metabolism	38	12	K00845	glk	9
00052	Galactose metabolism	38	12	K00849	E2.7.1.6, galK	3
00052	Galactose metabolism	38	12	K00850	PFK	2
00052	Galactose metabolism	38	12	K00963	E2.7.7.9, galU	8
00052	Galactose metabolism	38	12	K01187	E3.2.1.20, malZ	5
00052	Galactose metabolism	38	12	K01193	E3.2.1.26, sacA	2
00052	Galactose metabolism	38	12	K01631	E4.1.2.21, dgoAa	7
00052	Galactose metabolism	38	12	K01684	E4.2.1.6, dgoAb	8
00052	Galactose metabolism	38	12	K01784	E5.1.3.2, galE	21
00052	Galactose metabolism	38	12	K01835	E5.4.2.2, pgm	12
00052	Galactose metabolism	38	12	K02079	AGAA	4
01055	Biosynthesis of vancomycin group antibiotics	1	1	K01710	E4.2.1.46, rfbB	3
00906	Carotenoid biosynthesis - General	27	6	K02291	E2.5.1.32, crtB	3
00906	Carotenoid biosynthesis - General	27	6	K02294	CRTR, crtZ	1
00906	Carotenoid biosynthesis - General	27	6	K09846	CRTF	1
00906	Carotenoid biosynthesis - General	27	6	K10208	CRTM	1
00906	Carotenoid biosynthesis - General	27	6	K10209	CRTN	1
00906	Carotenoid biosynthesis - General	27	6	K10210	CRTP	2
00740	Riboflavin metabolism	15	4	K00793	E2.5.1.9A, ribE	3
00740	Riboflavin metabolism	15	4	K00794	RIBH	5
00740	Riboflavin metabolism	15	4	K00953	E2.7.7.2, ribF	1
00740	Riboflavin metabolism	15	4	K01513	E3.6.1.9	2
04510	Focal adhesion	125	5	K05096	FLT1, VEGFR1	18
04510	Focal adhesion	125	5	K05097	FLT4, VEGFR3	18
04510	Focal adhesion	125	5	K05098	KDR, VEGFR2	18
04510	Focal adhesion	125	5	K06269	PPP1C	2
