#accession	name	isology	mainrole	subrole	count	count_pct	abundance	abundance_pct	depth_M1	depth_pct_M1	depth_M2	depth_pct_M2	depth_M3	depth_pct_M3	depth_M4	depth_pct_M4	plevel_pct_P1	plevel_pct_P2	plevel_pct_P3	plevel_pct_P4	description
TIGR00732	dprA	equivalog	Cellular processes	DNA transformation	1	0.02	6028.36	0.02	1401.42	0.02	1875.21	0.02	937.63	0.02	1814.10	0.02	0	0	0	0	DNA protecting protein DprA
TIGR00735	hisF	equivalog_domain	Amino acid biosynthesis	Histidine family	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	imidazoleglycerol phosphate synthase, cyclase subunit
TIGR00737	nifR3_yhdG	subfamily	Unknown function	General	1	0.02	6547.24	0.02	1546.76	0.02	1983.14	0.02	1088.70	0.02	1928.63	0.02	0.00	0.00	0.01	0.00	putative TIM-barrel protein, nifR3 family
TIGR00738	rrf2_super	superfamily	Unknown function	General	2	0.05	13020.31	0.05	3074.84	0.05	3925.92	0.05	2192.51	0.05	3827.03	0.05	0	0	0	0	Rrf2 family protein
TIGR00741	yfiA	equivalog_domain	Protein synthesis	Translation factors	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0	0	0	0	ribosomal subunit interface protein
TIGR00742	yjbN	subfamily	Protein synthesis	tRNA and rRNA base modification	1	0.02	6245.90	0.02	1460.96	0.02	1897.60	0.02	990.50	0.02	1896.84	0.02	0	0	0	0	tRNA dihydrouridine synthase A
TIGR00745	apbA_panE	subfamily	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	2-dehydropantoate 2-reductase
TIGR00747	fabH	subfamily	Fatty acid and phospholipid metabolism	Biosynthesis	1	0.02	6401.27	0.02	1501.25	0.02	1959.78	0.02	1041.93	0.02	1898.31	0.02	0	0	0	0	3-oxoacyl-[acyl-carrier-protein] synthase III
TIGR00749	glk	equivalog	Energy metabolism	Glycolysis/gluconeogenesis	1	0.02	6482.93	0.02	1532.16	0.02	1935.21	0.02	1150.35	0.02	1865.20	0.02	0	0	0	0	glucokinase
TIGR00753	undec_PP_bacA	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6482.93	0.02	1532.16	0.02	1935.21	0.02	1150.35	0.02	1865.20	0.02	0.01	0.00	0.01	0.00	undecaprenyl-diphosphatase UppP
TIGR00755	ksgA	equivalog	Protein synthesis	tRNA and rRNA base modification	1	0.02	6816.53	0.02	1618.60	0.02	2101.41	0.02	1105.73	0.02	1990.79	0.02	0	0	0	0	ribosomal RNA small subunit methyltransferase A
TIGR00757	RNaseEG	subfamily_domain	Transcription	Degradation of RNA	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	ribonuclease, Rne/Rng family
TIGR00758	UDG_fam4	subfamily	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6209.59	0.02	1460.09	0.02	1926.12	0.02	949.72	0.02	1873.66	0.02	0	0	0	0	uracil-DNA glycosylase, family 4
TIGR00761	argB	equivalog_domain	Amino acid biosynthesis	Glutamate family	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0.00	0.00	0.00	0.00	acetylglutamate kinase
TIGR00765	yihY_not_rbn	subfamily_domain	Unknown function	General	1	0.02	6628.93	0.02	1569.83	0.02	2058.29	0.02	1050.75	0.02	1950.07	0.02	0.02	0.02	0.01	0.03	YihY family inner membrane protein
TIGR00768	rimK_fam	subfamily	UNKNOWN	UNKNOWN	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0	0	0	0	alpha-L-glutamate ligase, RimK family
TIGR00786	dctM	subfamily	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0	0	TRAP transporter, DctM subunit
TIGR00788	fbt	subfamily	Cell envelope	Other	1	0.02	6439.52	0.02	1522.42	0.02	1897.64	0.02	1108.08	0.02	1911.37	0.02	0	0	0	0	folate/biopterin transporter
TIGR00792	gph	subfamily_domain	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	sugar (Glycoside-Pentoside-Hexuronide) transporter
TIGR00810	secG	equivalog	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	preprotein translocase, SecG subunit
TIGR00832	acr3	equivalog	Transport and binding proteins	Anions	1	0.02	6615.35	0.02	1552.83	0.02	2030.94	0.02	1095.93	0.02	1935.65	0.02	0	0	0	0	arsenical-resistance protein
TIGR00835	agcS	subfamily	UNKNOWN	UNKNOWN	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	amino acid carrier protein
TIGR00836	amt	subfamily	Transport and binding proteins	Cations and iron carrying compounds	2	0.05	12834.20	0.05	3030.58	0.05	3868.20	0.05	2172.36	0.05	3763.06	0.05	0	0	0	0	ammonium transporter
TIGR00838	argH	equivalog	Amino acid biosynthesis	Glutamate family	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0	0	0	0	argininosuccinate lyase
TIGR00855	L12	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	ribosomal protein bL12
TIGR00857	pyrC_multi	subfamily_domain	Purines, pyrimidines, nucleosides, and nucleotides	Pyrimidine ribonucleotide biosynthesis	1	0.02	6468.14	0.02	1521.00	0.02	1981.51	0.02	1053.82	0.02	1911.80	0.02	0.00	0.01	0	0.01	dihydroorotase, multifunctional complex type
TIGR00858	bioF	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Biotin	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0.00	0.00	0.00	0.00	8-amino-7-oxononanoate synthase
TIGR00871	zwf	equivalog	Energy metabolism	Pentose phosphate pathway	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0	0	0	0	glucose-6-phosphate dehydrogenase
TIGR00873	gnd	equivalog	Energy metabolism	Pentose phosphate pathway	1	0.02	6591.63	0.02	1564.01	0.02	1968.53	0.02	1155.33	0.03	1903.76	0.02	0	0	0	0	6-phosphogluconate dehydrogenase (decarboxylating)
TIGR00876	tal_mycobact	equivalog	Energy metabolism	Pentose phosphate pathway	1	0.02	6591.63	0.02	1564.01	0.02	1968.53	0.02	1155.33	0.03	1903.76	0.02	0	0	0	0	transaldolase
TIGR00877	purD	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0.00	0	0.00	0.00	phosphoribosylamine--glycine ligase
TIGR00878	purM	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0.00	0	0.00	0.00	phosphoribosylformylglycinamidine cyclo-ligase
TIGR00884	guaA_Cterm	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.01	0.01	0.00	0.00	GMP synthase (glutamine-hydrolyzing), C-terminal domain
TIGR00888	guaA_Nterm	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6528.49	0.02	1535.89	0.02	1999.65	0.02	1072.38	0.02	1920.57	0.02	0.01	0.01	0.00	0.00	GMP synthase (glutamine-hydrolyzing), N-terminal domain
TIGR00904	mreB	subfamily	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0.01	0.00	0.02	0.01	cell shape determining protein, MreB/Mrl family
TIGR00914	2A0601	subfamily	Transport and binding proteins	Cations and iron carrying compounds	1	0.02	6927.58	0.02	1665.36	0.03	1961.92	0.02	1368.85	0.03	1931.45	0.02	0	0	0	0	heavy metal efflux pump, CzcA family
TIGR00915	2A0602	subfamily	Transport and binding proteins	Unknown substrate	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0	0	0	0	RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family
TIGR00916	2A0604s01	subfamily	Protein fate	Protein and peptide secretion and trafficking	2	0.05	12978.40	0.05	3060.70	0.05	4078.50	0.05	1986.26	0.04	3852.94	0.05	0.00	0.00	0.00	0.00	protein-export membrane protein, SecD/SecF family
TIGR00922	nusG	equivalog	Transcription	Transcription factors	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	transcription termination/antitermination factor NusG
TIGR00928	purB	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6255.38	0.02	1465.78	0.02	1978.07	0.02	940.20	0.02	1871.33	0.02	0.18	0.18	0.19	0.18	adenylosuccinate lyase
TIGR00933	2a38	subfamily	Transport and binding proteins	Cations and iron carrying compounds	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0.00	0.00	0	0	potassium uptake protein, TrkH family
TIGR00936	ahcY	equivalog	Energy metabolism	Amino acids and amines	1	0.02	6742.25	0.02	1604.07	0.02	1921.11	0.02	1283.15	0.03	1933.93	0.02	0	0	0	0	adenosylhomocysteinase
TIGR00945	tatC	equivalog	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0.00	0.00	0.00	0.00	twin arginine-targeting protein translocase TatC
TIGR00947	2A73	equivalog	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.06	0.08	0.07	0.04	putative bicarbonate transporter, IctB family
TIGR00952	S15_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6175.40	0.02	1451.91	0.02	1747.89	0.02	1222.76	0.03	1752.83	0.02	0.00	0.00	0.00	0.00	ribosomal protein uS15
TIGR00959	ffh	equivalog	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6389.65	0.02	1500.73	0.02	1926.77	0.02	1091.64	0.02	1870.50	0.02	0	0	0	0	signal recognition particle protein
TIGR00962	atpA	equivalog	Energy metabolism	ATP-proton motive force interconversion	1	0.02	6266.63	0.02	1469.58	0.02	1968.57	0.02	957.48	0.02	1871.00	0.02	0	0	0	0	ATP synthase F1, alpha subunit
TIGR00963	secA	equivalog	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.35	0.25	0.50	0.28	preprotein translocase, SecA subunit
TIGR00964	secE_bact	equivalog	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0.02	0.04	0.03	0.04	preprotein translocase, SecE subunit
TIGR00967	3a0501s007	equivalog	Protein fate	Protein and peptide secretion and trafficking	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.21	0.18	0.09	0.20	preprotein translocase, SecY subunit
TIGR00972	3a0107s01c2	equivalog	Transport and binding proteins	Anions	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	phosphate ABC transporter, ATP-binding protein
TIGR00973	leuA_bact	equivalog	Amino acid biosynthesis	Pyruvate family	1	0.02	6379.79	0.02	1499.08	0.02	1958.78	0.02	1040.21	0.02	1881.72	0.02	0	0	0	0	2-isopropylmalate synthase
TIGR00974	3a0107s02c	equivalog	Transport and binding proteins	Anions	2	0.05	11598.23	0.04	2704.65	0.04	3520.17	0.04	1926.34	0.04	3447.07	0.04	0	0	0	0	phosphate ABC transporter, permease protein PstA
TIGR00975	3a0107s03	equivalog	Transport and binding proteins	Anions	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	phosphate ABC transporter, phosphate-binding protein PstS
TIGR00977	citramal_synth	equivalog	Unknown function	General	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0	0	0	0	citramalate synthase
TIGR00981	rpsL_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0.00	0.01	0.00	0.01	ribosomal protein uS12
TIGR01009	rpsC_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0.00	ribosomal protein uS3
TIGR01011	rpsB_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6562.68	0.02	1548.76	0.02	2089.93	0.02	969.20	0.02	1954.80	0.02	0	0	0	0	ribosomal protein uS2
TIGR01017	rpsD_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	ribosomal protein uS4
TIGR01021	rpsE_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.14	0.15	0.17	0.21	ribosomal protein uS5
TIGR01024	rplS_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	ribosomal protein bL19
TIGR01027	proB	equivalog_domain	Amino acid biosynthesis	Glutamate family	1	0.02	6339.10	0.02	1491.71	0.02	1976.34	0.02	985.99	0.02	1885.07	0.02	0	0	0	0	glutamate 5-kinase
TIGR01029	rpsG_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	ribosomal protein uS7
TIGR01032	rplT_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0	0	0	0	ribosomal protein bL20
TIGR01033	TIGR01033	subfamily	Regulatory functions	DNA interactions	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0	0	0	0	DNA-binding regulatory protein, YebC/PmpR family
TIGR01034	metK	equivalog	Central intermediary metabolism	Other	1	0.02	6602.52	0.02	1551.34	0.02	2042.87	0.02	1053.93	0.02	1954.38	0.02	0.00	0.00	0.00	0.00	methionine adenosyltransferase
TIGR01035	hemA	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	glutamyl-tRNA reductase
TIGR01036	pyrD_sub2	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Pyrimidine ribonucleotide biosynthesis	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	dihydroorotate dehydrogenase (fumarate)
TIGR01039	atpD	equivalog	Energy metabolism	ATP-proton motive force interconversion	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0.00	0.00	0	0.00	ATP synthase F1, beta subunit
TIGR01044	rplV_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.00	0	0.00	0.00	ribosomal protein uL22
TIGR01048	lysA	equivalog	Amino acid biosynthesis	Aspartate family	1	0.02	6699.09	0.02	1588.53	0.02	1983.47	0.02	1181.26	0.03	1945.83	0.02	0	0	0	0	diaminopimelate decarboxylase
TIGR01049	rpsJ_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6868.99	0.02	1640.70	0.02	2061.22	0.02	1150.09	0.02	2016.97	0.02	0	0	0	0	ribosomal protein uS10
TIGR01050	rpsS_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	ribosomal protein uS19
TIGR01051	topA_bact	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6591.63	0.02	1564.01	0.02	1968.53	0.02	1155.33	0.03	1903.76	0.02	0.00	0.00	0	0	DNA topoisomerase I
TIGR01059	gyrB	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	DNA gyrase, B subunit
TIGR01060	eno	equivalog	Energy metabolism	Glycolysis/gluconeogenesis	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0	0	phosphopyruvate hydratase
TIGR01063	gyrA	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6744.42	0.02	1611.19	0.02	1950.91	0.02	1224.82	0.03	1957.50	0.02	0.01	0.00	0.01	0.00	DNA gyrase, A subunit
TIGR01064	pyruv_kin	equivalog	Energy metabolism	Glycolysis/gluconeogenesis	2	0.05	13236.12	0.05	3127.61	0.05	4036.40	0.05	2189.91	0.05	3882.18	0.05	0.01	0.01	0	0.01	pyruvate kinase
TIGR01066	rplM_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.23	0.14	0.07	0.22	ribosomal protein uL13
TIGR01067	rplN_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	ribosomal protein uL14
TIGR01068	thioredoxin	equivalog	Energy metabolism	Electron transport	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0	0	0	0	thioredoxin
TIGR01069	mutS2	subfamily	DNA metabolism	Other	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	MutS2 family protein
TIGR01070	mutS1	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6616.77	0.02	1567.67	0.02	1995.30	0.02	1133.10	0.02	1920.70	0.02	0	0	0	0	DNA mismatch repair protein MutS
TIGR01071	rplO_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0.13	0.13	0.15	0.09	ribosomal protein uL15
TIGR01072	murA	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6226.02	0.02	1464.95	0.02	1925.15	0.02	983.52	0.02	1852.41	0.02	0	0	0	0	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
TIGR01073	pcrA	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6381.14	0.02	1505.11	0.02	1934.35	0.02	1051.18	0.02	1890.51	0.02	0	0	0	0	ATP-dependent DNA helicase PcrA
TIGR01079	rplX_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	ribosomal protein uL24
TIGR01082	murC	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6616.09	0.02	1552.70	0.02	2033.61	0.02	1084.75	0.02	1945.02	0.02	0	0	0	0	UDP-N-acetylmuramate--L-alanine ligase
TIGR01083	nth	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6487.32	0.02	1519.45	0.02	2062.19	0.02	979.76	0.02	1925.93	0.02	0.00	0.00	0.00	0.01	endonuclease III
TIGR01085	murE	subfamily	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6688.88	0.02	1580.85	0.02	2053.26	0.02	1101.21	0.02	1953.55	0.02	0.05	0.09	0.02	0.08	UDP-N-acetylmuramyl-tripeptide synthetase
TIGR01087	murD	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6330.23	0.02	1498.80	0.02	1884.33	0.02	1108.40	0.02	1838.70	0.02	0.00	0.00	0.00	0.00	UDP-N-acetylmuramoylalanine--D-glutamate ligase
TIGR01088	aroQ	equivalog	Amino acid biosynthesis	Aromatic amino acid family	1	0.02	6619.11	0.02	1573.98	0.02	2011.89	0.02	1111.16	0.02	1922.08	0.02	0	0	0	0	3-dehydroquinate dehydratase, type II
TIGR01090	apt	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Salvage of nucleosides and nucleotides	1	0.02	6439.65	0.02	1511.91	0.02	1994.19	0.02	1020.06	0.02	1913.49	0.02	0.00	0.01	0.00	0.01	adenine phosphoribosyltransferase
TIGR01091	upp	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Salvage of nucleosides and nucleotides	1	0.02	5158.58	0.02	1192.74	0.02	1525.98	0.02	906.28	0.02	1533.58	0.02	0	0	0	0	uracil phosphoribosyltransferase
TIGR01123	ilvE_II	equivalog	Amino acid biosynthesis	Pyruvate family	1	0.02	6341.34	0.02	1494.56	0.02	1984.69	0.02	975.49	0.02	1886.60	0.02	0	0	0	0	branched-chain amino acid aminotransferase
TIGR01128	holA	equivalog	DNA metabolism	DNA replication, recombination, and repair	1	0.02	6810.41	0.02	1608.79	0.02	1993.98	0.02	1255.71	0.03	1951.94	0.02	0.00	0.00	0.00	0.01	DNA polymerase III, delta subunit
TIGR01131	ATP_synt_6_or_A	equivalog	Energy metabolism	ATP-proton motive force interconversion	1	0.02	6266.63	0.02	1469.58	0.02	1968.57	0.02	957.48	0.02	1871.00	0.02	0	0	0	0	ATP synthase F0, A subunit
TIGR01133	murG	equivalog	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6521.23	0.02	1547.97	0.02	1985.76	0.02	1070.30	0.02	1917.20	0.02	0	0	0	0	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
TIGR01134	purF	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6522.55	0.02	1540.00	0.02	2004.09	0.02	1039.73	0.02	1938.73	0.02	0	0	0	0	amidophosphoribosyltransferase
TIGR01135	glmS	equivalog	Central intermediary metabolism	Amino sugars	1	0.02	6335.54	0.02	1484.31	0.02	1933.18	0.02	1041.26	0.02	1876.79	0.02	0	0	0	0	glutamine-fructose-6-phosphate transaminase (isomerizing)
TIGR01136	cysKM	subfamily	Amino acid biosynthesis	Serine family	1	0.02	6473.07	0.02	1528.08	0.02	1942.78	0.02	1103.81	0.02	1898.40	0.02	0	0	0	0	cysteine synthase
TIGR01140	L_thr_O3P_dcar	equivalog	Biosynthesis of cofactors, prosthetic groups, and carriers	Heme, porphyrin, and cobalamin	1	0.02	6506.78	0.02	1539.12	0.02	1976.83	0.02	1067.43	0.02	1923.40	0.02	0	0	0	0	threonine-phosphate decarboxylase
TIGR01141	hisC	equivalog	Amino acid biosynthesis	Histidine family	1	0.02	6709.57	0.02	1582.63	0.02	2022.99	0.02	1139.10	0.02	1964.86	0.02	0	0	0	0	histidinol-phosphate transaminase
TIGR01142	purT	equivalog	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6730.79	0.02	1585.30	0.02	2098.53	0.02	1054.64	0.02	1992.31	0.02	0.08	0.06	0.04	0.07	phosphoribosylglycinamide formyltransferase 2
TIGR01143	murF	subfamily	Cell envelope	Biosynthesis and degradation of murein sacculus and peptidoglycan	1	0.02	6284.50	0.02	1490.15	0.02	1888.18	0.02	1063.09	0.02	1843.09	0.02	0	0	0	0	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
TIGR01144	ATP_synt_b	equivalog	Energy metabolism	ATP-proton motive force interconversion	1	0.02	6266.63	0.02	1469.58	0.02	1968.57	0.02	957.48	0.02	1871.00	0.02	0	0	0	0	ATP synthase F0, B subunit
TIGR01145	ATP_synt_delta	equivalog	Energy metabolism	ATP-proton motive force interconversion	1	0.02	6266.63	0.02	1469.58	0.02	1968.57	0.02	957.48	0.02	1871.00	0.02	0	0	0	0	ATP synthase F1, delta subunit
TIGR01146	ATPsyn_F1gamma	equivalog	Energy metabolism	ATP-proton motive force interconversion	1	0.02	6266.63	0.02	1469.58	0.02	1968.57	0.02	957.48	0.02	1871.00	0.02	0	0	0	0	ATP synthase F1, gamma subunit
TIGR01151	psbA	equivalog	Energy metabolism	Photosynthesis	2	0.05	13304.97	0.05	3133.55	0.05	4086.87	0.05	2185.96	0.05	3898.57	0.05	0.14	0.14	0.28	0.23	photosystem II q(b) protein
TIGR01153	psbC	equivalog	Energy metabolism	Photosynthesis	1	0.02	6501.48	0.02	1530.61	0.02	1989.55	0.02	1039.57	0.02	1941.74	0.02	0	0	0	0	photosystem II 44 kDa subunit reaction center protein
TIGR01156	cytb6/f_IV	equivalog	Energy metabolism	Photosynthesis	1	0.02	6474.57	0.02	1532.49	0.02	1998.36	0.02	1042.57	0.02	1901.16	0.02	0	0	0	0	cytb6/f complex subunit IV
TIGR01161	purK	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6421.77	0.02	1524.41	0.02	1932.13	0.02	1074.97	0.02	1890.27	0.02	0.02	0.04	0.02	0.01	phosphoribosylaminoimidazole carboxylase, ATPase subunit
TIGR01162	purE	equivalog_domain	Purines, pyrimidines, nucleosides, and nucleotides	Purine ribonucleotide biosynthesis	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	phosphoribosylaminoimidazole carboxylase, catalytic subunit
TIGR01163	rpe	equivalog	Energy metabolism	Pentose phosphate pathway	1	0.02	6417.10	0.02	1515.29	0.02	1934.10	0.02	1086.18	0.02	1881.53	0.02	0	0	0	0	ribulose-phosphate 3-epimerase
TIGR01164	rplP_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6830.40	0.02	1607.22	0.02	2078.16	0.02	1157.84	0.03	1987.17	0.02	0	0	0	0	ribosomal protein uL16
TIGR01169	rplA_bact	equivalog	Protein synthesis	Ribosomal proteins synthesis and modification	1	0.02	6998.30	0.02	1655.34	0.03	2103.77	0.02	1209.87	0.03	2029.32	0.02	0	0	0	0	ribosomal protein uL1
